,SMILES,Standard Value,STD_value,target_
525,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCCC(C)CCCC(C)CCCC(C)CO)O2,[1500.0],0,1500
526,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C(=O)O)O2,[3300.0],0,3300
527,Cc1c(Cl)cccc1Oc1cccn2c(C34CCC(CC3)C4)nnc12,[150.0],0,150
528,Cc1c(Cl)cccc1Oc1cccn2c(C34CCC(F)(CC3)CC4)nnc12,[150.0],0,150
529,Cc1c(Cl)cccc1Oc1cccn2c(C34CCC(O)(CC3)CC4)nnc12,[50000.0],0,50000
530,Cc1c(Cl)cccc1Oc1cccn2c(C3CCCCCC3)nnc12,[150.0],0,150
531,Cc1c(Cl)cccc1Oc1cccn2c(CC3CC4CCC3C4)nnc12,[150.0],0,150
532,Cc1c(Cl)cccc1Oc1cccn2c([C@]34CCC(C[C@H]3O)C4(C)C)nnc12,[150.0],0,150
533,Cc1c(Cl)nc(OC[C@H]2C[C@@H]2c2ccccn2)nc1NCc1cnn(C)c1,[5600.0],0,5600
534,Cc1c([C@H](OC(C)(C)C)C(=O)O)c2n3cc(nc3c1C(C)(C)O)-c1cccc(c1)-c1cc(F)ccc1O[C@@H](C)CCCCOC1(C)CCN2CC1,[1010.0],0,1010
535,Cc1c([C@H](OC(C)(C)C)C(=O)O)c2n3cc(nc3c1CN(C)C)-c1cccc(c1)-c1cc(F)ccc1O[C@@H](C)CCCCOC1(C)CCN2CC1,[50000.0],0,50000
536,Cc1c([C@H](OC(C)(C)C)C(=O)O)c2n3cc(nc3c1CNC(C)C)-c1cccc(c1)-c1cc(F)ccc1O[C@@H](C)CCCCOC1(C)CCN2CC1,[50000.0],0,50000
537,Cc1c([C@H](OC(C)(C)C)C(=O)O)c2n3cc(nc3c1CNCC(C)(C)O)-c1cccc(c1)-c1cc(F)ccc1O[C@@H](C)CCCCOC1(C)CCN2CC1,[50000.0],0,50000
538,Cc1cc(C(=O)N[C@@H]2CC(C)(C)Oc3nc(-c4ccc(Cl)cc4Cl)c(-c4ccc(Cl)cc4)cc32)n[nH]1,[5000.0],0,5000
539,Cc1cc(C(=O)Nc2ccc(-c3nnc(C4(c5ccc(Cl)cc5)CCC4)n3C)cc2)c(C)o1,[30000.0],0,30000
540,Cc1cc(C(=O)O)ccc1-c1ccc(Cl)c(-c2ccc(C(F)(F)F)cc2CN2C(=O)O[C@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H]2C)c1,[30000.0],0,30000
541,Cc1cc(C)c(S(=O)(=O)Nc2ccc3c(c2)ncn3Cc2ccccc2)c(C)c1,"[1.5, 8.05]",3.275,4.775
542,Cc1cc(C)cc(-c2cc3cc(C(C)(C)C(=O)NC(C)(C)C)ccc3n2CC(=O)NC(C)(C)C)c1,[30000.0],0,30000
543,Cc1cc(C)cc(S(=O)(=O)Nc2ccc3c(c2)ncn3Cc2ccccc2)c1,[33.0],0,33
544,Cc1cc(C)n2cc(-c3ccc(Cl)cc3)c(C(=O)O)c2n1,[116106.0],0,116106
545,Cc1cc(C)nc(Nc2ncc(O)n2-c2ccccc2)n1,[116056.0],0,116056
546,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,[251.19],0,251.19
547,Cc1cc(Nc2ccc(Br)cc2)n2nc(C)nc2n1,[116147.0],0,116147
548,Cc1cc(Nc2nccc(-c3sc(C4CCNCC4)nc3-c3ccc(F)cc3)n2)ccn1,[50000.0],0,50000
549,Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C(=O)O)CC2,[3000.0],0,3000
550,Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)CO)CC2,[1600.0],0,1600
551,Cc1cc(O)nc(N/N=C/c2ccc(Br)s2)n1,[116217.0],0,116217
552,Cc1cc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)ccc1F,[22800.0],0,22800
553,Cc1cc2cc(/N=C(/NC#N)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,[25000.0],0,25000
554,Cc1ccc(-c2c(C)nc(-c3cccc(F)c3O)n(CCc3ccccc3)c2=O)s1,[2500.0],0,2500
555,Cc1ccc(-c2cc(-c3cccs3)[nH]n2)c(O)c1,[116065.0],0,116065
556,Cc1ccc(-c2cc(C(=O)N[C@H](C)c3ccc(C(F)(F)F)[n+]([O-])c3)cc(C(C)(C)O)c2)nc1,[30000.0],0,30000
557,Cc1ccc(-c2cc(C(=O)N[C@H](C)c3ccc(C(F)(F)F)nc3)cc(C(C)(C)O)c2)nc1,[18000.0],0,18000
558,Cc1ccc(-c2cc(C(=O)N[C@H](C)c3ccc(F)cn3)cc(-c3ncccc3F)c2)nc1,[6000.0],0,6000
559,Cc1ccc(-c2cc(C(=O)N[C@H](C)c3ccc(F)cn3)cc(C(C)(C)O)c2)nc1,[2000.0],0,2000
560,Cc1ccc(-c2cc(C(=O)N[C@H](C)c3ccc(F)cn3)cc(N3CCOCC3)c2)nc1,[30000.0],0,30000
561,Cc1ccc(-c2nc(CCc3ccccc3)c(-c3cccc(F)c3O)nc2C)s1,[3200.0],0,3200
562,Cc1ccc(-n2c(=O)[nH]cc(C(=O)Nc3ccc4c(c3)OCO4)c2=O)cc1C,[116109.0],0,116109
563,Cc1ccc(/C=C/c2ccc3c(c2)N(S(=O)(=O)c2cccc(C(F)(F)F)c2)C[C@H](CCC(=O)O)O3)cc1,[10000.0],0,10000
564,Cc1ccc(/C=N/n2cc(-c3ccccc3)nc2S)s1,[116062.0],0,116062
565,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,[1300.0],0,1300
566,Cc1ccc(C)c2sc(NC(=O)C3CC3)nc12,[116217.0],0,116217
567,Cc1ccc(N2CC(COc3ccc(-c4noc(C)n4)cc3)C2)nn1,[31622.78],0,31622.78
568,Cc1ccc(N=C(S)c2nc3ccccc3[nH]2)c(C)c1,[116159.0],0,116159
569,Cc1ccc(Nc2ncccc2C(N)=O)cc1,[115965.0],0,115965
570,Cc1ccc(Oc2nc3cc(-c4ccc(-c5ccccc5)cc4)c(Cl)cc3[nH]2)cc1C(=O)O,[30000.0],0,30000
571,Cc1ccc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1,[12600.0],0,12600
572,Cc1ccc2c(c1)c1nc3ccccc3nc1n2C,[70129.0],0,70129
573,Cc1ccc2c(c1C)N(S(=O)(=O)c1ccc(C(C)(C)C)cc1)Cc1ccc(C(F)(F)F)nc1N2,"[677.0, 678.0]",0.5,677.5
574,Cc1ccc2cc3c(NC(=O)CC(C)C)nn(C)c3nc2c1,[38498.0],0,38498
575,Cc1ccc[n+](CC(=O)c2ccc(Br)cc2)c1C.[Br-],[116193.0],0,116193
576,Cc1cccc(C)c1COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F,[50000.0],0,50000
577,Cc1cccc(F)c1COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F,[4820.0],0,4820
578,Cc1cccc2cc3c(N)c(C(=O)N4CCOCC4)sc3nc12,[69508.0],0,69508
579,Cc1ccccc1-c1nc(-c2cccnc2)no1,[116115.0],0,116115
580,Cc1ccccc1COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,[2330.0],0,2330
581,Cc1ccccc1S(=O)(=O)Nc1ccc2c(c1)ncn2Cc1ccccc1,[45.0],0,45
582,Cc1ccccc1[C@H]1C[C@@H](NCc2ccc(Cl)cc2)CC[C@@H]1C(=O)N1CC(c2ccccc2)(c2ccccc2)C1,[15000.0],0,15000
583,Cc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,[8800.0],0,8800
584,Cc1cn(-c2ccc(-c3nnc(C4(c5ccc(Cl)cc5)CCC4)n3C)c(Cl)c2)c(C2CC2)n1,[1300.0],0,1300
585,Cc1cnc(NC(=O)c2c(Cl)cnn2C)s1,[116275.0],0,116275
586,Cc1csc(NC(=O)CSc2ccc3nnc(-c4ccncc4)n3n2)n1,[116125.0],0,116125
587,Cc1csc(SCC(=O)Nc2ccc(Cl)cn2)n1,[116056.0],0,116056
588,Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1-c1cc(-c2ccccn2)c(C)s1,[50000.0],0,50000
589,Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1-c1ccc(-c2ccccc2)s1,[8000.0],0,8000
590,Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1-c1ccc(-c2ccccn2)s1,[5000.0],0,5000
591,Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1-c1ccc(CO)s1,[13000.0],0,13000
592,Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1Cc1ccccc1,[1000.0],0,1000
593,Cc1nc(C)c(C(=O)N/N=C/c2c[nH]c3ccccc23)s1,[116147.0],0,116147
594,Cc1nc(C)c(CNc2cc(C3CC3)nc3ccnn23)s1,[250000.0],0,250000
595,Cc1nc(C)c(CNc2nc(C3CC3)nc(Cl)c2C)s1,[19000.0],0,19000
596,Cc1nc(C)c(CNc2nc(OCCCc3ccc4ccccc4n3)nc(Cl)c2C)s1,[2300.0],0,2300
597,Cc1nc(Cl)sc1C(=O)Nc1ccc(C(F)(F)F)cc1,[116041.0],0,116041
598,Cc1nc(N)nc(Nc2ccc(Cl)cc2)c1Br,[97537.0],0,97537
599,Cc1nc(NC2=NCN(CCCN3CCOCC3)CN2)nc2c(C)cccc12,[116111.0],0,116111
600,Cc1nc2cc(-c3ccccc3)nn2c(-c2cc(F)c3c(c2C)CCCO3)c1[C@H](OC(C)(C)C)C(=O)O,[5700.0],0,5700
601,Cc1ncc(-c2c(C)nc(-c3cccc(F)c3O)n(CCc3ccccc3)c2=O)s1,[10000.0],0,10000
602,Cc1nccc(-c2ccc(-n3cnc4ccccc43)cc2)n1,[116205.0],0,116205
603,Cc1ncccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,[2800.0],0,2800
604,Cc1nccn1-c1ccc(-c2nnc(C3(c4ccc(Cl)cc4)CCC3)n2C)c(Cl)c1,[25000.0],0,25000
605,Cc1nnc(-c2cc(F)c(-c3c(=O)ccn4c(-c5ccc(F)cc5F)cccc34)c(F)c2)o1,"[30000.0, 30000.0]",0,30000
606,Cc1nnc(-c2ccc(F)c(-c3c(=O)ccn4c(-c5ccc(F)cc5F)cccc34)c2)o1,[30000.0],0,30000
607,Cc1nnc(N2C(=O)c3cccc4c([N+](=O)[O-])ccc(c34)C2=O)s1,[116096.0],0,116096
608,Cc1noc(-c2cc(F)c(-c3c(=O)ccn4c(-c5ccc(F)cc5F)cccc34)c(F)c2)n1,[30000.0],0,30000
609,Cc1noc(C)c1-c1ccc(-c2nnc(C3(c4ccc(Cl)cc4)CCC3)n2C)cc1,[30000.0],0,30000
610,Cl.Nc1cccc(Nc2ncnc3ccccc23)c1,[116121.0],0,116121
611,Cl.O=C(c1cc(S(=O)(=O)Nc2ccccc2F)c(F)cc1Cl)N1CCN2CCC[C@@H]2C1,[10000.0],0,10000
612,Clc1cc(Cl)c(OCC#CI)cc1Cl,[10000.0],0,10000
613,Clc1ccc(-c2nc3occn3c2/C=N/OCc2ccc(Cl)c(Cl)c2)cc1,[1300.0],0,1300
614,Clc1ccc(-c2nc3sccn3c2/C=N/OCc2ccc(Cl)c(Cl)c2)cc1,[990.0],0,990
615,Clc1ccc(C2(c3nnc4c(C5CC5)cccn34)CC2)cc1,[50000.0],0,50000
616,Clc1ccc(C2(c3nnc4c(C5CCC5)cccn34)CC2)cc1,[900.0],0,900
617,Clc1ccc(C2(c3nnc4c(OC5CCC5)cccn34)CC2)cc1,[1500.0],0,1500
618,Clc1ccc(C2(c3nnc4c(OC5CCCCC5)cccn34)CC2)cc1,[600.0],0,600
619,Clc1ccc(C2(c3nnc4c(OC5CCOCC5)cccn34)CC2)cc1,[10000.0],0,10000
620,Clc1ccc(C2(c3nnc4c(Oc5ccc6ccccc6c5)cccn34)CC2)cc1,[800.0],0,800
621,Clc1ccc(C2(c3nnc4c(Oc5cccc(Cl)c5)cccn34)CC2)cc1,[800.0],0,800
622,Clc1ccc(C2(c3nnc4c(Oc5ccccc5)cccn34)CC2)cc1,[1800.0],0,1800
623,Clc1ccc(C2(c3nnc4c(Oc5ccccc5-c5ccccc5)cccn34)CC2)cc1,[500.0],0,500
624,Clc1ccc(C2(c3nnc4c(Oc5ccccc5Cl)cccn34)CC2)cc1,[970.0],0,970
625,Clc1ccc(C2(c3nnc4c(Oc5ccccc5N5CCOCC5)cccn34)CC2)cc1,[400.0],0,400
626,Clc1ccc(C2(c3nnc4n3CCCCCC4)CCC2)cc1,[1600.0],0,1600
627,Clc1ccc(CO/N=C/c2c(-c3ccc(-c4ccccc4)cc3)nc3sccn23)cc1Cl,[57000.0],0,57000
628,Clc1ccc(CO/N=C/c2c(-c3ccc4ccccc4c3)nc3occn23)cc1Cl,[5900.0],0,5900
629,Clc1ccc(Nc2nc(-c3cccs3)cs2)nc1,[116108.0],0,116108
630,Clc1ccc(Oc2cccn3c(C4(c5ccc(Cl)cc5)CC4)nnc23)cc1,[1200.0],0,1200
631,Cn1c(-c2ccc(-c3cc(O)ncn3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
632,Cn1c(-c2ccc(-c3ccc(Cl)nn3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
633,Cn1c(-c2ccc(-c3ccc(N)nn3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
634,Cn1c(-c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,[25000.0],0,25000
635,Cn1c(-c2ccc(-c3cccc(S(C)(=O)=O)c3)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,[25000.0],0,25000
636,Cn1c(-c2ccc(-c3ccccc3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[1700.0],0,1700
637,Cn1c(-c2ccc(-c3ccccc3)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,[1700.0],0,1700
638,Cn1c(-c2ccc(-c3ccccn3)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,[2400.0],0,2400
639,Cn1c(-c2ccc(-c3cccnc3)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,"[3600.0, 3600.0]",0,3600
640,Cn1c(-c2ccc(-c3cccnc3)cc2F)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
641,Cn1c(-c2ccc(-c3cccnc3)cc2O)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
642,Cn1c(-c2ccc(-c3ccncc3)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,[7700.0],0,7700
643,Cn1c(-c2ccc(-c3ccon3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
644,Cn1c(-c2ccc(-c3ccsc3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[3000.0],0,3000
645,Cn1c(-c2ccc(-c3cnc(N)nc3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
646,Cn1c(-c2ccc(-c3cnc(O)nc3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
647,Cn1c(-c2ccc(-c3cnccn3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
648,Cn1c(-c2ccc(-c3cnccn3)cc2C(N)=O)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
649,Cn1c(-c2ccc(-c3cnccn3)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CC(F)C1,[30000.0],0,30000
650,Cn1c(-c2ccc(-c3cnccn3)cc2F)nnc1C1(c2ccc(Cl)cc2)CCC1,[4800.0],0,4800
651,Cn1c(-c2ccc(-c3cnccn3)cc2OC(F)F)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
652,Cn1c(-c2ccc(-c3cncnc3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
653,Cn1c(-c2ccc(-c3cnoc3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[23000.0],0,23000
654,Cn1c(-c2ccc(-n3ccnc3)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,[12000.0],0,12000
655,Cn1c(-c2ccc(-n3ccnc3C(F)(F)F)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,[3200.0],0,3200
656,Cn1c(-c2ccc(-n3ccnc3S(C)(=O)=O)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,[7900.0],0,7900
657,Cn1c(-c2ccc(C(=O)N3CCC3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
658,Cn1c(-c2ccc(C(=O)N3CCCC3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
659,Cn1c(-c2ccc(C(=O)N3CCOCC3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
660,Cn1c(-c2ccc(C(=O)NC(C)(C)C)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
661,Cn1c(-c2ccc(C(=O)NC3CC3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
662,Cn1c(-c2ccc(C(=O)NC3CCC3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
663,Cn1c(-c2ccc(C(=O)O)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
664,Cn1c(-c2ccc(C(=O)O)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,[18000.0],0,18000
665,Cn1c(-c2ccc(C(N)=O)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
666,Cn1c(-c2ccc(C(N)=O)cc2C(N)=O)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
667,Cn1c(-c2ccc(C(N)=O)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
668,Cn1c(-c2ccc(N)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
669,Cn1c(-c2ccc(N)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
670,Cn1c(-c2ccc(NC(=O)c3cccs3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[8700.0],0,8700
671,Cn1c(-c2ccc(NC(=O)c3ccno3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
672,Cn1c(-c2ccc(NC(=O)c3cnccn3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
673,Cn1c(-c2ccc(NC(=O)c3cnccn3)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,[30000.0],0,30000
674,Cn1c(=O)c2c(nc(/C=C/c3cccc(Cl)c3)n2C)n(C)c1=O,[115938.0],0,115938
675,Cn1c(C(=O)N2CCC(C(N)=O)CC2)cc2cc(Cl)ccc21,[116217.0],0,116217
676,Cn1c(N)c(C(=O)Nc2ccccc2F)sc1=S,[66141.0],0,66141
677,Cn1cc(-c2cccc3c2N(S(=O)(=O)c2ccc(C(C)(C)C)cc2)Cc2ccc(C(F)(F)F)nc2N3)cn1,[1100.0],0,1100
678,Cn1cc(CNc2cc(OC[C@H]3C[C@@H]3c3ccccn3)nc3ccnn23)cn1,[25000.0],0,25000
679,Cn1nc(C(=O)N(Cc2ccccc2)Cc2ccc(C(=O)O)cc2)c2c1-c1cc(Cl)ccc1OC2,[30000.0],0,30000
680,FC(F)(F)Oc1ccccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,[300.0],0,300
681,FC(F)(F)c1ccc(CO/N=C/c2c(-c3ccc4ccccc4c3)nc3occn23)cc1,[2000.0],0,2000
682,Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1,[6100.0],0,6100
683,Fc1ccccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,[1100.0],0,1100
684,N#C/C(=C/c1ccccc1)c1nn(CCO)c(N)c1C#N,[82975.0],0,82975
685,N#CC12CC3CC(C1)C(CC(=O)N1CC(O)C1)(c1ccc(F)cc1)C(C3)C2,[50000.0],0,50000
686,N#Cc1cc(F)c(-c2c(=O)ccn3c(-c4ccc(F)cc4F)cccc23)c(F)c1,[30000.0],0,30000
687,N#Cc1ccc(S(=O)(=O)N(CC(F)(F)F)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,[571.0],0,571
688,N#Cc1ccccc1COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,[303.0],0,303
689,N#Cc1cnc2ccc(-c3c(-c4ccc(F)c(Cl)c4)ncn3CCO)nn12,[24000.0],0,24000
690,NC(=O)C12CC3CC(C1)C(CC(=O)N1CC(O)C1)(c1ccc(F)cc1)C(C3)C2,[50000.0],0,50000
691,NC(=O)CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1,[190.0],0,190
692,NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2c(F)cc(Cl)cc21,[4700.0],0,4700
693,NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2c(F)cc(F)cc21,[9500.0],0,9500
694,NC(=O)[C@@H](c1ccccc1)N(C(=O)c1cccnc1)[C@@H]1CCc2c(F)cc(Cl)cc21,[131000.0],0,131000
695,NC(=O)[C@@H](c1ccccc1)N(C(=O)c1cccnc1)[C@@H]1CCc2c(F)cc(F)cc21,[47000.0],0,47000
696,NC(=O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,[50000.0],0,50000
697,NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3C(=O)CCC3=O)cc2n1,[1100000.0],0,1100000
698,NC(=O)c1cc(F)c(-c2c(=O)ccn3c(-c4ccc(F)cc4F)cccc23)c(F)c1,[30000.0],0,30000
699,NC(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(C(F)(F)F)c1,[1900.0],0,1900
700,NC(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(OC(F)(F)F)c1,[10000.0],0,10000
701,NC(=O)c1oc2ccccc2c1NC(=O)c1ccc(F)cc1,[116217.0],0,116217
702,NC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,[275.0],0,275
703,NCCCc1nc(-c2cccc(NS(=O)(=O)c3cc(F)ccc3F)c2F)c(-c2ccnc(N)n2)s1,[30000.0],0,30000
704,NNc1nc(O)c2c3c(sc2n1)-c1ccccc1CC3,[116217.0],0,116217
705,NS(=O)(=O)c1ccc(-c2ccc(/C=C3\SC(=O)NC3=O)o2)cc1,[116217.0],0,116217
706,N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,[12600.0],0,12600
707,Nc1[nH]ncc1C(=O)Nc1cccc(C(F)(F)F)c1,[116135.0],0,116135
708,Nc1c(C(=O)c2ccc(Br)cc2)oc2ccccc12,[116159.0],0,116159
709,Nc1cc2c3c(cccc3c1)C(=O)N(CCN1CCCC1)C2=O,[115994.0],0,115994
710,Nc1ccc(C(=O)Nc2ccccc2N)cc1,[28200.0],0,28200
711,Nc1nccc(-c2sc(C3CCCCN3)nc2-c2cccc(NS(=O)(=O)c3cc(F)ccc3F)c2F)n1,[5160.0],0,5160
712,Nc1nccc(-c2sc(C3CCCN3)nc2-c2cccc(NS(=O)(=O)c3cc(F)ccc3F)c2F)n1,[9790.0],0,9790
713,Nc1nccc(-c2sc(C3CCCNC3)nc2-c2cccc(NS(=O)(=O)c3cc(F)ccc3F)c2F)n1,[30000.0],0,30000
714,Nc1nccc(-c2sc(C3CCN(C4CC4)CC3)nc2-c2cccc(NS(=O)(=O)c3cc(F)ccc3F)c2F)n1,[6210.0],0,6210
715,Nc1nccc(-c2sc(C3CCN3)nc2-c2cccc(NS(=O)(=O)c3cc(F)ccc3F)c2F)n1,[30000.0],0,30000
716,Nc1nccc(-c2sc(C3CNCCN3)nc2-c2cccc(NS(=O)(=O)c3cc(F)ccc3F)c2F)n1,[30000.0],0,30000
717,Nc1nccc(-c2sc(C3COCCN3)nc2-c2cc(Cl)cc(NS(=O)(=O)c3cc(F)ccc3F)c2F)n1,[2280.0],0,2280
718,Nc1nccc(-c2sc(C3COCCN3)nc2-c2cccc(NS(=O)(=O)c3cc(F)ccc3F)c2F)n1,[11500.0],0,11500
719,Nc1nnc(-c2cc(F)c(-c3c(=O)ccn4c(-c5ccc(F)cc5F)cccc34)c(F)c2)o1,[30000.0],0,30000
720,O=C(/C=C\c1cccs1)c1c(O)ccc2ccc(=O)oc12,[66733.0],0,66733
721,O=C(C1CC(F)(F)C1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,[1000.0],0,1000
722,O=C(C1CCC(F)(F)CC1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,[8000.0],0,8000
723,O=C(C1CCCC1)N1CCC(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,[794.0],0,794
724,O=C(C1CCCCC1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,[6000.0],0,6000
725,O=C(C1CCOCC1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,[2000.0],0,2000
726,O=C(C1CCOCC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,[15320.0],0,15320
727,O=C(C1CCS(=O)(=O)CC1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,[4000.0],0,4000
728,O=C(C1CCS(=O)(=O)CC1)N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,[50000.0],0,50000
