,SMILES,Standard Value,STD_value,target_
169,CCC1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CCS(=O)(=O)CC1,[5200.0],0,5200
170,CCCC(=O)Nc1nn(C)c2nc3cc(C)ccc3cc12,[80577.0],0,80577
171,CCCC(O)(c1ccc(N(CC(F)(F)F)S(=O)(=O)c2ccccc2)cc1)C(F)(F)F,[158.49],0,158.49
172,CCCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],[15800.0],0,15800
173,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1.[Br-],"[11200.0, 11200.0]",0,11200
174,CCCCCCn1cnc2cc(NS(=O)(=O)c3c(C)c(C)c(C)c(C)c3C)ccc21,[13.0],0,13
175,CCCCCCn1cnc2cc(NS(=O)(=O)c3ccccc3Cl)ccc21,[55.0],0,55
176,CCCCN(Cc1cc(Cl)c(O)c(Cl)c1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,[250.0],0,250
177,CCCCN(c1ccc([Si](C)(C)O)cc1)S(=O)(=O)c1ccccc1,[6500.0],0,6500
178,CCCC[C@H](NC(=O)C1CN(C)C1)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,[30000.0],0,30000
179,CCCC[C@H](NC(=O)Cc1c[nH]c2ccc(OC)cc12)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,[2500.0],0,2500
180,CCCC[C@H](NC(=O)Cc1c[nH]c2ccccc12)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,[4400.0],0,4400
181,CCCC[C@H](NC(=O)[C@H](C)c1c(C)[nH]c2ccc(O)cc12)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,[1900.0],0,1900
182,CCCC[C@H](NC(=O)[C@H](C)c1c(C)[nH]c2ccc(OC)cc12)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,[2900.0],0,2900
183,CCCC[C@H](NC(=O)[C@H](CN)c1c(C)[nH]c2ccc(O)cc12)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,[30000.0],0,30000
184,CCCC[C@H](NC(=O)[C@H](CN)c1c(C)[nH]c2ccc(OC)cc12)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,[15000.0],0,15000
185,CCCCc1cc2c(c(NC(C)=O)n1)c(=O)oc1ccccc12,[88714.0],0,88714
186,CCCCc1nc(=O)cc(O)n1-c1c(C)cccc1OC,[14000.0],0,14000
187,CCCN(CC1CC1)c1nc(C)nc(Nc2c(Cl)cc(Cl)cc2Cl)c1Cl,[4950.0],0,4950
188,CCCNc1nc(Cl)nc(Nc2ccc(Cl)cc2)n1,[48063.0],0,48063
189,CCCSc1nc(=O)cc(O)n1-c1ccccc1OC,[50000.0],0,50000
190,CCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)ncn3Cc2ccccc2)cc1,[52.0],0,52
191,CCCc1cnc(N2CCC(Oc3ccn(-c4ccc(S(C)(=O)=O)cc4F)c(=O)c3)CC2)nc1,[50000.0],0,50000
192,CCCc1nn(C)c(C(=O)Nc2cccc3ccccc23)c1Cl,[39328.0],0,39328
193,CCCn1c(C)c(C(=O)c2cccc3ccccc23)c2ccccc21,[2640.0],0,2640
194,CCN(/N=C/c1ccc(Cl)cc1)c1cc(=O)n(C)c(=O)[nH]1,[78478.0],0,78478
195,CCN(C)C1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2S1,[30000.0],0,30000
196,CCN(c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)S(=O)(=O)c1ccccc1,[39.0],0,39
197,CCN(c1ccc([Si](C)(C)O)cc1)S(=O)(=O)c1ccccc1,[1900.0],0,1900
198,CCN1CC2CC(C1)N2C(=O)[C@]12C[C@H]1c1cc(OC)ccc1-c1c(C3CCCCC3)c3ccc(C(=O)NS(=O)(=O)N(C)C)cc3n1C2,[50000.0],0,50000
199,CCN1CC2CCC(C1)N2C(=O)C12CC1c1cc(OC)ccc1-c1c(C3CCCCC3)c3ccc(C(=O)NS(=O)(=O)N(C)C)cc3n1C2,[50000.0],0,50000
200,CCNC(=O)N1C[C@@H](c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)[C@@](C)(c2ccccc2)C1,[1780.0],0,1780
201,CCNC(=O)c1ccc(-c2nnc(C3(c4ccc(Cl)cc4)CCC3)n2C)cc1,[30000.0],0,30000
202,CCNC1=N[C@@H]2C[C@H](O)[C@@H](CO)O[C@@H]2S1,[30000.0],0,30000
203,CCNC1=N[C@@H]2[C@@H](F)[C@H](O)[C@@H](CO)O[C@@H]2S1,[30000.0],0,30000
204,CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](C)O[C@@H]2S1,[30000.0],0,30000
205,CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CF)O[C@@H]2S1,[30000.0],0,30000
206,CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2S1,[30000.0],0,30000
207,CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](COC)O[C@@H]2S1,[30000.0],0,30000
208,CCNC1=N[C@@H]2[C@@H](O)[C@H](OC)[C@@H](CO)O[C@@H]2S1,[30000.0],0,30000
209,CCNC1=N[C@@H]2[C@@H](OC)[C@H](O)[C@@H](CO)O[C@@H]2S1,[30000.0],0,30000
210,CCNC1=N[C@H]2[C@H](O[C@H](CO)C(F)[C@@H]2O)S1,[30000.0],0,30000
211,CCNC1=N[C@H]2[C@H](O[C@H](CO)C[C@@H]2O)S1,[30000.0],0,30000
212,CCOC(=O)Cc1cc(-c2ccc(O)cc2)nc2ccc3ccccc3c12,[116127.0],0,116127
213,CCOC(=O)N1C[C@@H](c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)[C@@](C)(c2ccccc2)C1,[599.0],0,599
214,CCOC(=O)c1oc2ccccc2c1N,[116159.0],0,116159
215,CCOCC(=O)Nc1cccc(-c2nc3cccnc3s2)c1C,[116052.0],0,116052
216,CCOCC(Nc1nnc(-c2ccc(OC)cc2)o1)[C@H]1CC[C@@H](c2ccnc3ccc(C(F)(F)F)cc32)CC1,[4820.0],0,4820
217,CCOCCc1nnc(NC(=O)c2ccc(OC)c(OC)c2)s1,[116147.0],0,116147
218,CCOP(=O)(OCC)C(=Cc1c2ccccc2cc2ccccc12)P(=O)(OCC)OCC,[290.0],0,290
219,CCOP(=O)(OCC)C(=Cc1ccccc1)P(=O)(OCC)OCC,[271.0],0,271
220,CCOc1ccc(-c2cc(C)n3nc(C(N)=O)cc3n2)cc1,[116074.0],0,116074
221,CCOc1ccc(-c2cccc(N(CC34CCC(c5noc(C(C)(C)C)n5)(CC3)CC4)C(=O)C34CC(F)(C3)C4)c2)cn1,[50000.0],0,50000
222,CCOc1ccc(/C=N/n2cc(-c3ccccc3)nc2S)cc1,[116193.0],0,116193
223,CCOc1ccc(NC(=O)c2cc3ccccc3cc2OC)cc1,[116252.0],0,116252
224,CCOc1ccc2c(C(=O)N[C@H](c3ccccc3)C(F)(F)F)c(CN3CCC(N4CCCCC4)CC3)c(-c3cccc(C(F)(F)F)c3)nc2c1,[1300.0],0,1300
225,CCOc1ccccc1NC(=O)c1ccc2nccnc2c1,[114038.0],0,114038
226,CCOc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2OC)nc2[nH]ccc12,[50118.72],0,50118.72
227,CCOc1ncc(-c2cccc(N(CC34CCC(c5noc(C(C)(C)C)n5)(CC3)CC4)C(=O)C34CC(F)(C3)C4)c2)cn1,[50000.0],0,50000
228,CCOc1ncc(-c2cccc(N(CC34CCC(c5noc(C(C)(C)C)n5)(CC3)CC4)C(=O)[C@H]3C[C@@](C)(O)C3)c2)cn1,[1500.0],0,1500
229,CCOc1ncc(-c2cccc(N(CC34CCC(c5noc(C(C)(C)C)n5)(CC3)CC4)C(=O)[C@H]3C[C@](O)(C(F)(F)F)C3)c2)cn1,[50000.0],0,50000
230,CCOc1ncc(-c2cccc(N(CC34CCC(c5noc(C(F)F)n5)(CC3)CC4)C(=O)C34CC(F)(C3)C4)c2)cn1,[2000.0],0,2000
231,CCOc1nn2c(c1S(=O)(=O)N1C[C@H](CCC(=O)O)Oc3ccc(/C=C(\C)c4c(F)cccc4Cl)cc31)CCCC2,[10000.0],0,10000
232,CCS(=O)(=O)NC(=O)c1ccc2c(C3CCCCC3)c3n(c2c1)C[C@@]1(C(=O)N2C4CCC2CN(C)C4)C[C@H]1c1cc(F)ccc1-3,[2780.0],0,2780
233,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,[50000.0],0,50000
234,CCS(=O)(=O)c1ccc(-c2ccc(-c3nnc(C4(c5ccc(Cl)cc5)CCC4)n3C)c(Cl)c2)cc1,[25000.0],0,25000
235,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(Cl)c3)c(C(=O)c3ccccc3Cl)s2)cc1,[260.0],0,260
236,CCS(=O)(=O)c1ccc(CNC(=O)N2C[C@@H](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)[C@@](C)(c3ccc(F)cc3)C2)cc1,[5.0],0,5
237,CCS(=O)(=O)c1cccc(-c2ccc(-c3nnc(C4(c5ccc(Cl)cc5)CCC4)n3C)c(Cl)c2)c1,[25000.0],0,25000
238,CCS(=O)(=O)c1ccccc1-c1ccc(-c2nnc(C3(c4ccc(Cl)cc4)CCC3)n2C)c(Cl)c1,[700.0],0,700
239,CCSc1ccccc1-c1ccc(-c2nnc(C3(c4ccc(Cl)cc4)CCC3)n2C)c(Cl)c1,[1700.0],0,1700
240,CC[C@@H](NC(=O)c1ccc(OC)nc1)[C@H]1CC[C@@H](c2ccnc(OC)c2C(F)F)CC1,[1900.0],0,1900
241,CC[C@@H]1Cc2cc(O)ccc2C2=C1c1ccc(O)cc1C[C@H]2CC,[8600.0],0,8600
242,CC[C@H]1[C@@H](O)[C@@H]2[C@H]([C@@H](O)C[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,[100000.0],0,100000
243,CC[C@]1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC[C@H](C(=O)O)CC1,[50000.0],0,50000
244,CC[C@]1(C(=O)O)CC[C@H](C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,[50000.0],0,50000
245,CC[C@]1(c2ccccc2)CN(C(=O)NCc2ccccc2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,[206.0],0,206
246,CCc1cc(/C(Cc2ccc3ccccc3n2)=N\O)c(O)cc1O,[116135.0],0,116135
247,CCc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1C,[900.0],0,900
248,CCc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1Cl,[700.0],0,700
249,CCc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1OC,[800.0],0,800
250,CCc1cc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)ccc1F,[50000.0],0,50000
251,CCc1ccc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1,[50000.0],0,50000
252,CCc1ccc2[nH]c3nc(N/N=C/c4ccc(O)cc4O)nnc3c2c1,[116170.0],0,116170
253,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21,[50000.0],0,50000
254,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3nc(C)c(C)s3)nc21,[16000.0],0,16000
255,CCn1cc([C@@]2(c3nn(C)c(=O)o3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1,[30000.0],0,30000
256,CN(C)CCCN1C(=O)c2cccc3cccc(c23)C1=O,[42903.0],0,42903
257,CN(C)c1nc(N)nc(-c2nc3ccccc3s2)n1,[116159.0],0,116159
258,CN(Cc1ccc(C(=O)O)cc1)c1ccc(OCc2c(-c3c(Cl)cccc3Cl)noc2C2CC2)nc1C(F)(F)F,[3871000.0],0,3871000
259,CN(Cc1cccc(C(=O)O)c1)c1ccc(OCc2c(-c3c(Cl)cccc3Cl)noc2C2CC2)nc1C(F)(F)F,[390000.0],0,390000
260,CN(Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1)C(C)(C)C,[9400.0],0,9400
261,CN([C@@H]1CCc2c(CC(=O)O)c3ccc(F)c(F)c3n2C1)S(=O)(=O)c1ccc(F)cc1,[30000.0],0,30000
262,CN([C@@H]1CCc2c(CC(=O)O)c3ccc(F)cc3n2C1)S(=O)(=O)c1ccc(F)cc1,[30000.0],0,30000
263,CN([C@@H]1CCc2c(CC(=O)O)c3cccc(F)c3n2C1)S(=O)(=O)c1ccc(F)cc1,[30000.0],0,30000
264,CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1,[30000.0],0,30000
265,CN(c1ccc([Si](C)(C)O)cc1)S(=O)(=O)c1ccccc1,[3400.0],0,3400
266,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)COc2ccccc21,[13000.0],0,13000
267,CN1CC2CCC(C1)N2C(=O)[C@]12C[C@H]1c1cc(F)ccc1-c1c(C3CCCCC3)c3ccc(C(=O)NS(=O)(=O)C(C)(C)C)cc3n1C2,[16700.0],0,16700
268,CN1CC2CCC(C1)N2C(=O)[C@]12C[C@H]1c1cc(F)ccc1-c1c(C3CCCCC3)c3ccc(C(=O)NS(=O)(=O)C4(C)CC4)cc3n1C2,[16700.0],0,16700
269,CN1CC2CCC(C1)N2C(=O)[C@]12C[C@H]1c1cc(F)ccc1-c1c(C3CCCCC3)c3ccc(C(=O)NS(=O)(=O)C4CC4)cc3n1C2,[50000.0],0,50000
270,CN1CC2CCC(C1)N2C(=O)[C@]12C[C@H]1c1cc(F)ccc1-c1c(C3CCCCC3)c3ccc(C(=O)NS(C)(=O)=O)cc3n1C2,[8330.0],0,8330
271,CN1CCC(C(=O)N(CC23CCC(c4nc(C5CC5)no4)(CC2)CC3)c2cccc(-c3nc(C4CC4)no3)c2)CC1,[50000.0],0,50000
272,CN1CCN(CCCNC(=O)c2cc3c(-c4ccc(Cl)cc4)nn(C)c3s2)CC1,[116135.0],0,116135
273,CN1CCN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc21,[18.0],0,18
274,CN1CCN(c2ccc(NC(=O)c3sc4ccccc4c3Cl)cc2)CC1,[116135.0],0,116135
275,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CC4)cc12,[30000.0],0,30000
276,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CN4)cc12,[30000.0],0,30000
277,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4ccn5c6cccc(F)c6cc5c4n3)cc12,[30000.0],0,30000
278,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4ncn5c6cccc(F)c6cc5c4n3)cc12,[30000.0],0,30000
279,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccccn5)CC4)ccc3C)cc12,[1600.0],0,1600
280,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ncccn5)CC4)ccc3C)c(F)c12,[50000.0],0,50000
281,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ncccn5)CC4)ccc3C)cc12,[50000.0],0,50000
282,CNC(=O)c1csc(C(=O)c2c[nH]c3ccccc23)n1,[12000.0],0,12000
283,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H]2CCCCOc3ccc(cc3)C[C@@H](C(=O)O)NC(=O)[C@H](Cc3ccc4ccccc4c3)NC(=O)[C@@H]3C[C@@H](CN3C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)n3cc(nn3)COc3ccc(cc3)C[C@@H](NS(=O)(=O)C3CC3)NC(=O)[C@H](Cc3ccc4ccccc4c3)NC(=O)[C@@H]1C2)C(C)(C)C,[50000.0],0,50000
284,CN[C@H](CNc1cc(F)c(S(=O)(=O)Nc2ncc(F)s2)cc1Cl)CC(C)(C)C.Cl,[10000.0],0,10000
285,CNc1c(C)c2c3c4c(O)c(/C=N/N5CCN(C)CC5)c(c(O)c14)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H](C)[C@@H](OC)/C=C/O[C@@](C)(O2)C3=O,[4100.0],0,4100
286,CNc1c(C)c2c3c4c1C(=O)C(=C(/C=N/N1CCN(C)CC1)C4=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H](C)[C@@H](OC)/C=C/O[C@@](C)(O2)C3=O,[2100.0],0,2100
287,CNc1nc(Nc2ccc(-n3cnc(C)n3)c(OC)c2)nc2c1CC[C@H]2c1ccc(F)cc1,[2700.0],0,2700
288,COC(=O)CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1,[55.0],0,55
289,COC(=O)CN(c1ccc([Si](C)(C)O)cc1)S(=O)(=O)c1ccccc1,[1400.0],0,1400
290,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3cc4cc(-c5cnc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)ccc4o3)cc2)[nH]1)C(C)C,[3300.0],0,3300
291,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,[10000.0],0,10000
292,COC(=O)c1cc(C(=O)Nc2nnc(C3CC3)s2)cc([N+](=O)[O-])c1,[116135.0],0,116135
293,COC(=O)c1cc(F)c(-c2c(=O)ccn3c(-c4ccc(F)cc4F)cccc23)c(F)c1,[30000.0],0,30000
294,COC(=O)c1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1C,[1600.0],0,1600
295,COC(=O)c1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1Cl,[1900.0],0,1900
296,COC(=O)c1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1OC,[3400.0],0,3400
297,COC(=O)c1ccccc1NC(=O)Cn1ccnc1,[116115.0],0,116115
298,COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,"[920.0, 920.0]",0,920
299,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,"[31600.0, 31600.0]",0,31600
300,COC1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CCS(=O)(=O)CC1,[50000.0],0,50000
301,COC1(c2nnc3c(Oc4cccc(Cl)c4C)cccn23)CCCCCC1,[150.0],0,150
302,COC12CC3CC(C1)C(CC(=O)N1CC(O)C1)(c1ccc(F)cc1)C(C3)C2,[50000.0],0,50000
303,COC12CC3CC(C1)CC(c1nnc4c(Oc5cccc(Cl)c5C)cccn14)(C3)C2,[150.0],0,150
304,COCC(=O)N1CCC(C(=O)N2C[C@@H](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)[C@@](C)(c3ccc(F)cc3)C2)CC1,[1550.0],0,1550
305,COCC(=O)N1CCc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2C1,[116121.0],0,116121
306,COCC(=O)Nc1nnc(-c2cccs2)s1,[116193.0],0,116193
307,COCC(Nc1nnc(-c2ccc(OC)cc2)o1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1,[3030.0],0,3030
308,COCCN(c1ccc([Si](C)(C)O)cc1)S(=O)(=O)c1ccccc1,[4200.0],0,4200
309,COCCN1CCN(c2ccc(OCc3ccccc3)c(C(=O)Nc3ccnnc3)c2)CC1,[50118.72],0,50118.72
310,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,[390.0],0,390
311,COCCOc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5nccs5)nc43)CC2)cc1F,[60000.0],0,60000
312,COC[C@H](Nc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl)c1ccccc1,[420.0],0,420
313,COC[C@H]1CN(C(=O)[C@]23C[C@H]2c2cc(OC)ccc2-c2c(C4CCCCC4)c4ccc(C(=O)NS(=O)(=O)N(C)C)cc4n2C3)CCO1,[50000.0],0,50000
314,COC[C@]1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC[C@H](C(=O)O)CC1,[50000.0],0,50000
315,COCc1cnc(N2CCC([C@H]3C[C@H]3CCOc3cc(F)c(CC(=O)N4CCC4)c(F)c3)CC2)nc1,[30000.0],0,30000
316,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,[15800.0],0,15800
317,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(=O)c(c5oc6cccc(OCCCCN7CCN(C(=O)Cn8ccnc8)CC7)c6nc-5c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,[5500.0],0,5500
318,CO[C@]1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC[C@H](C(=O)O)CC1,[18000.0],0,18000
319,COc1cc(-c2cccnc2)ccc1-c1nnc(C2(c3ccc(Cl)cc3)CCC2)n1C,[4600.0],0,4600
320,COc1cc(-c2cn(C3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,[30000.0],0,30000
321,COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1Br,[600.0],0,600
322,COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1C,[600.0],0,600
323,COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1C#N,[1100.0],0,1100
324,COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1C(C)=O,[500.0],0,500
325,COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1C(C)C,[900.0],0,900
326,COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1Cl,[600.0],0,600
327,COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1F,[1000.0],0,1000
328,COc1cc(/C=N/NC(=O)c2cccc(NC(=O)c3ccccc3)c2)ccc1O,[76326.0],0,76326
329,COc1cc(/C=N/NC(=O)c2cccnc2)cc2c1OCO2,[115938.0],0,115938
330,COc1cc(Br)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,[1300.0],0,1300
331,COc1cc(Br)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,[600.0],0,600
332,COc1cc(C#N)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,[1600.0],0,1600
333,COc1cc(C#N)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,[1000.0],0,1000
334,COc1cc(C(C)=O)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,[400.0],0,400
335,COc1cc(C(C)=O)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,[260.0],0,260
336,COc1cc(C(C)C)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,[830.0],0,830
337,COc1cc(C(C)C)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,[1800.0],0,1800
338,COc1cc(C)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,[700.0],0,700
339,COc1cc(C)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,[1000.0],0,1000
340,COc1cc(Cl)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,[800.0],0,800
341,COc1cc(F)c(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,[3900.0],0,3900
342,COc1cc(F)cc(-c2ccc3c(c2)N(S(=O)(=O)c2cccc(C(F)(F)F)c2)C[C@H](CCC(=O)O)O3)c1,[10000.0],0,10000
343,COc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1C,[280.0],0,280
344,COc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1Cl,[250.0],0,250
345,COc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1OC,[1050.0],0,1050
346,COc1cc(OCc2cccc(OCc3ccccc3)c2)c2cc(-c3cn4nc(OC)sc4n3)oc2c1,[50000.0],0,50000
347,COc1cc(OCc2csc(-c3ccc(C(=O)N(C)C)cc3)n2)c2cc(-c3cn4nc(OC)sc4n3)oc2c1,[15000.0],0,15000
348,COc1cc(OCc2nc(N3CCOCC3)sc2C)c2cc(-c3cn4nc(OC)sc4n3)oc2c1,[5000.0],0,5000
349,COc1cc(S(=O)(=O)N2C[C@H](CCC(=O)O)Oc3ccc(/C=C(\C)c4c(F)cccc4Cl)cc32)ccc1F,[10000.0],0,10000
350,COc1cc2c(cc1NC(=O)Nc1ccc(C)cc1)oc1ccccc12,[99411.0],0,99411
