comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0
1441223,%,effect,,BAO_0000179,effect,2142929,hAR Cerep panel,B,,CHEMBL4886482,10.6019/CHEMBL4800727,,CHEMBL4800727,Data for DCP probe JNJ-42396302,DATASET,SGC Frankfurt donated chemical probe project: JNJ-42396302 was donated by Janssen. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/JNJ-42396302. Control: JNJ-40573663. References: not published,,COCCc1ccc(-c2c(C)nc3c(N4CCOCC4)ccnn23)cn1,C19H23N5O2,CHEMBL2180408,-13.85
