molregno,standard_value_get_mean,standard_units_get_levels,standard_type_get_levels,chembl_id_compound_get_levels,canonical_smiles_get_levels,act_0,act_1,act_2,act_3
2319219,93.0,%,Efficacy,CHEMBL4279768,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3ccccn3)cc2)cc1,93.0,,,
2319223,95.0,%,Efficacy,CHEMBL4279772,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3cc(C#N)ccn3)c(F)c2)cc1,95.0,,,
2321198,94.0,%,Efficacy,CHEMBL4281750,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3cccc(F)c3)cc2)cc1,94.0,,,
2321511,90.0,%,Efficacy,CHEMBL4282063,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)N3CCC3)cc2)cc1,90.0,,,
2322249,93.0,%,Efficacy,CHEMBL4282801,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)N3CCc4ccccc43)cc2)cc1,93.0,,,
2322255,87.0,%,Efficacy,CHEMBL4282807,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3ccncc3)cc2)cc1,87.0,,,
2324624,93.0,%,Efficacy,CHEMBL4285176,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3ccccc3C)cc2)cc1,93.0,,,
2324933,93.0,%,Efficacy,CHEMBL4285485,CCOC(=O)C(C)(C)c1ccc(NC(=O)Cc2ccc(S(=O)(=O)CC)cc2)cc1,93.0,,,
2325638,93.0,%,Efficacy,CHEMBL4286190,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3ccccc3F)cc2)cc1,93.0,,,
2325644,92.0,%,Efficacy,CHEMBL4286196,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3ncccc3F)cc2)cc1,92.0,,,
2326051,95.0,%,Efficacy,CHEMBL4286603,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3cc(Cl)ccn3)cc2)cc1,95.0,,,
2326790,91.0,%,Efficacy,CHEMBL4287342,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)N3CCCCC3)cc2)cc1,91.0,,,
2327118,93.0,%,Efficacy,CHEMBL4287670,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3cccnc3)cc2)cc1,93.0,,,
2327122,100.0,%,Efficacy,CHEMBL4287674,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3ccc(F)cc3F)c(F)c2)cc1,100.0,,,
2329070,93.0,%,Efficacy,CHEMBL4289622,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3ccc(F)cc3)cc2)cc1,93.0,,,
2329489,95.0,%,Efficacy,CHEMBL4290041,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3ccc(F)cc3)c(F)c2)cc1,95.0,,,
2332108,89.0,%,Efficacy,CHEMBL4292660,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)N3CC4(CCC4)C3)cc2)cc1,89.0,,,
2332456,91.0,%,Efficacy,CHEMBL4293008,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3ccc(F)cc3F)cc2)cc1,91.0,,,
2332863,93.0,%,Efficacy,CHEMBL4293415,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)N(C)c3ccccc3)cc2)cc1,93.0,,,
2332869,94.0,%,Efficacy,CHEMBL4293421,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3cc(F)ccn3)cc2)cc1,94.0,,,
2333952,90.0,%,Efficacy,CHEMBL4294504,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3cccc(C(F)(F)F)n3)cc2)cc1,90.0,,,
2342224,-92.0,%,Efficacy,CHEMBL4435215,CCS(=O)(=O)c1ccc(C(NC(=O)Cc2ccnnc2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,-95.0,-89.0,,
2342507,-73.0,%,Efficacy,CHEMBL4435498,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C#N)(C(F)(F)F)C(F)(F)F)cc2)cc1,-84.0,-62.0,,
2346585,-58.5,%,Efficacy,CHEMBL4439576,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C(F)(F)F)C(F)(F)F)cc2)cc1,-61.0,-56.0,,
2350590,-93.5,%,Efficacy,CHEMBL4443581,CCS(=O)(=O)c1ccc(C(NC(=O)Cc2ccncn2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,-97.0,-90.0,,
2352128,-97.0,%,Efficacy,CHEMBL4445119,CCS(=O)(=O)c1ccc(C(NC(=O)Cc2ccccn2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,-97.0,,,
2352363,-94.5,%,Efficacy,CHEMBL4445354,CCS(=O)(=O)c1ccc([C@H](NC(C)=O)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,-98.0,-91.0,,
2357183,-64.5,%,Efficacy,CHEMBL4450174,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3cccc(Cl)c3)cc2)cc1,-85.0,-44.0,,
2361275,-93.5,%,Efficacy,CHEMBL4454266,CCS(=O)(=O)c1ccc(C(NC(=O)NC)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,-98.0,-89.0,,
2362912,-72.0,%,Efficacy,CHEMBL4455903,CCS(=O)(=O)c1ccc(CC(=O)Nc2cccc(-c3cccc(Cl)c3)c2)cc1,-98.0,-46.0,,
2365329,-93.5,%,Efficacy,CHEMBL4458320,CCS(=O)(=O)c1ccc(C(NC(=O)Cc2ccccc2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,-95.0,-92.0,,
2370107,-49.5,%,Efficacy,CHEMBL4463098,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)OC)cc2)cc1,-63.0,-36.0,,
2370677,-95.0,%,Efficacy,CHEMBL4463668,CCS(=O)(=O)c1ccc(C(NC(C)=O)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,-99.0,-91.0,,
2375325,-92.5,%,Efficacy,CHEMBL4468316,CCS(=O)(=O)c1ccc(C(NC(=O)OC)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,-97.0,-88.0,,
2375666,-96.0,%,Efficacy,CHEMBL4468657,CCS(=O)(=O)c1ccc(C(NC(=O)c2ccccc2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,-97.0,-95.0,,
2377675,-92.0,%,Efficacy,CHEMBL4470666,CCS(=O)(=O)c1ccc(C(NC(=O)Cc2cccnn2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,-95.0,-89.0,,
2382039,-98.5,%,Efficacy,CHEMBL4475033,CCS(=O)(=O)c1ccc(C(NC(=O)CCc2ccccc2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,-100.0,-97.0,,
2390422,91.0,%,Efficacy,CHEMBL4519011,CC(=O)N1CCN(c2ccc(CN3[C@@H](C)CC[C@H](c4cccs4)S3(=O)=O)c(F)c2)CC1,91.0,,,
2392169,-95.0,%,Efficacy,CHEMBL4520758,CCS(=O)(=O)c1ccc(C(NC(=O)CC(C)C)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,-96.0,-94.0,,
2394323,100.0,%,Efficacy,CHEMBL4522912,CC(=O)N1CCN(c2ccc(CN3C[C@H](C)OC[C@H](c4ccccc4)S3(=O)=O)c(F)c2)CC1,100.0,,,
2395089,98.0,%,Efficacy,CHEMBL4524658,CC(=O)N1CCN(c2ccc(CN3[C@@H](C)CC[C@H](c4ccsc4)S3(=O)=O)c(F)c2)CC1,98.0,,,
2395749,-56.0,%,Efficacy,CHEMBL4525318,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(OC)(C(F)(F)F)C(F)(F)F)cc2)cc1,-66.0,-46.0,,
2397849,64.0,%,Efficacy,CHEMBL4527418,CC(=O)N1CCN(c2ccc(CN3[C@@H](C)CC[C@H](c4cccc(C#N)c4)S3(=O)=O)c(F)c2)CC1,64.0,,,
2401224,91.0,%,Efficacy,CHEMBL4530793,CC(=O)N1CCN(c2ccc(CN3[C@@H](C)CC[C@H](c4ccccc4Cl)S3(=O)=O)c(F)c2)CC1,91.0,,,
2408351,87.0,%,Efficacy,CHEMBL4537920,CC(=O)N1CCN(c2ccc(CN3[C@@H](C)CC[C@H](c4ccccn4)S3(=O)=O)c(F)c2)CC1,87.0,,,
2414965,43.0,%,Efficacy,CHEMBL4544537,O=S(=O)(c1ccc(F)cc1)N1CCOc2cccc(Nc3ccccc3F)c2C1,28.0,58.0,,
2415299,73.0,%,Efficacy,CHEMBL4544871,CC(=O)N1CCN(c2ccc(CN3[C@@H](C)CC[C@H](c4cccnc4)S3(=O)=O)c(F)c2)CC1,73.0,,,
2417664,94.0,%,Efficacy,CHEMBL4547236,COc1ccccc1[C@H]1CC[C@H](C)N(Cc2ccc(N3CCN(C(C)=O)CC3)cc2F)S1(=O)=O,94.0,,,
2419488,-90.5,%,Efficacy,CHEMBL4549060,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,-92.0,-89.0,,
2421754,99.0,%,Efficacy,CHEMBL4551326,CC(=O)N1CCN(c2ccc(CN3CCOC[C@H](c4ccccc4)S3(=O)=O)c(F)c2)CC1,99.0,,,
2421935,-92.5,%,Efficacy,CHEMBL4551507,CCS(=O)(=O)c1ccc(C(N)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,-94.0,-91.0,,
2430474,99.0,%,Efficacy,CHEMBL4560046,CC(=O)N1CCN(c2ccc(CN3CCCC[C@H](c4ccccc4)S3(=O)=O)c(F)c2)CC1,99.0,,,
2431106,96.0,%,Efficacy,CHEMBL4560678,COc1ccc([C@H]2CC[C@H](C)N(Cc3ccc(N4CCN(C(C)=O)CC4)cc3F)S2(=O)=O)cc1,96.0,,,
2431954,76.0,%,Efficacy,CHEMBL4561526,CC(=O)N1CCN(c2ccc(CN3[C@@H](C)CC[C@H](c4ncccn4)S3(=O)=O)c(F)c2)CC1,76.0,,,
2432039,-57.5,%,Efficacy,CHEMBL4561611,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C#N)cc2)cc1,-63.0,-52.0,,
2433035,76.0,%,Efficacy,CHEMBL4562607,CC(=O)N1CCN(c2ccc(CN3[C@@H](C)CC[C@H](c4ccccc4C#N)S3(=O)=O)c(F)c2)CC1,76.0,,,
2433323,-95.0,%,Efficacy,CHEMBL4562895,CCS(=O)(=O)c1ccc([C@@H](NC(C)=O)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,-95.0,,,
2439930,-94.0,%,Efficacy,CHEMBL4569499,CCS(=O)(=O)c1ccc(C(NC(=O)CC(C)(C)O)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,-97.0,-91.0,,
2443261,100.0,%,Efficacy,CHEMBL4572830,CC(=O)N1CCN(c2ccc(CN3C[C@@H](C)OC[C@H](c4ccccc4)S3(=O)=O)c(F)c2)CC1,100.0,,,
2443923,100.0,%,Efficacy,CHEMBL4573492,CC(=O)N1CCN(c2ccc(CN3[C@@H](C)COC[C@H](c4ccccc4)S3(=O)=O)c(F)c2)CC1,100.0,,,
2444089,98.0,%,Efficacy,CHEMBL4573658,CC(=O)N1CCN(c2ccc(CN3[C@H](C)COC[C@H](c4ccccc4)S3(=O)=O)c(F)c2)CC1,98.0,,,
2445395,89.0,%,Efficacy,CHEMBL4574964,CC(=O)N1CCN(c2ccc(CN3[C@@H](C)CC[C@H](c4ccncc4)S3(=O)=O)c(F)c2)CC1,89.0,,,
2445919,62.0,%,Efficacy,CHEMBL4575488,CC(=O)N1CCN(c2ccc(CN3[C@@H](C)CC[C@H](c4ccc(C#N)cc4)S3(=O)=O)c(F)c2)CC1,62.0,,,
2452726,97.0,%,Efficacy,CHEMBL4582295,COc1cccc([C@H]2CC[C@H](C)N(Cc3ccc(N4CCN(C(C)=O)CC4)cc3F)S2(=O)=O)c1,97.0,,,
2453561,-94.0,%,Efficacy,CHEMBL4583130,CCS(=O)(=O)c1ccc(C(NS(C)(=O)=O)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,-97.0,-91.0,,
2457262,99.0,%,Efficacy,CHEMBL4586831,CC(=O)N1CCN(c2ccc(CN3[C@@H](C)CC[C@H](c4cccc(Cl)c4)S3(=O)=O)c(F)c2)CC1,99.0,,,
2457317,99.0,%,Efficacy,CHEMBL4586886,CC(=O)N1CCN(c2ccc(CN3[C@@H](C)CC[C@H](c4ccc(Cl)cc4)S3(=O)=O)c(F)c2)CC1,99.0,,,
