molregno,standard_value_get_mean,standard_units_get_levels,standard_type_get_levels,chembl_id_compound_get_levels,canonical_smiles_get_levels,act_0,act_1,act_2,act_3,act_4
2223853,105.0,%,Inhibition,CHEMBL4083942,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(C#N)c(-c3ccccc3)c(C#N)c2c1,105.0,,,,
2228275,92.0,%,Inhibition,CHEMBL4088364,COc1nc2ccc(C(O)(c3ccncc3)c3cncn3C)cc2c(Cl)c1-c1ccccc1,92.0,,,,
2230184,73.0,%,Inhibition,CHEMBL4090273,CN(CCO)c1nc2ccc(C(O)(c3ccncc3)c3cncn3C)cc2c(Cl)c1-c1ccccc1,73.0,,,,
2231617,97.0,%,Inhibition,CHEMBL4091706,COc1nc2ccc(C(O)(c3ccc(Cl)cc3)c3cncn3C)cc2c(OC)c1-c1ccccc1,97.0,,,,
2234108,105.0,%,Inhibition,CHEMBL4094197,Cn1cncc1C(O)(c1ccncc1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,105.0,105.0,,,
2236962,96.0,%,Inhibition,CHEMBL4097051,COc1nc2ccc(C(O)(c3ccc(C(F)(F)F)nc3)c3cncn3C)cc2c(Cl)c1-c1cnc(C#N)nc1,96.0,,,,
2237897,103.0,%,Inhibition,CHEMBL4097986,Cn1cncc1C(O)(c1ccc(C(F)(F)F)nc1)c1ccc2nc(N3CCC3)c(-c3ccccc3)c(Cl)c2c1,103.0,,,,
2238236,57.0,%,Inhibition,CHEMBL4098325,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(Cl)c(-c3ccccc3)cc2c1,57.0,,,,
2238494,70.0,%,Inhibition,CHEMBL4098583,COc1nc2ccc(C(O)(c3ccc(Cl)cc3)c3cncn3C)cc2c(Cl)c1Cc1ccc(F)cc1,62.0,78.0,,,
2239358,78.0,%,Inhibition,CHEMBL4099447,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2ncc(-c3ccccc3)c(Cl)c2c1,78.0,,,,
2240350,101.0,%,Inhibition,CHEMBL4100439,CN(C)c1c(-c2ccccc2)c(Cl)nc2ccc(C(O)(c3ccncc3)c3cncn3C)cc12,101.0,,,,
2240958,60.0,%,Inhibition,CHEMBL4101047,COc1nc2ccc(C(O)(c3ccc(C(F)(F)F)nc3)c3cncn3C)cc2c(Cl)c1Cc1ccc(F)cc1,42.0,78.0,,,
2241843,110.0,%,Inhibition,CHEMBL4101932,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(C(F)(F)F)c(-c3ccccc3)c(Cl)c2c1,110.0,,,,
2273388,-47.0,%,Inhibition,CHEMBL4170357,CCOc1ncccc1-c1csc(NC(=O)Cc2ccc(S(=O)(=O)CC)cc2)c1,-47.0,,,,
2273531,-19.0,%,Inhibition,CHEMBL4170500,CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3Oc3ccc(OC(F)(F)F)cc3)cs2)cc1,-19.0,,,,
2277294,-18.0,%,Inhibition,CHEMBL4174263,CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3Oc3ccc(C#N)cc3)cs2)cc1,-18.0,,,,
2278320,-13.0,%,Inhibition,CHEMBL4175289,CCCOc1ncccc1-c1csc(NC(=O)Cc2ccc(S(=O)(=O)CC)cc2)c1,-13.0,,,,
2282326,100.0,%,Inhibition,CHEMBL4204175,COc1nc2ccc(C(O)(c3cnnn3C)c3cnc(C)n3C)cc2c(Cl)c1Cc1ccc(-n2cccn2)cc1,100.0,100.0,,,
2283216,101.0,%,Inhibition,CHEMBL4205065,Cn1cncc1C(O)(c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1)c1ccnc2ccccc12,101.0,,,,
2283780,100.0,%,Inhibition,CHEMBL4205629,OC(c1ccccc1)(c1cccnc1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,100.0,,,,
2284659,90.0,%,Inhibition,CHEMBL4206508,CNC(c1ccc(Cl)cc1)(c1ccc2nc(OC)c(Cc3ccc(-n4cccn4)cc3)c(Cl)c2c1)c1cncn1C,90.0,,,,
2285273,106.0,%,Inhibition,CHEMBL4207122,Cc1ncc(C(O)(c2ccc(Cl)cc2)c2ccc3nc(Cl)c(-c4ccccc4)c(Cl)c3c2)n1C,106.0,,,,
2286404,84.0,%,Inhibition,CHEMBL4208253,OC(c1ccccc1)(c1ccncc1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,84.0,,,,
2288095,104.0,%,Inhibition,CHEMBL4209944,Cc1nc(C)c(C(O)(c2ccc3nc(Cl)c(-c4ccccc4)c(Cl)c3c2)c2cncn2C)s1,104.0,,,,
2288134,97.5,%,Inhibition,CHEMBL4209983,COc1nc2ccc(C(O)c3cnnn3C)cc2c(Cl)c1Cc1ccc(-n2cccn2)cc1,97.0,98.0,,,
2288149,103.0,%,Inhibition,CHEMBL4209998,Cn1cncc1C(O)(c1ccnc(F)c1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,103.0,,,,
2288650,37.0,%,Inhibition,CHEMBL4210499,Cn1ccnc1C(O)(c1ccnc(F)c1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,37.0,,,,
2289217,93.0,%,Inhibition,CHEMBL4211066,Cn1cncc1C(O)(c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1)c1ccccn1,93.0,,,,
2290150,101.0,%,Inhibition,CHEMBL4211999,CCn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,101.0,,,,
2291609,100.0,%,Inhibition,CHEMBL4213458,Cn1cncc1C(O)(c1ccc(C(F)(F)F)nc1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,100.0,,,,
