coms_canonical_smiles,act_median_expert_0,class_activity_median_expert_1000_0
CC(C)(C)OC(=O)N1C[C@@H]2C[C@H]1[C@H]1C(=O)N(c3ccc(C#N)cc3)C(=O)N21,5000.0,0
CC(C)(C)OC(=O)N1C[C@@H]2C[C@H]1[C@H]1C(=O)N(c3ccc([N+](=O)[O-])c4ccccc34)C(=O)N21,5860.0,0
CC(C)(C)OC(=O)N1C[C@@H]2C[C@H]1[C@@H]1C(=O)N(c3ccc(C#N)cc3)C(=O)N21,4970.0,0
CC(C)(C)OC(=O)N1C[C@H]2C[C@@H]1[C@H]1C(=O)N(c3ccc([N+](=O)[O-])cc3)C(=O)N21,2390.0,0
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(Cc4ccc(C)cc4)C3=CC[C@@]21C,6500.0,0
Cc1c(NS(C)(=O)=O)cccc1N(Cc1ccc(Oc2ccc(Cl)c(OCC(=O)O)c2)cc1)Cc1ccc(F)cc1F,3600.0,0
Cc1c(NS(C)(=O)=O)cccc1N(Cc1ccccc1)Cc1ccc(Oc2ccc(OCC(=O)O)cc2)cc1,11700.0,0
O=C1CC(c2ccccc2)Oc2ccc(O)cc21,3300.0,0
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,48.0,1
CCC(CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1ccc(OCC(=O)C(C)(C)C)c(C)c1,10000.0,0
CCC(CC)(c1ccc(OCC(O)CO)c(C)c1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,10000.0,0
Cc1ncccc1NC(=O)N1C[C@H](C)N(c2ccc(C#N)c(C(F)(F)F)c2)C[C@H]1C,680.0,1
COc1ncccc1NC(=O)N1C[C@H](C)N(c2ccc(C#N)c(C(F)(F)F)c2)C[C@H]1C,190.0,1
COc1ccncc1NC(=O)N1C[C@H](C)N(c2ccc(C#N)c(C(F)(F)F)c2)C[C@H]1C,1200.0,0
COc1cncc(NC(=O)N2C[C@H](C)N(c3ccc(C#N)c(C(F)(F)F)c3)C[C@H]2C)c1,440.0,1
C[C@@H]1CN(c2ccc(C#N)c(C(F)(F)F)c2)[C@@H](C)CN1C(=O)Nc1cncnc1,1000.0,0
COc1ccc(NC(=O)N2C[C@H](C)N(c3ccc(C#N)c(C(F)(F)F)c3)C[C@H]2C)cn1,170.0,1
CSc1ccc(NC(=O)N2C[C@H](C)N(c3ccc(C#N)c(C(F)(F)F)c3)C[C@H]2C)cn1,220.0,1
C[C@@H]1CN(c2ccc(C#N)c(C(F)(F)F)c2)[C@@H](C)CN1C(=O)Nc1ccc(C#N)nc1,200.0,1
C[C@@H]1CN(c2ccc(C#N)c(C(F)(F)F)c2)[C@@H](C)CN1C(=O)Nc1ccc(O)nc1,10000.0,0
CC1CN(c2ccc(C#N)c(C(F)(F)F)c2)C(C)CN1C(=O)Nc1ccc(C(F)(F)F)nc1,210.0,1
C[C@@H]1CN(c2ccc(C#N)c(C(F)(F)F)c2)[C@@H](C)CN1C(=O)Nc1ccc(N)nc1,370.0,1
C[C@@H]1CN(c2ccc(C#N)c(C(F)(F)F)c2)[C@@H](C)CN1C(=O)Nc1ccc(Cl)nc1,730.0,1
COC(=O)c1ccc(NC(=O)N2C[C@H](C)N(c3ccc(C#N)c(C(F)(F)F)c3)C[C@H]2C)cn1,470.0,1
CC(=O)c1ccc(NC(=O)N2C[C@H](C)N(c3ccc(C#N)c(C(F)(F)F)c3)C[C@H]2C)cn1,500.0,1
C[C@@H]1CN(c2ccc(C#N)c(C(F)(F)F)c2)[C@@H](C)CN1C(=O)Nc1cccnc1,120.0,1
C[C@@H]1CN(c2ccc(C#N)c(C(F)(F)F)c2)[C@@H](C)CN1C(=O)Nc1ccncc1,140.0,1
C[C@@H]1CN(c2ccc(C#N)c(C(F)(F)F)c2)[C@@H](C)CN1C(=O)Nc1ccc(F)cc1F,200.0,1
C[C@@H]1CN(c2ccc(C#N)c(C(F)(F)F)c2)[C@@H](C)CN1C(=O)Nc1ccc[n+]([O-])c1,10000.0,0
C[C@@H]1CN(c2ccc(C#N)c(C(F)(F)F)c2)[C@@H](C)CN1C(=O)Nc1ccccn1,7800.0,0
C[C@@H]1CN(c2ccc(C#N)c(C(F)(F)F)c2)[C@@H](C)CN1C(=O)Nc1ncccn1,10000.0,0
C[C@@H]1CN(c2ccc(C#N)c(C(F)(F)F)c2)[C@@H](C)CN1C(=O)Nc1ccncn1,4600.0,0
C[C@@H]1CN(c2ccc(C#N)c(C(F)(F)F)c2)[C@@H](C)CN1C(=O)Nc1ccc(C(F)(F)F)nc1,110.0,1
C[C@@H]1CN(C(=O)Nc2ccc(C(F)(F)F)nc2)[C@@H](C)CN1c1ccc(C#N)c(C(F)(F)F)c1,1300.0,0
Cc1ccncc1NC(=O)N1C[C@H](C)N(c2ccc(C#N)c(C(F)(F)F)c2)C[C@H]1C,330.0,1
Cc1cncc(NC(=O)N2C[C@H](C)N(c3ccc(C#N)c(C(F)(F)F)c3)C[C@H]2C)c1,250.0,1
Cc1ccc(NC(=O)N2C[C@H](C)N(c3ccc(C#N)c(C(F)(F)F)c3)C[C@H]2C)cn1,130.0,1
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C/Cl)C1CC[C@@H]2O,1436.0,0
C=C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,33.0,1
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C/F)C1CC[C@@H]2O,85.0,1
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C\Cl)C1CC[C@@H]2O,172.0,1
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C\F)C1CC[C@@H]2O,11.0,1
C/C=C/[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,843.0,1
CC/C=C\[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,3767.0,0
C#C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,1761.0,0
CC#C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,3733.0,0
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43CC=O)C1CC[C@@H]2O,5000.0,0
C=CC[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,1768.0,0
CC[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,33.0,1
CCC[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,1769.0,0
CO/C=C\[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,1402.0,0
CO/C=C/[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,4617.0,0
C/C=C\[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,718.0,1
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43CO)C1CC[C@@H]2O,5000.0,0
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43C=O)C1CC[C@@H]2O,5000.0,0
C=C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@]2(C)O,169.0,1
C#C[C@]1(O)CCC2C3CC=C4C[C@@H](O)CC[C@]4(C=C)C3CC[C@@]21C,287.0,1
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C\Br)C1CC[C@@H]2O,20.0,1
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C/Br)C1CC[C@@H]2O,120.0,1
C=C[C@]12CCC(=O)C=C1CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,7.9,1
C#CC[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,1717.0,0
Oc1nnc(Cc2ccccc2Cl)c2ccccc12,860.0,1
CN(C)c1ccc2nc(O)cc(C(F)(F)F)c2c1,34.0,1
CCN(CC)c1ccc2nc(O)cc(C(F)(F)F)c2c1,5500.0,0
O=c1cc(C(F)(F)F)c2cc(N(CC(F)(F)F)CC(F)(F)F)ccc2[nH]1,10000.0,0
CCCCN(CCCC)c1ccc2nc(O)cc(C(F)(F)F)c2c1,29.5,1
CCN(c1ccc2nc(O)cc(C(F)(F)F)c2c1)C(C)C,10000.0,0
Oc1cc(C(F)(F)F)c2cc(N(CC3CC3)CC3CC3)ccc2n1,10000.0,0
Nc1ccc2nc(O)cc(C(F)(F)F)c2c1,26.0,1
CCCNc1ccc2nc(O)cc(C(F)(F)F)c2c1,27.5,1
CCN(CC(F)(F)F)c1ccc2nc(O)cc(C(F)(F)F)c2c1,10000.0,0
CC(C)Nc1ccc2nc(O)cc(C(F)(F)F)c2c1,16.5,1
Oc1cc(C(F)(F)F)c2cc(N(CC3CC3)CC(F)(F)F)ccc2n1,10000.0,0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,2.7,1
BrCC(Br)C1CCC(Br)C(Br)C1,42.7,1
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,65.0,1
CC(C)N(C)C(=O)CCCCCCCC1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,430.0,1
CCN(C)C(=O)CCCCCCCC1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,660.0,1
CN(C)C(=O)CCCCCCCC1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,260.0,1
CCN(CC)C(=O)CCCCCCCC1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,300.0,1
C[C@]12CCC(=O)C[C@@H]1CC(CCCCCCCC(=O)N1CCOCC1)[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,1300.0,0
C[C@]12CCC(=O)C[C@@H]1CC(CCCCCCCC(=O)N1CCCC1)[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,350.0,1
C[C@]12CCC(=O)C[C@@H]1CC(CCCCCCCC(=O)N1CCCCC1)[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,490.0,1
C[C@]12CCC(=O)C[C@@H]1CC(CCCCCCCC(N)=O)[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,450.0,1
CNC(=O)CCCCCCCC1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,710.0,1
CCNC(=O)CCCCCCCC1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,1500.0,0
CCCNC(=O)CCCCCCCC1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,1800.0,0
CCCCNC(=O)CCCCCCCC1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,6300.0,0
C[C@]12CC[C@H]3[C@@H]([C@H](CCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)CC4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,10000.0,0
C[C@]12CC[C@H]3[C@@H]([C@H](CCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)CC4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,10000.0,0
C[C@]12CC[C@H]3[C@@H]([C@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)CC4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,2900.0,0
C[C@]12CC[C@H]3[C@@H]([C@H](CCCCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)CC4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,10000.0,0
CCCCCCNC(=O)CCCCCCCC1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,6600.0,0
C[C@]12CC[C@H]3[C@@H]([C@H](CCCCCCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)CC4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,10000.0,0
CCCCN(C)C(=O)CCCCCCC[C@@H]1CC2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,340.0,1
CN(C)C(=O)CCCCCCC1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,200.0,1
CCCCN(C)C(=O)CCCCCCCC[C@@H]1CC2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,3400.0,0
CCN(CC)C(=O)CCCCCCC1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,530.0,1
CCCCN(C)C(=O)CCCCCCCCC[C@@H]1CC2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,1800.0,0
CCCCN(C)C(=O)CCCCCCCCCC[C@@H]1CC2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,1900.0,0
CCCCN(C)C(=O)CCCCCCCCCCC[C@@H]1CC2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,9900.0,0
CN(Cc1ccccc1)C(=O)CCCCCCCC1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,1600.0,0
CCCCCCN(CCCCCC)C(=O)CCCCCCCC1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,10000.0,0
CCCCN(C)C(=O)CCCCCCCC1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,340.0,1
CCCN(C)C(=O)CCCCCCCC1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,1100.0,0
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,10000.0,0
CCC1CCNc2cc3[nH]c(=O)cc(C(F)(F)F)c3cc21,7481.0,0
O=c1cc(C(F)(F)F)c2cc3c(cc2[nH]1)OCCN3,296.0,1
CN1CCOc2cc3[nH]c(=O)cc(C(F)(F)F)c3cc21,10000.0,0
CCN1CCOc2cc3[nH]c(=O)cc(C(F)(F)F)c3cc21,10000.0,0
CCCN1CCOc2cc3[nH]c(=O)cc(C(F)(F)F)c3cc21,10000.0,0
CC(C)(C)N1CCOc2cc3[nH]c(=O)cc(C(F)(F)F)c3cc21,10000.0,0
O=c1cc(C(F)(F)F)c2cc3c(cc2[nH]1)OCCN3CC(F)(F)F,10000.0,0
O=c1cc(C(F)(F)F)c2cc3c(cc2[nH]1)OCCN3CC1CC1,10000.0,0
O=c1cc(C(F)(F)F)c2cc3c(cc2[nH]1)OCCN3Cc1ccccc1,224.0,1
CC1CN(CC(F)(F)F)c2cc3c(C(F)(F)F)cc(=O)[nH]c3cc2O1,10000.0,0
CCC1CN(C)c2cc3c(C(F)(F)F)cc(=O)[nH]c3cc2O1,67.0,1
CCC1CN(CC)c2cc3c(C(F)(F)F)cc(=O)[nH]c3cc2O1,10000.0,0
CCC1CN(CC(F)(F)F)c2cc3c(C(F)(F)F)cc(=O)[nH]c3cc2O1,10000.0,0
C[C@@H]1COc2cc3[nH]c(=O)cc(C(F)(F)F)c3cc2N1CC(F)(F)F,5035.0,0
O=c1cc(C(F)(F)F)c2cc(N3CCCC3)ccc2[nH]1,25.0,1
CC1CCCN1c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,10000.0,0
C[C@@H]1CC[C@H](C)N1c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,10000.0,0
C[C@@H]1CC[C@@H](C)N1c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,10000.0,0
C[C@@H]1CC[C@H](CO)N1c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,10000.0,0
C[C@@H]1CC[C@H](CCl)N1c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,10000.0,0
CCCN(CCC)c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,10000.0,0
O=c1cc(C(F)(F)F)c2cc(N(CC(F)F)CC(F)F)ccc2[nH]1,10000.0,0
O=c1cc(C(F)(F)F)c2cc(N(CC(F)F)CC(F)(F)Cl)ccc2[nH]1,10000.0,0
CN(CC(F)(F)F)c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,10000.0,0
CCCN(CC(F)(F)F)c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,10000.0,0
CCCCN(CC(F)(F)F)c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,10000.0,0
CC(C)N(CC(F)(F)F)c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,10000.0,0
CC(C)(C)CN(CC(F)(F)F)c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,10000.0,0
CC(C)(C)CCN(CC(F)(F)F)c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,10000.0,0
CCC(C)N(CC(F)(F)F)c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,10000.0,0
O=c1cc(C(F)(F)F)c2cc(N(CC(F)F)CC(F)(F)F)ccc2[nH]1,10000.0,0
O=c1cc(C(F)(F)F)c2cc(N(CCCl)CC(F)(F)F)ccc2[nH]1,10000.0,0
O=c1cc(C(F)(F)F)c2cc(N(CC(Cl)Cl)CC(F)(F)F)ccc2[nH]1,10000.0,0
O=c1cc(C(F)(F)F)c2cc(N(CCC(F)(F)F)CC(F)(F)F)ccc2[nH]1,10000.0,0
O=c1cc(C(F)(F)F)c2cc(N(CC(F)(F)F)CC(F)(F)C(F)(F)F)ccc2[nH]1,10000.0,0
O=c1cc(C(F)(F)F)c2cc(N(CCO)CC(F)(F)F)ccc2[nH]1,10000.0,0
O=c1ccc2cc(N(CC(F)(F)F)CC(F)(F)F)ccc2[nH]1,1.0,1
Cc1cc(=O)[nH]c2ccc(N(CC(F)(F)F)CC(F)(F)F)cc12,10000.0,0
CCc1cc(=O)[nH]c2ccc(N(CC(F)(F)F)CC(F)(F)F)cc12,10000.0,0
CCCc1cc(=O)[nH]c2ccc(N(CC(F)(F)F)CC(F)(F)F)cc12,5018.0,0
CC(C)c1cc(=O)[nH]c2ccc(N(CC(F)(F)F)CC(F)(F)F)cc12,2.0,1
O=c1cc(C(F)F)c2cc(N(CC(F)(F)F)CC(F)(F)F)ccc2[nH]1,10000.0,0
O=c1cc(Cl)c2cc(N(CC(F)(F)F)CC(F)(F)F)ccc2[nH]1,10000.0,0
O=c1cc(Br)c2cc(N(CC(F)(F)F)CC(F)(F)F)ccc2[nH]1,10000.0,0
COc1cc(=O)[nH]c2ccc(N(CC(F)(F)F)CC(F)(F)F)cc12,15.0,1
O=c1cc(O)c2cc(N(CC(F)(F)F)CC(F)(F)F)ccc2[nH]1,7.0,1
C[C@@H](N(CC(F)(F)F)c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1)C(F)(F)F,10000.0,0
C[C@H](N(CC(F)(F)F)c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1)C(F)(F)F,20.0,1
C[C@H](CCl)N(CC(F)(F)F)c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,10000.0,0
C[C@@H](CCl)N(CC(F)(F)F)c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,10000.0,0
Cc1cc(=O)[nH]c2ccc(N(CC(C)C)CC(F)(F)F)cc12,10000.0,0
C[C@]12CCC(=O)C[C@@H]1C[C@@H](CCCCCCCCC(CCCC(F)(F)C(F)(F)F)C(=O)O)[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,10000.0,0
C[C@]12CCC(=O)C[C@@H]1C[C@@H](CCCCCCCCCC(=O)O)[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,920.0,1
C[C@]12CCC(=O)C[C@@H]1C[C@@H](CCCCCCCC(=O)O)[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,730.0,1
CN(C)C(=O)CCCCCCC[C@@H]1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,260.0,1
C[C@]12CCC(=O)C=C1C[C@@H](CCCCCCCCCC(=O)O)[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,2000.0,0
C[C@]12CCC(=O)C=C1C[C@@H](CCCc1ccc(OCCC(=O)O)cc1)[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,300.0,1
C[C@]12CCC(=O)C=C1C[C@@H](CCCc1ccc(OCCCC(=O)O)cc1)[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,660.0,1
C[C@]12CCC(=O)C=C1C[C@@H](CCCc1ccc(OCCCCC(=O)O)cc1)[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,660.0,1
C[C@]12CCC(=O)C=C1C[C@@H](CCCc1cccc(OCCCC(=O)O)c1)[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,5800.0,0
C[C@]12CCC(=O)C=C1C[C@@H](CCCCc1ccc(OCCCC(=O)O)cc1)[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,850.0,1
C[C@]12CCC(=O)C=C1C[C@@H](CCCCc1ccc(OCCCCC(=O)O)cc1)[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,250.0,1
C[C@]12CCC(=O)C=C1C[C@@H](CCCCc1ccc(OCCCCCC(=O)O)cc1)[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,420.0,1
C[C@]12CCC(=O)C=C1C[C@@H](CCCCc1cccc(OCCCC(=O)O)c1)[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,920.0,1
C[C@]12CCC(=O)C=C1C[C@@H](CCCCc1cccc(OCCCCC(=O)O)c1)[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,350.0,1
C[C@]12CCC(=O)C=C1C[C@@H](CCCCc1cccc(OCCCCCC(=O)O)c1)[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,530.0,1
COc1ccccc1-c1ccc(C#N)c(C(F)(F)F)c1,37.0,1
COc1cccc(-c2ccc(C#N)c(C(F)(F)F)c2)c1,955.0,1
COc1ccc(-c2ccc(C#N)c(C(F)(F)F)c2)cc1,56.7,1
N#Cc1ccc(-c2ccccc2O)cc1C(F)(F)F,0.02,1
N#Cc1ccc(-c2ccc(O)cc2)cc1C(F)(F)F,61.2,1
Cc1ccccc1-c1ccc(C#N)c(C(F)(F)F)c1,1000.0,0
Cc1ccc(-c2ccc(C#N)c(C(F)(F)F)c2)cc1,843.0,1
N#Cc1ccc(-c2ccccc2C(F)(F)F)cc1C(F)(F)F,10.9,1
COc1cccc(OC)c1-c1ccc(C#N)c(C(F)(F)F)c1,399.0,1
Cn1c(C#N)ccc1-c1ccc2[nH]c(=S)n(C3CCCC3)c2c1,1000.0,0
O=C(CSc1nc(O)c2ccccc2n1)c1ccc(O)c(O)c1,50000.0,0
CCCN(CCC)c1cc(C(F)(F)F)c(C#N)cn1,1000.0,0
CCCN(CC1CC1)c1cc(C(F)(F)F)c(C#N)cn1,1000.0,0
CCC(C)N(C)c1cc(C(F)(F)F)c(C#N)cn1,1000.0,0
CCCCN(C)c1cc(C(F)(F)F)c(C#N)cn1,1000.0,0
N#Cc1cnc(N2CCCCC2)cc1C(F)(F)F,422.0,1
CC1CCN(c2cc(C(F)(F)F)c(C#N)cn2)CC1,136.0,1
N#Cc1cnc(N2CCC3CCCCC3C2)cc1C(F)(F)F,260.0,1
CC(c1ccccc1)N(C)c1cc(C(F)(F)F)c(C#N)cn1,229.0,1
C[C@H](c1ccccc1)N(C)c1cc(C(F)(F)F)c(C#N)cn1,20.0,1
C[C@@H]1COc2c(ccc3[nH]c(=O)cc(C(F)(F)F)c23)N1CC(F)(F)F,10000.0,0
O=c1cc(C(F)(F)F)c2c3c(ccc2[nH]1)NCCO3,1500.0,0
C[C@@H]1COc2c(ccc3[nH]c(=O)cc(C(F)(F)F)c23)N1,72.0,1
CC[C@@H]1COc2c(ccc3[nH]c(=O)cc(C(F)(F)F)c23)N1,84.0,1
O=c1cc(C(F)(F)F)c2c3c(ccc2[nH]1)N[C@H](c1ccccc1)CO3,1480.0,0
CCC[C@@H]1COc2c(ccc3[nH]c(=O)cc(C(F)(F)F)c23)N1,113.0,1
CC[C@@H]1COc2c(ccc3[nH]c(=O)cc(C(F)(F)F)c23)N1CC,10000.0,0
CC[C@@H]1COc2c(ccc3[nH]c(=O)cc(C(F)(F)F)c23)N1CC(F)(F)F,10000.0,0
C=CCN1c2ccc3[nH]c(=O)cc(C(F)(F)F)c3c2OC[C@H]1CC,10000.0,0
CCCN1c2ccc3[nH]c(=O)cc(C(F)(F)F)c3c2OC[C@H]1CC,10000.0,0
CC[C@@H]1COc2c(ccc3[nH]c(=O)cc(C(F)(F)F)c23)N1CC(C)C,10000.0,0
CC[C@@H]1COc2c(ccc3[nH]c(=O)cc(C(F)(F)F)c23)N1CC(C)(C)O,10000.0,0
CCN1c2ccc3[nH]c(=O)cc(C(F)(F)F)c3c2OC[C@H]1C(C)C,10000.0,0
CC(C)[C@@H]1COc2c(ccc3[nH]c(=O)cc(C(F)(F)F)c23)N1CC(F)(F)F,10000.0,0
C=CCN1c2ccc3[nH]c(=O)cc(C(F)(F)F)c3c2OC[C@H]1C(C)C,10000.0,0
O=c1cc(C(F)(F)F)c2c3c(ccc2[nH]1)N(CC(F)(F)F)[C@H](Cc1ccccc1)CO3,10000.0,0
O=c1cc(C(F)(F)F)c2c3c(ccc2[nH]1)N(CC(F)(F)F)[C@H](c1ccccc1)CO3,65.0,1
O=c1cc(C(F)(F)F)c2c3c(ccc2[nH]1)N(CC1CC1)[C@H](c1ccccc1)CO3,45.0,1
O=c1cc(C(F)(F)F)c2c3c(ccc2[nH]1)N(CC1CC1)[C@@H](c1ccccc1)CO3,10000.0,0
O=c1cc(C(F)(F)F)c2c3c(ccc2[nH]1)N(CC1CC1)C(c1ccccc1)CO3,10000.0,0
N#Cc1ccc(OC2CCCCC2C#N)cc1C(F)(F)F,58.0,1
N#Cc1ccc(O[C@@H]2CCCC[C@H]2C#N)cc1C(F)(F)F,12.0,1
N#Cc1ccc(O[C@H]2CCCC[C@@H]2C#N)cc1C(F)(F)F,196.0,1
