coms_canonical_smiles,act_median_expert_0,class_activity_median_expert_1000_0
C/C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,220.0,1
COc1cccc2c1-c1ccc3[nH]c(=O)cc(C(F)(F)F)c3c1OC2,78.0,1
O=c1cc(C(F)(F)F)c2c3c(ccc2[nH]1)-c1ccccc1CO3,40.0,1
O=c1cc(C(F)(F)F)c2c(ccc3c2oc(=O)c2cccc(O)c23)[nH]1,22.0,1
COc1cccc2c(=O)oc3c(ccc4[nH]c(=O)cc(C(F)(F)F)c43)c12,89.0,1
O=c1cc(C(F)(F)F)c2c3c(ccc2[nH]1)-c1c(O)cccc1OC3,1.1,1
COc1cccc2c1-c1ccc3[nH]c(=O)cc(C(F)(F)F)c3c1CO2,14.0,1
C=CCC1Oc2cccc(OC)c2-c2ccc3[nH]c(=O)cc(C)c3c21,144.0,1
COc1cccc2c1-c1ccc3[nH]c(=O)cc(C)c3c1C(C)O2,62.0,1
COc1cccc2c1-c1ccc3[nH]c(=O)cc(C)c3c1C(OC)O2,19.0,1
COc1c(O)ccc2c1-c1ccc3[nH]c(=O)cc(C)c3c1CO2,1.2,1
COc1cccc2c1-c1ccc3[nH]c(=O)cc(C)c3c1C(O)O2,50.0,1
COc1cccc2c1-c1ccc3[nH]c(=O)cc(C)c3c1CO2,12.0,1
Cc1cc(=O)[nH]c2ccc3c(c12)COc1cccc(CO)c1-3,0.3,1
COc1c(OC(C)C)ccc2oc(=O)c3c(ccc4[nH]c(=O)cc(C)c43)c12,2.8,1
COc1c(C(=O)OC(F)(F)F)ccc2oc(=O)c3c(ccc4[nH]c(=O)cc(C)c43)c12,0.2,1
CCOc1ccc2oc(=O)c3c(ccc4[nH]c(=O)cc(C)c43)c2c1OC,10.0,1
COc1c(O)ccc2oc(=O)c3c(ccc4[nH]c(=O)cc(C)c43)c12,0.2,1
Cc1cc(=O)[nH]c2ccc3c4c(C(=O)OC(C)(C)C)cccc4oc(=O)c3c12,1.9,1
COc1ccc2oc(=O)c3c(ccc4[nH]c(=O)cc(C)c43)c2c1,0.8,1
COc1cccc2oc(=O)c3c(ccc4[nH]c(=O)cc(C)c43)c12,21.0,1
Cc1cc(=O)[nH]c2ccc3c4cc(F)ccc4oc(=O)c3c12,27.0,1
O=c1cc(C(F)(F)F)c2cc3c(cc2[nH]1)OC[C@@H](CF)N3CC(F)(F)F,199.0,1
CSCC1COc2cc3[nH]c(=O)cc(C(F)(F)F)c3cc2N1CC(F)(F)F,25.0,1
COC[C@H]1COc2cc3[nH]c(=O)cc(C(F)(F)F)c3cc2N1CC(F)(F)F,17.0,1
O=c1cc(C(F)(F)F)c2cc3c(cc2[nH]1)OC[C@H](CO)N3CC(F)(F)F,165.0,1
O=c1cc(C(F)(F)F)c2cc3c(cc2[nH]1)OC[C@@H](CO)N3CC(F)(F)F,60.0,1
O=c1cc(C(F)(F)F)c2cc3c(cc2[nH]1)OC[C@@H](C(F)(F)F)N3CC(F)(F)F,34.0,1
Cc1ccc([C@H]2COc3cc4[nH]c(=O)cc(C(F)(F)F)c4cc3N2CC(F)(F)F)cc1,44.0,1
Cc1cccc([C@H]2COc3cc4[nH]c(=O)cc(C(F)(F)F)c4cc3N2CC(F)(F)F)c1,574.0,1
O=c1cc(C(F)(F)F)c2cc3c(cc2[nH]1)OC[C@H](c1ccccc1)N3CC(F)(F)F,340.0,1
O=c1cc(C(F)(F)F)c2cc3c(cc2[nH]1)OC[C@@H](Cc1ccccc1)N3CC(F)(F)F,51.0,1
O=C(CN1c2ccccc2Sc2ccc(C(F)(F)F)cc21)c1cccc2ccccc12,250.595,1
COC[C@]1(OC)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(/C=N/O)cc3)C[C@@]21C,7.55,1
CC12CCC(C)(O1)[C@H]1C(=O)N(c3ccc(C#N)n4nccc34)C(=O)[C@H]12,88.0,1
CC12CCC(C)(O1)[C@H]1C(=O)N(c3c(N)ccc4nccn34)C(=O)[C@H]12,70.0,1
CC12CCC(C)(O1)[C@H]1C(=O)N(c3ccc(C#N)c4nsnc34)C(=O)[C@H]12,16.0,1
COc1cc(N2C(=O)[C@@H]3[C@H](C2=O)C2(C)CCC3(C)O2)ccc1-c1cnco1,20.0,1
CC12CCC(C)(O1)[C@H]1C(=O)N(c3c(N)ccc4ncsc34)C(=O)[C@H]12,120.0,1
CC12CCC(C)(O1)[C@H]1C(=O)N(c3cnc(C#N)c(Cl)c3)C(=O)[C@H]12,38.0,1
CC12CCC(C)(O1)[C@H]1C(=O)N(c3cc(Cl)cc(Cl)c3)C(=O)[C@H]12,16.0,1
CC12CCC(C)(O1)[C@H]1C(=O)N(c3ccc([N+](=O)[O-])c(C(F)(F)F)c3)C(=O)[C@H]12,11.0,1
CC12CCC(C)(O1)[C@H]1C(=O)N(c3ccc(C#N)c(I)c3)C(=O)[C@H]12,7.0,1
CSc1cc(N2C(=O)[C@@H]3[C@H](C2=O)C2(C)CCC3(C)O2)ccc1C#N,19.0,1
CC12CCC(C)(O1)[C@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@H]12,7.0,1
CC12CCC(C)(O1)[C@H]1C(=O)N(c3cccc(C(F)(F)F)c3)C(=O)[C@H]12,36.0,1
O=C1[C@@H]2C3CCC(O3)[C@@H]2C(=O)N1c1cccc(C(F)(F)F)c1,11500.0,0
CC12CCC(O1)[C@H]1C(=O)N(c3cccc(C(F)(F)F)c3)C(=O)[C@H]12,343.0,1
N#Cc1ccc(N2C(=O)[C@@H]3C4CCC(O4)[C@@H]3C2=O)cc1C(F)(F)F,2860.0,0
O=C1[C@H]2C3CCC(C3)N2C(=O)N1c1cccc(C(F)(F)F)c1,130.0,1
CC(C)(C)OC(=O)N1CC2CC1[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)N21,774.0,1
O=C1[C@@H]2C3CCC(O3)[C@@H]2C(=O)N1c1ccc(Cl)c([N+](=O)[O-])c1,1150.0,0
O=C1[C@@H]2C3CCC(O3)[C@@H]2C(=O)N1c1ccc(Cl)c(C(F)(F)F)c1,3310.0,0
Cc1cc(N2C(=O)[C@@H]3C4CCC(O4)[C@@H]3C2=O)ccc1Cl,500.0,1
Cc1ccc(N2C(=O)[C@@H]3C4CCC(O4)[C@@H]3C2=O)cc1Cl,2290.0,0
O=C1[C@@H]2C3CCC(O3)[C@@H]2C(=O)N1c1ccc(Cl)c(Cl)c1,480.0,1
O=C1[C@@H]2C3CCC(O3)[C@@H]2C(=O)N1c1ccc(I)c(Cl)c1,350.0,1
O=C1[C@@H]2C3CCC(O3)[C@@H]2C(=O)N1c1ccc(Br)c2ccccc12,670.0,1
O=C1[C@@H]2C3CCC(O3)[C@@H]2C(=O)N1c1ccc([N+](=O)[O-])c2ccccc12,5000.0,0
CC12C[C@@H](O)C(C)(O1)[C@H]1C(=O)N(c3ccc(C#N)c(I)c3)C(=O)[C@H]12,19.0,1
CC12C[C@H](O)C(C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(I)c3)C(=O)[C@@H]12,10.0,1
CC12CCC(C)(O1)[C@H]1C(=O)N(c3ccc([N+](=O)[O-])c4c(Br)cccc34)C(=O)[C@H]12,40.0,1
C/C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,660.0,1
Cn1c(C#N)ccc1-c1cc(F)c2c(c1)C(C)(C)C(=O)N2,196.0,1
CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2c1[nH]c1ccccc21,10000.0,0
COc1cc(Sc2c(C)cc(C)cc2C)ccc1C#N,69.0,1
CCCSc1ccc(C#N)c(OC)c1,1000.0,0
CCCCSc1ccc(C#N)c(OC)c1,84.0,1
COc1cc(SC(C)C)ccc1C#N,29.0,1
COc1cc(SCC2CC2)ccc1C#N,169.0,1
CCCSc1ccc(C#N)c(C(F)(F)F)c1,23.0,1
CCCCSc1ccc(C#N)c(C(F)(F)F)c1,838.0,1
CC(C)Sc1ccc(C#N)c(C(F)(F)F)c1,89.0,1
N#Cc1ccc(SCC2CC2)cc1C(F)(F)F,133.0,1
N#Cc1ccc(SCC2CCC2)cc1C(F)(F)F,702.0,1
N#Cc1ccc(SC2CCC2)cc1C(F)(F)F,194.0,1
Cc1ccccc1Oc1ccc(C#N)cc1Cl,46.0,1
Cc1ccccc1Sc1ccc(C#N)cc1Cl,43.0,1
COc1cc(Oc2ccccc2C)ccc1C#N,81.0,1
COc1cc(Oc2cccc(C)c2)ccc1C#N,197.0,1
COc1cc(Oc2ccc(C)cc2)ccc1C#N,209.0,1
COc1cc(C#N)ccc1Oc1ccccc1C,115.0,1
Cc1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,535.0,1
Cc1cccc(Oc2ccc(C#N)c(C(F)(F)F)c2)c1,1680.0,0
Cc1ccc(Oc2ccc(C#N)c(C(F)(F)F)c2)cc1,5330.0,0
Cc1ccccc1Sc1ccc(C#N)c(C(F)(F)F)c1,225.0,1
N#Cc1ccc(Sc2ccccc2F)cc1C(F)(F)F,54.0,1
COc1ccccc1Sc1ccc(C#N)c(C(F)(F)F)c1,56.0,1
COc1cc(Sc2ccccc2OC)ccc1C#N,35.0,1
COc1cc(Sc2c(C)cccc2C)ccc1C#N,43.0,1
c1ccc2nc(-c3ccncc3)ccc2c1,3230.0,0
C[C@@H]1CC[C@H]([C@@H](O)C(F)(F)F)N1c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,10000.0,0
COc1ccc2c(c1)C(=O)CC(c1ccccc1)O2,39500.0,0
COc1ccc2c(c1)C(=O)CC(c1ccccc1OC)O2,10000.0,0
O=c1cc(-c2ccc(O)cc2)oc2cccc(O)c12,855.5699999999999,1
CC1(C)OCC(=O)Nc2ccc(-c3cc(F)cc(C#N)c3)cc21,3000.0,0
CCC1(c2ccco2)OCC(=O)Nc2ccc(-c3cc(F)cc(C#N)c3)cc21,690.0,1
N#Cc1cc(F)cc(-c2ccc3c(c2)C(c2ccco2)(c2ccco2)OCC(=O)N3)c1,3000.0,0
COc1cc(-c2ccccc2O)ccc1C#N,37.0,1
N#Cc1ccc(C2CCCCC2O)cc1C(F)(F)F,90.0,1
N#Cc1ccc([C@H]2CCCC[C@H]2O)cc1C(F)(F)F,37.0,1
COc1ccccc1CNC(=O)c1cc(C(F)(F)F)nn1-c1cccc(CNC(=O)[C@H](C)N)c1,10000.0,0
COc1ccccc1CNC(=O)c1cc(C(F)(F)F)nn1-c1csc(CNC(=O)[C@H](C)N)c1,10000.0,0
O=C1CC(c2ccccc2O)Oc2ccc(O)cc21,2730.0,0
Cc1ccccc1Oc1ccc(C#N)c(Cl)c1,57.0,1
COc1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,83.0,1
CCc1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,356.0,1
CCCc1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,303.0,1
Cc1cccc(C)c1Oc1ccc(C#N)c(C(F)(F)F)c1,681.0,1
Cc1cc(C)c(Oc2ccc(C#N)c(C(F)(F)F)c2)c(C)c1,812.0,1
N#Cc1ccc(Oc2ccccc2O)cc1C(F)(F)F,97.0,1
CSc1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,74.0,1
CCOc1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,120.0,1
CCSc1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,545.0,1
COc1cccc(OC)c1Oc1ccc(C#N)c(C(F)(F)F)c1,1000.0,0
COc1cc(C)ccc1Oc1ccc(C#N)c(C(F)(F)F)c1,299.0,1
COc1ccc(C)cc1Oc1ccc(C#N)c(C(F)(F)F)c1,482.0,1
COc1ccc(CO)cc1Oc1ccc(C#N)c(C(F)(F)F)c1,1000.0,0
Cc1ccc(O)c(Oc2ccc(C#N)c(C(F)(F)F)c2)c1,811.0,1
COc1cccc(F)c1Oc1ccc(C#N)c(C(F)(F)F)c1,158.0,1
CCOc1cc(C2Nc3cccc4cccc(c34)N2)ccc1O,31500.0,0
O=c1oc2cc(O)ccc2c(C(F)(F)F)c1Cc1ccccc1,6000.0,0
Cc1cccc(SCc2cc(=O)oc3cc(O)ccc23)n1,50000.0,0
COc1ccccc1/C=C/C(=O)c1ccccc1O,3500.0,0
CC1(C)C(=O)CC[C@]2(C)[C@@]3(C)c4[nH]c5ccccc5c4C[C@@H]3CC[C@@]12O,10000.0,0
CC1(C)[C@H](O)CC[C@]2(C)[C@@]3(C)c4[nH]c5ccccc5c4C[C@@H]3CC[C@@]12O,10000.0,0
CC(=O)Cc1ccc(O)cc1,418434.69,0
CCCC1=C(C(=O)OCC)[C@H](c2ccnc3ccccc23)C(C#N)=C(C)N1,730.0,1
COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,10000.0,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1,1270.0,0
CC1=C(C#N)[C@@H](c2ccc(F)cc2Cl)C(C(=O)OC(C)(C)C)=C(C)N1,246.0,1
CC1(C)C(=O)N(c2ccc(C#N)c(Cl)c2)C(=S)N1CCCS(N)(=O)=O,410.0,1
CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,216.0,1
CCc1cn(CCO)c(CC)c1Oc1ccc(C#N)cc1,5000.0,0
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccccc1,100.0,1
CNC(=O)Cn1cc(C2CC2)c(Oc2ccc(C#N)cc2)c1C1CC1,10000.0,0
CC1(C)CN(Cc2ccccc2)C(=O)[C@@H]1Oc1ccc(C#N)c(C(F)(F)F)c1,38.0,1
N#Cc1ccc(Oc2ccc(F)cc2F)cc1C(F)(F)F,488.0,1
CC1(C)CN(Cc2ccccc2F)C(=O)[C@@H]1Oc1ccc(C#N)c(C(F)(F)F)c1,174.0,1
CSc1ccc(CN2CC(C)(C)[C@@H](Oc3ccc(C#N)c(C(F)(F)F)c3)C2=O)cc1,316.0,1
Cc1ccc(C(=O)CC(Nc2ccc([N+](=O)[O-])cc2)c2cccc(F)c2)cc1,140.0,1
C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,0.808,1
Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,190.0,1
CCCN1C[C@@]2(C)O[C@@](C)(C1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,19.5,1
CCC(=O)N1C[C@@]2(C)O[C@@](C)(C1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,339.0,1
CC(C)C(=O)N1C[C@@]2(C)O[C@@](C)(C1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,912.5,1
C[C@]12CN(C(=O)C3CC3)C[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,236.5,1
C[C@]12CN(C(=O)c3ccccc3)C[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,115.5,1
CC(C)NC(=O)N1C[C@@]2(C)O[C@@](C)(C1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,2738.0,0
C[C@]12CN(C(=O)Nc3ccccc3)C[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,69.5,1
CCOC(=O)N1C[C@@]2(C)O[C@@](C)(C1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,327.5,1
CCCOC(=O)N1C[C@@]2(C)O[C@@](C)(C1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,31.65,1
C[C@]12CN(C(=O)Nc3ccc(F)cc3)C[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,71.5,1
C[C@]12CN(S(C)(=O)=O)C[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,1858.0,0
CCS(=O)(=O)N1C[C@@]2(C)O[C@@](C)(C1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,342.5,1
C[C@]12CN(S(=O)(=O)c3ccccc3)C[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,539.0,1
C[C@]12CN(S(=O)(=O)c3ccc(F)cc3)C[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,369.5,1
C[C@]12CN(S(=O)(=O)c3ccccn3)C[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,705.5,1
C[C@]12CN(c3cccc(S(N)(=O)=O)c3)C[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,187.0,1
C[C@]12CN(c3cccc(S(C)(=O)=O)c3)C[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,78.7,1
C[C@]12CN(c3cc(Cl)ncn3)C[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,57.5,1
C[C@]12CN(c3ncccn3)C[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,204.0,1
C[C@]12CN(c3cccc(C(N)=O)c3)C[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,67.2,1
C[C@]12CNC[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,2564.0,0
CN1C(=O)[C@]2(C)O[C@](C)(C1=O)[C@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@H]12,3572.0,0
C[C@]12O[C@](C)(C(=O)N(CC3CC3)C1=O)[C@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@H]12,2101.0,0
CC(C)OC(=O)N1C[C@@]2(C)O[C@@](C)(C1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,40.5,1
CC(C)[N+]1([O-])C(=O)[C@]2(C)O[C@](C)(C1=O)[C@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@H]12,4450.0,0
COc1ccc(C=C2c3cccc(Cl)c3C(=O)c3c(Cl)cccc32)cc1O,10000.0,0
COc1cccc(C=C2c3cccc(Cl)c3C(=O)c3c(Cl)cccc32)c1O,10000.0,0
CCNC(=O)N1C[C@@]2(C)O[C@@](C)(C1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,884.5,1
CC(C)N1C(=O)[C@]2(C)O[C@](C)(C1=O)[C@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@H]12,78.5,1
C[C@]12CN(O)C[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,731.0,1
CON1C[C@@]2(C)O[C@@](C)(C1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,101.5,1
COc1ccc(C=C2c3cccc(Cl)c3C(=O)c3c(Cl)cccc32)c(OC)c1O,10000.0,0
N#Cc1ccc(N2N=C(c3ccc(C(=O)O)cc3)C[C@@H]2c2ccc(F)cc2)cc1Cl,8920.0,0
N#Cc1ccc(N2N=C(c3ccc(C(=O)O)cc3)C[C@@H]2C2CCCC2)cc1Cl,10000.0,0
COc1cc(C2=NN(c3ccc(C#N)c(Cl)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,10000.0,0
CCOc1cc(C2=NN(c3ccc(C#N)c(Cl)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,10000.0,0
N#Cc1ccc(N2N=C3c4ccc(C(=O)O)cc4CC[C@@H]3[C@@H]2C2CCCC2)cc1Cl,8910.0,0
COC(=O)C1=C(C)NC(C)=C(C#N)C1c1ccc(F)cc1Cl,300.0,1
CCCC1=C(C(=O)OC)C(c2ccccc2Cl)C(C#N)=C(C)N1,300.0,1
CCCCC1=C(C(=O)OC)C(c2ccccc2Cl)C(C#N)=C(C)N1,900.0,1
N#Cc1ccc(N2N=C3c4ccc(C(=O)O)cc4CC[C@@H]3[C@@H]2C2CCCC2)cc1,10000.0,0
CCCC1=C(C(=O)OC)C(c2ccc(F)cc2Cl)C(C#N)=C(C)N1,100.0,1
COC(=O)C1=C(C(F)(F)F)NC(C)=C(C#N)C1c1ccc(F)cc1Cl,800.0,1
COC(=O)C1=C(Cn2ccnc2)NC(C)=C(C#N)C1c1ccc(F)cc1Cl,3900.0,0
COC(=O)C1=C(Cn2cccn2)NC(C)=C(C#N)C1c1ccc(F)cc1Cl,800.0,1
COC(=O)C1=C(Cn2cncn2)NC(C)=C(C#N)C1c1ccc(F)cc1Cl,4600.0,0
COC(=O)C1=C(Cn2cnnn2)NC(C)=C(C#N)C1c1ccc(F)cc1Cl,2700.0,0
COC(=O)C1=C(Cn2cnnn2)NC(C)=C(C#N)[C@H]1c1ccc(F)cc1Cl,300.0,1
Cc1cc(N2N=C3c4ccc(C(=O)O)cc4CO[C@@H]3[C@@H]2C2CCCC2)ccc1C#N,10000.0,0
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2[C@]1(C)CC=CC(=O)N1,3000.0,0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2[C@]1(C)CC=CC(=O)N1,500.0,1
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2[C@@]1(C)CC=CC(=O)N1,2000.0,0
C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2[C@@]1(C)CC=CC(=O)N1,2000.0,0
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,5.0,1
CC1(C)C(=O)N(c2ccc(C#N)c(Cl)c2)C(=S)N1c1cccc(S(N)(=O)=O)c1,100.0,1
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1cccc(S(N)(=O)=O)c1,100.0,1
CC1(C)C(=O)N(c2ccc(C#N)c(Cl)c2)C(=S)N1c1cccc(S(N)(=O)=O)n1,100.0,1
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1cccc(S(N)(=O)=O)n1,100.0,1
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccnc(S(N)(=O)=O)c1,80.0,1
CC1(C)C(=O)N(c2ccc(C#N)c(Cl)c2)C(=S)N1c1cncc(S(N)(=O)=O)c1,50.0,1
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1cncc(S(N)(=O)=O)c1,30.0,1
Nc1nc(-c2ccc3ccccc3c2)cs1,9880.0,0
Fc1ccc(-c2csc(N3CCOCC3)n2)cc1,530.0,1
Fc1ccc(-c2csc(-c3ccncc3)n2)cc1,1270.0,0
c1ccc(-c2csc(-c3ccncc3)n2)cc1,915.0,1
CS(=O)(=O)Nc1ccc(OCc2ccccc2)cc1,6110.0,0
Fc1ccc(-c2csc(N3CCSCC3)n2)cc1,1590.0,0
c1ccc(-c2csc(N3CCSCC3)n2)cc1,620.0,1
Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.O=C([O-])c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,400.0,1
c1ccc(-c2csc(N3CCOCC3)n2)cc1,280.0,1
C[C@](O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,3.8,1
Cc1ccc(OCCn2c(SCCOc3ccccc3)nc3ccccc32)cc1,10000.0,0
Cc1ccc(OCCn2c(SCCC(=O)O)nc3ccccc32)cc1,10000.0,0
C[C@](O)(CS(=O)(=O)c1cccc2ccccc12)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,3000.0,0
C[C@](O)(CS(=O)(=O)c1ccccc1Cc1ccccc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,3000.0,0
C[C@](O)(CS(=O)(=O)c1ccccc1-c1ccccc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,3000.0,0
CC[Si](CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1ccc(OCC(=O)C(C)(C)C)c(C)c1,6200.0,0
COc1ccccc1C(=O)/C=C/c1ccccc1[N+](=O)[O-],675.0,1
CC1(C)COC(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,113.0,1
CC1(C)COC(=O)[C@@H]1Oc1ccc(C#N)c(C(F)(F)F)c1,70.0,1
CC1(C)COC(=O)[C@H]1Oc1ccc(C#N)c(C(F)(F)F)c1,10000.0,0
CC1(C)CNC(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,2790.0,0
CCCN1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,206.5,1
CCCCN1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,105.0,1
CCCC(C)N1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,200.0,1
CCC(C)N1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,9790.0,0
COC(=O)CN1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,494.0,1
CC1(C)CN(Cc2ccccc2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,69.0,1
COc1cccc(CN2CC(C)(C)C(Oc3ccc(C#N)c(C(F)(F)F)c3)C2=O)c1,309.0,1
COc1ccc(CN2CC(C)(C)C(Oc3ccc(C#N)c(C(F)(F)F)c3)C2=O)cc1,284.0,1
CC1(C)CN(Cc2ccccc2F)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,143.0,1
CC1(C)CN(Cc2cccc(F)c2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,61.0,1
CC1(C)CN(Cc2ccc(F)cc2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,199.0,1
CC1(C)CN(Cc2ccccc2O)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,17.0,1
CC1(C)CN(Cc2cccc(O)c2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,600.0,1
CC1(C)CN(Cc2ccc(O)cc2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,32.0,1
