smiles molregno
CC(C)(C)NS(=O)(=O)c1ncc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12 2257907
COc1nc2ccc(C(O)(c3ccnc(C(F)(F)F)c3)c3cncn3C)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1 2422570
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(=O)[C@H]3C[C@H](O)C3)nn2C(C)C)cc1N1CC2CC2C1 1955020
O=C(O)[C@H]1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)C1 2116178
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3ccccc3C(F)(F)F)c(F)c2)CC1 2121231
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N(CC)CC)c(Cl)c1Cl)C(F)(F)F 2476211
CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n([C@@H](C)C3CC3)c2=O)nc1 2524529
Cc1c(C(F)(F)F)nc(-c2ccc(Cl)o2)n1-c1c(Cl)ccc(N2CC(C(N)=O)C2)c1Cl 2458419
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(Cl)c3)c(C(=O)c3ccc(Cl)cc3)s2)cc1 1613777
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccc(Cl)c3)c(C(=O)c3ccccc3)s2)cc1 1613784
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccc(Cl)c3)c(C(=O)c3cccc(F)c3)s2)cc1 1613765
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(Cl)c3)c(C(=O)c3ccccc3)s2)cc1 1613770
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(C(=O)c3ccccc3C)s2)cc1 2274578
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F 2481399
CC[C@H]1CCCN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl 2485947
COc1ccc2c(c1)CCN(C(=O)CCCC(=O)O)[C@H]2C(=O)Nc1cc(F)c([Si](C)(C)C)c(F)c1 2227647
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1C)C(F)(F)F 2478977
COc1ccc([C@H](C(=O)Nc2cc(F)c([Si](C)(C)C)c(F)c2)N(C)C(=O)c2cc(O)no2)cc1 2291561
Cc1cc(C(O)(c2ccc3nc(Cl)c(-c4ccccc4)c(Cl)c3c2)c2cncn2C)ccn1 2296010
O=C(O)[C@@H]1CCN(c2nn(C(=O)c3c(Cl)cccc3C3CC3)c3cccc(F)c23)C[C@H]1O 2346163
CCN(CC(F)(F)F)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl 2477369
CCCN(Cc1ccc(CC)cc1)Cc1ccc(NC(=O)Cc2ccc(S(=O)(=O)CC)cc2)cc1 1614526
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3cc(F)ccc3F)c(F)c2)CC1 2157964
CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(-c3nnc(C(C)(C)O)o3)nc2CC2CCCCC2)c2ccccc12 2485158
COc1nc2ccc([C@](O)(c3ccnc(C(F)(F)F)c3)c3cnc(C)n3C)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1 2373281
COc1ccccc1COc1ccc(C(=O)NCc2ccc(S(N)(=O)=O)cc2)cc1 2353558
COc1ccc2c(n1)CCN(C(C)=O)C2C(=O)Nc1ccc2c(c1)CCN2Cc1ccccc1OC 2413934
COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1C1CCCC1 2351346
CC(C)CN(c1cccc(C#N)c1)S(=O)(=O)c1ccc(OC2CCN(S(C)(=O)=O)CC2)cc1 1825245
CC(C)CN(Cc1ccccc1C(F)(F)F)S(=O)(=O)c1ccc(C=C2CCN(S(C)(=O)=O)CC2)cc1 1825240
C[C@H](NC(=O)c1cc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)cc(C(C)(C)C)c1)C(F)(F)F 2259617
C[C@H](NS(=O)(=O)c1ccc(-c2sc(-c3noc(CC(C)(C)C(=O)O)n3)nc2CC2CCC2)c(Cl)c1Cl)C(F)(F)F 2469087
O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3ccccc32)cc1 2361036
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(C#N)c3)c(Oc3ccc(Cl)cc3C(F)(F)F)s2)cc1 1780730
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3ccccc3)c(F)c2)CC1 1947587
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3ccc(Cl)cc3Cl)c(F)c2)CC1 2163665
O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccnc32)c(F)c1 2426949
COc1ccc2c(n1)CCN(C(=O)C[C@H]1C[C@H](C(=O)O)C1)[C@H]2C(=O)Nc1cc(F)c2c(c1)CCC2(C)C 2214425
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C(C)C)cc1-c1ccccc1 1955010
CC(C)CN(c1ccc(C#N)cc1)S(=O)(=O)c1ccc(OC2CCN(S(C)(=O)=O)CC2)cc1 1825246
COc1nc2ccc(C(O)(c3cnnn3C)c3cnc(C)n3C)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1 2375597
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2CC(C)(C)C)cc1N1CC2CC2C1 1955032
C[C@H]1C[C@@H](F)CCN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl 2470841
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCCCC2)c(Cl)c1Cl)C(F)(F)F 2482467
COc1ccc2c(c1)CCN(C(=O)CCCCC(=O)O)[C@H]2C(=O)Nc1cc(F)c([Si](C)(C)C)c(F)c1 2292488
CCCN(Cc1ccc(NC(=O)Cc2ccc(S(=O)(=O)CC)cc2)cc1)Cc1ccc(C(F)(F)F)cc1 1614528
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccc(C#N)c3)c(C(=O)c3ccccc3)s2)cc1 1613785
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccccc3)c(Cl)c2)cc1 1960253
Cc1cccc(F)c1C(=O)N1CCC(c2cn(C)c3ncc(NC(=O)c4cccc(C#N)c4)c(C)c23)CC1 2330818
CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c(Cl)c1 2257731
Cc1cc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)ccc1F 2126942
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(NCCc3ccc(C(F)(F)F)cc3)c(Cl)c2)cc1 1614424
CN1CCN(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2136649
CC(C)CN(c1ccc(F)cc1)S(=O)(=O)c1ccc(OC2CCN(S(C)(=O)=O)CC2)cc1 1825243
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cccc(OC(F)(F)F)c3)c(F)c2)CC1 2144786
CCN(CC)c1nc2ccc(C(O)(c3cncs3)c3cncn3C)cc2c(Cl)c1Oc1ccccc1 2169923
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(=O)N3CC4(COC4)C3)nn2C(C)C)cc1N1CC2CC2C1 1955024
C[C@H](NS(=O)(=O)c1ccc(-c2sc(-c3nnc(CC(C)(C)C(=O)O)s3)nc2CC2CCC2)c(Cl)c1Cl)C(F)(F)F 2469050
CCN(C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl)C(C)C 2483632
O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3c(F)cccc32)c(F)c1 2447840
Cc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(OCc3ccncc3)cc2)c(C)c1 1780736
COc1ccc2c(n1)CCN(C(=O)C[C@H]1C[C@@H](C(=O)O)C1)[C@H]2C(=O)Nc1cc(F)c2c(c1)CCC2(C)C 2231516
O=C(O)c1ccc(-n2nc(C(=O)c3c(Cl)cccc3Cl)c3ccccc32)cc1 2411011
COc1ccc2c(n1)CCN(C(=O)[C@H]1C[C@@H](C(=O)O)C1)[C@H]2C(=O)Nc1cc(F)c2c(c1)CCC2(C)C 2213360
Cc1c(NC(=O)c2cccc(C#N)c2)cnc2c1c(C1CCN(C(=O)C3CCCC3)CC1)cn2C 2327824
CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c(C(F)(F)F)c1 2260356
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3ccc(F)cc3)c(F)c2)CC1 1947594
CCS(=O)(=O)c1ccc(CC(=O)Nc2cnc(O[C@@H](C)c3ccccc3)c(Cl)c2)cc1 2278336
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2-c2cccc(F)c2)c(Cl)c1Cl)C(F)(F)F 2257560
Cc1ccc(C(=O)Nc2cc(F)cc(CN3CCN(C(=O)C4CCCC4)[C@@H](C)C3)c2C)cn1 2361944
CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(OCC3CCOCC3)c(CO)c2)cc1 2297579
CCN(CCC(F)(F)F)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl 2476204
CC(=O)N1C[C@@H]2C[C@H]1CN2c1ccc(CN(CC(F)(F)F)S(=O)(=O)Cc2ccccc2)c(F)c1 2106993
Cc1c(NC(=O)c2cccc(C#N)c2)cnc2c1c(C1CCN(C(=O)CC(C)C)CC1)cn2C 2331242
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(Cl)c3)c(C(=O)c3ccccc3Cl)s2)cc1 1613775
CCn1c(=O)c2cc(NC(=O)CC(C)CC(=O)Nc3ccc(C#N)c(Cl)c3)ccc2n(CC2CC2)c1=O 2298032
Cc1c(CC(C)C)nc(-c2ccc(Cl)o2)n1-c1c(Cl)ccc(N2CC(C(=O)O)C2)c1Cl 2353200
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(=O)NCCO)nn2C(C)C)cc1N1CC2CC2C1 1955026
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(C(C)(C)C)cc3)c(F)c2)CC1 1947612
O=C(Nc1ccncc1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1 2155749
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C(C)C)cc1OCC1CCC1 1955004
COc1ccc2c(c1)CCN(C(=O)CC(C)(O)CC(=O)O)[C@H]2C(=O)Nc1cc(F)c([Si](C)(C)C)c(F)c1 2288691
COc1ccc2c(n1)CCN(C(=O)[C@H]1C[C@H](C(=O)O)C1)[C@H]2C(=O)Nc1cc(F)c2c(c1)CCC2(C)C 2221233
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3OCc3cccc(C#N)c3)cs2)cc1 2262113
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3cccc(Cl)c3)c(F)c2)CC1 1947598
C[C@H](Oc1ncc(NC(=O)Cc2ccncc2)cc1Cl)c1ccccc1 2266582
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)(F)CC2)c(Cl)c1Cl)C(F)(F)F 2482669
COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1CN1CCC(F)(F)CC1 2378945
COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1OC(C)C 2341900
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(Cl)c3)c(C(=O)c3ccccc3F)s2)cc1 1613778
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)N3CCc4ccccc43)cc2)cc1 2322249
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(C)(F)CC2)c(Cl)c1Cl)C(F)(F)F 2480666
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3OCc3ccccc3)cs2)cc1 2279853
COc1ccc2c(n1)CCN(C(C)=O)C2C(=O)Nc1ccc2c(c1)CCN2Cc1ccccc1OC(F)(F)F 2371345
CC(C)(CCO)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12 2259278
CC(C)CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1 2191813
COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1OCC1CC1 2364400
C[C@H]1CC(F)(F)CN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl 2481104
CN(C(=O)c1c(F)cccc1Cl)c1ncc(-c2cc(C(N)=O)ccc2Cl)cc1OCC(F)(F)F 1953578
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3OCc3ccc(C(=O)OC)cc3)cs2)cc1 2271485
C[C@H]1CCCN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl 2481706
CCN(C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl)C1CC1 2481368
CC(C)CN(c1ccccc1C#N)S(=O)(=O)c1ccc(OC2CCN(S(C)(=O)=O)CC2)cc1 1825244
Cn1cncc1C(O)(c1ccnc(F)c1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1 2288149
Cc1c(C(F)(F)F)nc(-c2ccc(Cl)o2)n1-c1c(Cl)ccc(N2CC(c3nnn[nH]3)C2)c1Cl 2421903
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(=O)OC(C)C)nn2C(C)C)cc1N1CC2CC2C1 1955028
CC(C)CN(Cc1ccccc1Cl)S(=O)(=O)c1ccc(N2CCN(S(C)(=O)=O)CC2)cc1 1825230
Cc1cccc(Cl)c1C(=O)c1cn(-c2ccc(C(=O)O)cc2F)c2ccccc12 2454072
CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(N)=O)nc2CC2CCCCC2)c2ccccc12 2257587
NC(=O)CN1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1 2193302
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2C3CCC2CC3)c(Cl)c1Cl)C(F)(F)F 2470057
COc1ccc2c(c1)CCN(C(=O)/C=C/C(=O)O)[C@H]2C(=O)Nc1cc(F)c([Si](C)(C)C)c(F)c1 2288091
COc1ccc2c(c1)OCCN(C(=O)c1cc(O)no1)[C@H]2C(=O)Nc1cc(F)c([Si](C)(C)C)c(F)c1 2295962
CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(OCC3CCOCC3)c([S@@](C)(=N)=O)c2)cc1 2299294
CCS(=O)(=O)c1ccc(CCNc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1 2534737
COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1 2458962
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)N(C)c3ccccc3)cc2)cc1 2332863
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3ccccc3)cc2)cc1 2318871
CCCCOc1cc(-c2cc(C(N)=O)ccc2Cl)ccc1N(C)C(=O)c1c(F)cccc1Cl 1953575
CCCN(C)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl 2473423
CCN(CC)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl 2480286
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cccc(Cl)c3)c(F)c2)CC1 1947597
N#C[C@@H]1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)C1 2121367
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3cc(C#N)ccn3)c(F)c2)cc1 2319223
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(C(=O)c3ccccc3)s2)cc1 1613768
N#Cc1cnc(N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)nc1 2106253
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)c(C)c3)C2)CC1 2162659
O=C(N1CCC(O)CC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1 2177334
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N(CC)CC)c(C(F)F)c1Cl)C(F)(F)F 2473028
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(C)cc3C)c(F)c2)CC1 1947605
O=C([C@H]1CC[C@](F)(C(=O)O)CC1)N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1 2134184
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cc(C)cc(C)c3)c(F)c2)CC1 2109800
COc1ccc2c(c1)CCN(C(=O)CC1SC(=O)NC1=O)[C@H]2C(=O)Nc1cc(F)c([Si](C)(C)C)c(F)c1 2283213
O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCC4CC4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2177398
COc1ccc(C(=O)Nc2cnc3c(c(C4CCN(C(=O)C(C)C)CC4)cn3C)c2C)cc1C#N 2328614
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3OC/C=C/c3ccccc3)cs2)cc1 2263258
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3OCc3ccc(OC(F)(F)F)cc3)cs2)cc1 2266246
CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4cccc(C(C)=O)c4)ccc1c23 1732766
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3cccc(F)c3)c(F)c2)CC1 1947592
COc1nc2ccc(C(O)(c3cnc(C)n3C)C3CCOCC3)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1 2454566
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NC3CCS(=O)(=O)CC3)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F 2484992
COc1nc2ccc(C(O)(c3ccncc3)c3cncn3C)cc2c(Cl)c1-c1ccccc1 2228275
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cccc(C)c3)c(F)c2)CC1 2174661
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3cc(C(F)(F)F)ccn3)cc2)cc1 2317742
Cc1cccc(Cl)c1C(=O)c1cn(-c2ccc(C(=O)O)cc2)c2ccccc12 2383191
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(C(=O)C3CCCCC3)s2)cc1 1613767
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(Cl)c3)c(C(=O)c3cccc(F)c3)s2)cc1 1613779
CCn1c(=O)c2cc(NC(=O)CC(C)CC(=O)Nc3ccc(C#N)c(Cl)c3)ccc2n(CC)c1=O 2298804
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(C#N)c3)c(Oc3ccc(C(F)(F)F)cc3Cl)s2)cc1 1958137
COc1ccc2c(c1)CCN(C(=O)CC(C)(C)CC(=O)O)[C@H]2C(=O)Nc1cc(F)c([Si](C)(C)C)c(F)c1 2288878
CC(=O)N1CCN(c2ccc(CN(CC(F)(F)F)S(=O)(=O)C(C)(C)c3ccccc3)c(F)c2)CC1 2129531
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C(C)C)cc1OCC(F)(F)F 1955003
CC(C)CN(Cc1ccc(N[C@@H]2CC[C@H](CC#N)C2)cc1)S(=O)(=O)Cc1ccccc1 2254513
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(OCC4CC4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2189902
CCCN(Cc1ccc(NC(=O)Cc2ccc(S(=O)(=O)CC)cc2)cc1)Cc1ccc(OC2CCCC2)cc1 1614529
C[C@H]1C[C@H](F)CCN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl 2480249
N#CC1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2108435
O=S1(=O)[C@@H](c2ccccc2)CC[C@H](C(F)F)N1Cc1ccc(N2CCC(n3cnnc3)CC2)cc1F 1971882
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCCC[C@@H]2C)c(C(F)F)c1F)C(F)(F)F 2482766
COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)N3CCN(C(C)=O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F 2182382
COc1ccc2c(c1)CCN(C(=O)CCCC(=O)O)[C@H]2C(=O)Nc1cc(F)c(C(C)(C)C)c(F)c1 2233450
CCS(=O)(=O)c1ccc(CC(=O)Nc2cnc(O[C@H](C)c3ccccc3)c(Cl)c2)cc1 2267701
CC(=O)N1CCC(C(=O)N2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2117621
CCN(CC(F)F)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl 2481111
O=C(N1CCOCC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1 2158192
CC(C)CN(Cc1ccc(N2CCN(C(=O)[C@H](C)O)CC2)cc1)S(=O)(=O)Cc1ccccc1 2156261
Cc1cccc(Cl)c1C(=O)c1cn(-c2ccc(C(=O)O)cc2F)c2ncccc12 2462878
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3ccc(F)cc3)c(F)c2)cc1 2329489
O=C(O)[C@@H]1CCN(c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccc(F)c23)C[C@H]1O 2353426
CC[C@@H](C)n1c(=O)c(NCc2ccc(S(=O)(=O)CC)cn2)nc2cnc(-c3c(OC)ncnc3C3CC3)nc21 2489692
CC(C)CN(Cc1ccc(N[C@@H]2CCN(S(C)(=O)=O)C[C@@H]2F)cc1)S(=O)(=O)Cc1ccccc1 2191766
CC(C)(O)CNC(=O)c1nc(C(=O)N2CCC(F)(F)CC2)c(-c2ccc(S(=O)(=O)NC(C)(C)CF)c(Cl)c2Cl)s1 2475771
CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n([C@@H](C)C3CC3)c2=O)cn1 2508809
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)N(C)c3ccccc3)c(F)c2)CC1 1990471
CC[C@]1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC[C@H](C(=O)O)CC1 2174437
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F 2480547
O=C1NC(=O)C2(CCN(C(=O)N3CC[C@](c4ccc(C(OCc5c(F)cccc5F)(C(F)(F)F)C(F)(F)F)cc4)(S(=O)(=O)c4ccc(F)cc4)C3)CC2)N1 2104378
O=C1NS(=O)(=O)c2cc(C(=O)N3CC[C@](c4ccc(C(OCc5c(F)cccc5F)(C(F)(F)F)C(F)(F)F)cc4)(S(=O)(=O)c4ccc(F)cc4)C3)ccc21 2145303
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2CC2CCC2)c(C(F)F)c1)C(F)(F)F 2261014
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3OCCc3ccccc3)cs2)cc1 2268091
O=C(N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1)C1(O)CCS(=O)(=O)CC1 2148127
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(C(N)=O)ccc2Cl)cc1OCC(F)(F)F 1953577
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3cc(Cl)cc(Cl)c3)c(F)c2)CC1 1947602
