molregno,standard_value_get_mean,standard_units_get_levels,standard_type_get_levels,chembl_id_compound_get_levels,canonical_smiles_get_levels,act_0,act_1,act_2,act_3,act_4
2191580,45.5,nM,Kd,CHEMBL3982209,[C-]#[N+]c1ccc(C(O)(c2ccc3nc(OC)c(Cc4ccc(-n5cccn5)cc4)c(C#N)c3c2)c2cncn2C)cc1,15.0,76.0,,,
2191997,98.0,nM,Kd,CHEMBL3982626,Cc1nc(C)c(C(O)(c2ccc3nc(Cl)c(-c4ccccc4)c(Cl)c3c2)C(C)C)s1,98.0,,,,
2192220,790.0,nM,Kd,CHEMBL3982849,CCN(c1ccccc1)c1c(Cl)nc2ccc(C(O)(c3ccc(Cl)cc3)c3cncn3C)cc2c1Cl,790.0,,,,
2192778,330.0,nM,Kd,CHEMBL3983407,Cn1cc(C(O)(c2ccc(Cl)cc2)c2ccc3nc(Cl)c(Cc4ccccc4)c(Cl)c3c2)cn1,330.0,,,,
2193215,110.0,nM,Kd,CHEMBL3983844,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(Cl)c(Nc3ccccc3)c(Cl)c2c1,110.0,,,,
2194204,3.7433333333333336,nM,Kd,CHEMBL3984833,Cn1cncc1C(O)(c1ccc(C(F)(F)F)nc1)c1ccc2nc(N3CCC3)c(Oc3ccc(Cl)cc3)c(Cl)c2c1,0.53,1.8,8.9,,
2194926,240.0,nM,Kd,CHEMBL3985555,CCCCC(O)(c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1)c1cc(C)no1,240.0,,,,
2199414,98.0,nM,Kd,CHEMBL4059503,CN(C)c1nc2ccc(C(O)(c3ccncc3)c3cncn3C)cc2c(Cl)c1-c1ccccc1,2.0,290.0,,,
2202175,2.0,nM,Kd,CHEMBL4062264,CCN(CC)c1nc2ccc(C(O)(c3ccncc3)c3cncn3C)cc2c(Cl)c1-c1ccccc1,2.0,,,,
2203848,51.0,nM,Kd,CHEMBL4063937,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(C#N)c(-c3ccccc3)c(Cl)c2c1,51.0,,,,
2210800,15.0,nM,Kd,CHEMBL4070889,COc1c(-c2ccccc2)c(C(F)(F)F)nc2ccc(C(O)(c3ccc(C(F)(F)F)nc3)c3cncn3C)cc12,15.0,,,,
2211196,1513.0,nM,Kd,CHEMBL4071285,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,32.0,160.0,5700.0,,
2212440,100.0,nM,Kd,CHEMBL4072529,COc1nc2ccc(C(O)(c3ccc(Cl)cc3)c3cncn3C)cc2c(Cl)c1-c1ccccc1,100.0,,,,
2213479,9.5,nM,Kd,CHEMBL4073568,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(C(F)(F)F)c(-c3ccccc3)c(C(F)(F)F)c2c1,9.5,,,,
2218947,37.0,nM,Kd,CHEMBL4079036,COc1nc2ccc(C(O)(c3ccc(C(F)(F)F)nc3)c3cncn3C)cc2c(Cl)c1-c1ccc(S(C)(=O)=O)cc1,37.0,,,,
2222339,9500.0,nM,Kd,CHEMBL4082428,CNc1c(-c2ccccc2)c(Cl)nc2ccc(C(O)(c3ccncc3)c3cncn3C)cc12,9500.0,,,,
2222982,20.0,nM,Kd,CHEMBL4083071,COc1nc2ccc(C(O)(c3ccc(C(F)(F)F)nc3)c3cncn3C)cc2c(Cl)c1Cc1ccccc1,20.0,,,,
2223853,55.0,nM,Kd,CHEMBL4083942,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(C#N)c(-c3ccccc3)c(C#N)c2c1,55.0,,,,
2228275,5.0,nM,Kd,CHEMBL4088364,COc1nc2ccc(C(O)(c3ccncc3)c3cncn3C)cc2c(Cl)c1-c1ccccc1,5.0,,,,
2230184,15000.0,nM,Kd,CHEMBL4090273,CN(CCO)c1nc2ccc(C(O)(c3ccncc3)c3cncn3C)cc2c(Cl)c1-c1ccccc1,15000.0,,,,
2231617,570.0,nM,Kd,CHEMBL4091706,COc1nc2ccc(C(O)(c3ccc(Cl)cc3)c3cncn3C)cc2c(OC)c1-c1ccccc1,570.0,,,,
2234108,14.0,nM,Kd,CHEMBL4094197,Cn1cncc1C(O)(c1ccncc1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,14.0,,,,
2236962,32.0,nM,Kd,CHEMBL4097051,COc1nc2ccc(C(O)(c3ccc(C(F)(F)F)nc3)c3cncn3C)cc2c(Cl)c1-c1cnc(C#N)nc1,32.0,,,,
2237897,6.0,nM,Kd,CHEMBL4097986,Cn1cncc1C(O)(c1ccc(C(F)(F)F)nc1)c1ccc2nc(N3CCC3)c(-c3ccccc3)c(Cl)c2c1,6.0,,,,
2238236,10000.0,nM,Kd,CHEMBL4098325,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(Cl)c(-c3ccccc3)cc2c1,10000.0,,,,
2238494,12.0,nM,Kd,CHEMBL4098583,COc1nc2ccc(C(O)(c3ccc(Cl)cc3)c3cncn3C)cc2c(Cl)c1Cc1ccc(F)cc1,12.0,,,,
2239358,4300.0,nM,Kd,CHEMBL4099447,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2ncc(-c3ccccc3)c(Cl)c2c1,4300.0,,,,
2240350,23.0,nM,Kd,CHEMBL4100439,CN(C)c1c(-c2ccccc2)c(Cl)nc2ccc(C(O)(c3ccncc3)c3cncn3C)cc12,23.0,,,,
2240958,6.6,nM,Kd,CHEMBL4101047,COc1nc2ccc(C(O)(c3ccc(C(F)(F)F)nc3)c3cncn3C)cc2c(Cl)c1Cc1ccc(F)cc1,6.6,,,,
2241843,57.0,nM,Kd,CHEMBL4101932,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(C(F)(F)F)c(-c3ccccc3)c(Cl)c2c1,57.0,,,,
2257414,12.0,nM,Kd,CHEMBL4125723,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)NCCN3CCOCC3)nc2CC2CCCCC2)c2ccccc12,12.0,,,,
2257448,0.45,nM,Kd,CHEMBL4125757,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)NC3CCOCC3)nc2CC2CCCCC2)c2ccccc12,0.45,,,,
2257560,37.0,nM,Kd,CHEMBL4125869,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2-c2cccc(F)c2)c(Cl)c1Cl)C(F)(F)F,37.0,,,,
2257731,5.7,nM,Kd,CHEMBL4126040,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c(Cl)c1,5.7,,,,
2257887,13.0,nM,Kd,CHEMBL4126196,CC(C)(O)CNC(=O)c1nc(CC2CCCCC2)c(-c2cnc(S(=O)(=O)NC(C)(C)C)c3ccccc23)s1,13.0,,,,
2257907,2.2,nM,Kd,CHEMBL4126216,CC(C)(C)NS(=O)(=O)c1ncc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12,2.2,,,,
2258008,0.59,nM,Kd,CHEMBL4126317,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2Cc2ccc(F)cc2)c(Cl)c1Cl)C(F)(F)F,0.59,,,,
2258057,0.11,nM,Kd,CHEMBL4126366,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2c1CCCC2,0.11,,,,
2258225,4.8,nM,Kd,CHEMBL4126534,CC(C)(C)NC(=O)c1cc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)cc(C2(C)CC2)c1,4.8,,,,
2258381,36.0,nM,Kd,CHEMBL4126690,CC(C)(C)c1cc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)cc(C(O)(C(F)(F)F)C(F)(F)F)c1,36.0,,,,
2258682,2.5,nM,Kd,CHEMBL4126991,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC3CS(=O)(=O)C3)nc2CC2CCCCC2)c2ccccc12,2.5,,,,
2258818,1.4,nM,Kd,CHEMBL4127127,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)C(N)=O)nc2CC2CCCCC2)c2ccccc12,1.4,,,,
2258880,0.22,nM,Kd,CHEMBL4127189,CC(C)(CCF)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12,0.22,,,,
2258973,0.18,nM,Kd,CHEMBL4127282,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12)C(F)(F)F,0.18,,,,
2259278,6.1,nM,Kd,CHEMBL4127587,CC(C)(CCO)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12,6.1,,,,
2259389,2.8,nM,Kd,CHEMBL4127698,CC(C)(O)CNC(=O)c1nc(CC2CCCCC2)c(-c2ccc(S(=O)(=O)NC(C)(C)C)c(Cl)c2C(F)F)s1,2.8,,,,
2259456,1.3,nM,Kd,CHEMBL4127765,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)NC34CC(C(=O)O)(C3)C4)nc2CC2CCCCC2)c2ccccc12,1.3,,,,
2259583,5.6,nM,Kd,CHEMBL4127892,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C2CCCCC2)c(Cl)c1Cl)C(F)(F)F,5.6,,,,
2259617,12.0,nM,Kd,CHEMBL4127926,C[C@H](NC(=O)c1cc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)cc(C(C)(C)C)c1)C(F)(F)F,12.0,,,,
2259623,1.4,nM,Kd,CHEMBL4127932,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)N3CC4(C3)CS(=O)(=O)C4)nc2CC2CCC2)c(Cl)c1Cl)C(F)(F)F,1.4,,,,
2259675,2.0,nM,Kd,CHEMBL4127984,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)NC3CCS(=O)(=O)CC3)nc2C(C)(C)C)c2ccccc12,2.0,,,,
2259733,1.5,nM,Kd,CHEMBL4128042,C[C@H](NC(=O)c1cc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)cc(C2(C)CC2)c1)C(F)(F)F,1.5,,,,
2259767,12.0,nM,Kd,CHEMBL4128076,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2CC2CC2)c2ccccc12)C(F)(F)F,12.0,,,,
2259953,0.78,nM,Kd,CHEMBL4128262,CC(C)(O)CNC(=O)c1nc(CC2CCCCC2)c(-c2ccc(S(=O)(=O)NC3(C#N)CC3)c3ccccc23)s1,0.78,,,,
2260054,0.48,nM,Kd,CHEMBL4128363,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)NC3CS(=O)(=O)C3)nc2CC2CCCCC2)c2ccccc12,0.48,,,,
2260118,4.8,nM,Kd,CHEMBL4128427,C[C@H](NS(=O)(=O)c1cc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)cc(C(C)(C)C)c1)C(F)(F)F,4.8,,,,
2260266,0.077,nM,Kd,CHEMBL4128575,CCC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12,0.077,,,,
2260356,8.5,nM,Kd,CHEMBL4128665,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c(C(F)(F)F)c1,8.5,,,,
2260378,1.3,nM,Kd,CHEMBL4128687,CC(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c(C(F)F)c1Cl,1.3,,,,
2260617,0.12,nM,Kd,CHEMBL4128926,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12,0.12,,,,
2260700,15.0,nM,Kd,CHEMBL4129009,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N3CCC(C)(C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12,15.0,,,,
2260725,11.0,nM,Kd,CHEMBL4129034,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NC3CCS(=O)(=O)CC3)nc2CC2CC2)c2ccccc12)C(F)(F)F,11.0,,,,
2260854,7.5,nM,Kd,CHEMBL4129163,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N3CC(C(C)(C)C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12,7.5,,,,
2260893,1.1,nM,Kd,CHEMBL4129202,CC(C)(O)CNC(=O)c1nc(CC2CCCCC2)c(-c2ccc(S(=O)(=O)NC(C)(C)C)c3ccccc23)s1,1.1,,,,
2261014,40.0,nM,Kd,CHEMBL4129323,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2CC2CCC2)c(C(F)F)c1)C(F)(F)F,40.0,,,,
2261112,91.0,nM,Kd,CHEMBL4129421,C[C@H](NC(=O)c1cc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)cc(C2(C#N)CC2)c1)C(F)(F)F,91.0,,,,
2261116,20.0,nM,Kd,CHEMBL4129425,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2COC(C)(C)C)c(Cl)c1Cl)C(F)(F)F,20.0,,,,
2261185,0.77,nM,Kd,CHEMBL4129494,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N3CC4(C3)CS(=O)(=O)C4)nc2CC2CCCCC2)c(Cl)c1Cl,0.77,,,,
2261290,2.1,nM,Kd,CHEMBL4129599,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N3CC4(C3)CS(=O)(=O)C4)nc2CC2CCCCC2)c2ccccc12,2.1,,,,
2261325,0.98,nM,Kd,CHEMBL4129634,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCC2)c2ccccc12)C(F)(F)F,0.98,,,,
2261347,0.44,nM,Kd,CHEMBL4129656,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c(Cl)c1Cl,0.44,,,,
2261481,14.0,nM,Kd,CHEMBL4129790,CC[C@H](NC(=O)c1cc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)cc(C2(C)CC2)c1)C(F)(F)F,14.0,,,,
2261653,105.0,nM,Kd,CHEMBL4129962,CC(C)(C)c1cc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)cc(C2(C)CC2)c1,105.0,,,,
2261747,0.92,nM,Kd,CHEMBL4130056,Cc1c(S(=O)(=O)NC(C)(C)C)ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c1OC(F)F,0.92,,,,
2261828,2.7,nM,Kd,CHEMBL4130137,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2CC2CC(F)(F)C2)c2ccccc12)C(F)(F)F,2.7,,,,
2261985,0.33,nM,Kd,CHEMBL4130294,CCS(=O)(=O)c1ccc(CNC(=O)c2nc(CC3CCCCC3)c(-c3ccc(S(=O)(=O)NC(C)(C)C)c4ccccc34)s2)cc1,0.33,,,,
2274888,465.3,nM,Kd,CHEMBL4171857,CCS(=O)(=O)c1ccc(CC(=O)Nc2cnc(OCc3ccccc3)c(Cl)c2)cc1,465.3,,,,
2278336,21.75,nM,Kd,CHEMBL4175305,CCS(=O)(=O)c1ccc(CC(=O)Nc2cnc(O[C@@H](C)c3ccccc3)c(Cl)c2)cc1,8.0,35.5,,,
2282326,0.79,nM,Kd,CHEMBL4204175,COc1nc2ccc(C(O)(c3cnnn3C)c3cnc(C)n3C)cc2c(Cl)c1Cc1ccc(-n2cccn2)cc1,0.38,1.2,,,
2283216,0.5,nM,Kd,CHEMBL4205065,Cn1cncc1C(O)(c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1)c1ccnc2ccccc12,0.5,,,,
2283780,76.0,nM,Kd,CHEMBL4205629,OC(c1ccccc1)(c1cccnc1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,76.0,,,,
2284659,280.0,nM,Kd,CHEMBL4206508,CNC(c1ccc(Cl)cc1)(c1ccc2nc(OC)c(Cc3ccc(-n4cccn4)cc3)c(Cl)c2c1)c1cncn1C,280.0,,,,
2285273,190.0,nM,Kd,CHEMBL4207122,Cc1ncc(C(O)(c2ccc(Cl)cc2)c2ccc3nc(Cl)c(-c4ccccc4)c(Cl)c3c2)n1C,190.0,,,,
2286404,1500.0,nM,Kd,CHEMBL4208253,OC(c1ccccc1)(c1ccncc1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,1500.0,,,,
2288095,1.1,nM,Kd,CHEMBL4209944,Cc1nc(C)c(C(O)(c2ccc3nc(Cl)c(-c4ccccc4)c(Cl)c3c2)c2cncn2C)s1,1.1,,,,
2288134,80.0,nM,Kd,CHEMBL4209983,COc1nc2ccc(C(O)c3cnnn3C)cc2c(Cl)c1Cc1ccc(-n2cccn2)cc1,69.0,91.0,,,
2288149,5.3,nM,Kd,CHEMBL4209998,Cn1cncc1C(O)(c1ccnc(F)c1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,5.3,,,,
2288650,20000.0,nM,Kd,CHEMBL4210499,Cn1ccnc1C(O)(c1ccnc(F)c1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,20000.0,,,,
2289217,960.0,nM,Kd,CHEMBL4211066,Cn1cncc1C(O)(c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1)c1ccccn1,960.0,,,,
2290150,450.0,nM,Kd,CHEMBL4211999,CCn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,450.0,,,,
2291609,31.0,nM,Kd,CHEMBL4213458,Cn1cncc1C(O)(c1ccc(C(F)(F)F)nc1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,31.0,,,,
2292539,38.0,nM,Kd,CHEMBL4214388,Cn1cncc1C(O)(c1cccnc1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,38.0,,,,
2294523,0.27,nM,Kd,CHEMBL4216372,COc1nc2ccc(C(O)(c3cnc(C)n3C)c3cnc(C)n3C)cc2c(Cl)c1Cc1ccc(-n2cccn2)cc1,0.27,,,,
2296010,0.6,nM,Kd,CHEMBL4217859,Cc1cc(C(O)(c2ccc3nc(Cl)c(-c4ccccc4)c(Cl)c3c2)c2cncn2C)ccn1,0.6,,,,
2296390,110.0,nM,Kd,CHEMBL4218239,COc1nc2ccc(C(N)(c3ccc(Cl)cc3)c3cncn3C)cc2c(Cl)c1Cc1ccc(-n2cccn2)cc1,110.0,,,,
2296537,6.4,nM,Kd,CHEMBL4218386,Cn1cncc1C(O)(c1ccnc(C(F)(F)F)c1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,6.4,,,,
2341900,6.1,nM,Kd,CHEMBL4434891,COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1OC(C)C,6.1,,,,
2345976,3.9,nM,Kd,CHEMBL4438967,COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1CN1CC(C(F)(F)F)C1,3.9,,,,
2346699,380.0,nM,Kd,CHEMBL4439690,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3F)cc2)cc1,380.0,,,,
2347335,357.0,nM,Kd,CHEMBL4440326,COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1C(=O)N1CCC(C(F)(F)F)CC1,357.0,,,,
2348296,0.02,nM,Kd,CHEMBL4441287,COc1nc2ccc(C(O)(c3cc(C)nc(C)c3)c3cnnn3C)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1,0.02,,,,
2349315,14.0,nM,Kd,CHEMBL4442306,COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1OC1CCOCC1,14.0,,,,
2349840,0.1,nM,Kd,CHEMBL4442831,COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1CC1CCC(F)(F)CC1,0.1,,,,
2351346,1.4,nM,Kd,CHEMBL4444337,COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1C1CCCC1,1.4,,,,
2356729,262.0,nM,Kd,CHEMBL4449720,COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1OCc1ncccn1,262.0,,,,
2364400,3.8,nM,Kd,CHEMBL4457391,COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1OCC1CC1,3.8,,,,
2366208,4.8,nM,Kd,CHEMBL4459199,COc1nc2ccc(C(O)(c3cnc(C)n3C)C3CN(C(C)=O)C3)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1,4.8,,,,
2373040,110.0,nM,Kd,CHEMBL4466031,COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1CC1CCS(=O)(=O)CC1,110.0,,,,
2373281,0.5,nM,Kd,CHEMBL4466272,COc1nc2ccc([C@](O)(c3ccnc(C(F)(F)F)c3)c3cnc(C)n3C)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1,0.5,,,,
2375597,2.3,nM,Kd,CHEMBL4468588,COc1nc2ccc(C(O)(c3cnnn3C)c3cnc(C)n3C)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1,2.3,,,,
2378945,5.7,nM,Kd,CHEMBL4471936,COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1CN1CCC(F)(F)CC1,5.7,,,,
2380682,412.0,nM,Kd,CHEMBL4473673,COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1CC(C)C,412.0,,,,
2382250,2.9,nM,Kd,CHEMBL4475244,COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1CC(F)(F)F,2.9,,,,
2389343,18.8,nM,Kd,CHEMBL4517932,COc1nc2ccc(C(O)(c3cnnn3C)C3CN(C(C)=O)C3)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1,18.8,,,,
2393110,1.3,nM,Kd,CHEMBL4521699,COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1CC1CC1,1.3,,,,
2403158,3.3,nM,Kd,CHEMBL4532727,COc1nc2ccc(C(O)(c3ccc(C(F)(F)F)nc3)C3CN(C(C)=O)C3)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1,3.3,,,,
2408169,780.0,nM,Kd,CHEMBL4537738,O=C(Cc1ccccc1[N+](=O)[O-])Nc1ccc(-c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2F)cc1,780.0,,,,
2414366,1.3,nM,Kd,CHEMBL4543938,COc1nc2ccc(C(O)(c3ccnc(C(F)(F)F)c3)c3cnnn3C)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1,1.3,,,,
2422570,0.3,nM,Kd,CHEMBL4552142,COc1nc2ccc(C(O)(c3ccnc(C(F)(F)F)c3)c3cncn3C)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1,0.3,,,,
2426338,47.0,nM,Kd,CHEMBL4555910,COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1CN1CCC(n2cccn2)CC1,47.0,,,,
2427166,1.1,nM,Kd,CHEMBL4556738,COc1nc2ccc([C@@](O)(c3ccc(C(F)(F)F)nc3)c3cncn3C)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1,1.1,,,,
2429293,560.0,nM,Kd,CHEMBL4558865,CS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3F)cc2)cc1,560.0,,,,
2430011,63.0,nM,Kd,CHEMBL4559583,COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1C,63.0,,,,
2438914,8.2,nM,Kd,CHEMBL4568486,COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1OCC1CC1(F)F,8.2,,,,
2442352,46.0,nM,Kd,CHEMBL4571921,COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1CN1CCC(F)CC1,46.0,,,,
2445787,1.2,nM,Kd,CHEMBL4575356,COc1nc2ccc(C(O)(c3cnc(C)n3C)c3cnc(C)n3C)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1,1.2,,,,
2454566,0.6,nM,Kd,CHEMBL4584135,COc1nc2ccc(C(O)(c3cnc(C)n3C)C3CCOCC3)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1,0.6,,,,
2458962,1.5,nM,Kd,CHEMBL4588531,COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1,1.5,,,,
2459719,31.0,nM,Kd,CHEMBL4589288,COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1OCc1nccs1,31.0,,,,
