molregno,standard_value_get_mean,standard_units_get_levels,standard_type_get_levels,chembl_id_compound_get_levels,canonical_smiles_get_levels,act_0,act_1,act_2,act_3
1732781,15.0,%,Imax,CHEMBL3234270,Cc1cc(/C=C2\SC(=O)N(C(C)c3ccccc3C#N)C2=O)c(C)n1-c1ccc(S(N)(=O)=O)cc1,10.0,20.0,,
1732782,25.0,%,Imax,CHEMBL3234271,NS(=O)(=O)c1ccc(-c2ccc(/C=C3/C(=O)N(c4ccc(S(N)(=O)=O)cc4)NC3C(F)(F)F)o2)cc1,20.0,30.0,,
1732783,10.0,%,Imax,CHEMBL3234272,NC(=O)c1ccc(NC(=O)c2cccc(COc3ccc(Cl)cc3)c2)cc1,10.0,,,
1732784,15.0,%,Imax,CHEMBL3234273,NS(=O)(=O)c1ccc(NC(=O)c2ccc(COc3ccccc3Cl)o2)cc1,10.0,20.0,,
1732785,10.0,%,Imax,CHEMBL3234274,COc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(OC)c(O)c4)c(C)c3)cc2C)cc1O,10.0,,,
1732786,20.0,%,Imax,CHEMBL3234275,COc1cc(/C=C2/N=C(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)N(c3ccccc3)C2=O)cc(OC)c1OC,10.0,30.0,,
1732787,15.0,%,Imax,CHEMBL3234276,COc1cc(CNn2nnnc2N)cc(Cl)c1OCc1ccccc1F,10.0,20.0,,
1732788,10.0,%,Imax,CHEMBL3234277,CCC(C)(C)C1CCc2nc3sc(C(=O)Nc4ccc(S(N)(=O)=O)cc4)c(N)c3cc2C1,10.0,,,
1732789,10.0,%,Imax,CHEMBL3234278,C=CCn1c(CCCN2C(=O)c3cccc4cccc(c34)C2=O)nnc1SCC(=O)Nc1ccc(S(N)(=O)=O)cc1,10.0,,,
1732790,10.0,%,Imax,CHEMBL3234279,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)COC(C)=O)C[C@@H]3O,10.0,,,
1732791,10.0,%,Imax,CHEMBL3234280,CCCC1CC(=O)Oc2cc(OCC(=O)Nc3ccc(S(N)(=O)=O)cc3)c(Cl)cc21,10.0,,,
1732792,10.0,%,Imax,CHEMBL3234281,Cc1c(CCC(=O)N2CCC(C(N)=O)CC2)c(=O)oc2cc3occ(-c4ccc(F)cc4)c3cc12,10.0,,,
1732793,10.0,%,Imax,CHEMBL3234282,NS(=O)(=O)c1ccc(CCNCc2ccc(OCc3ccccc3Cl)cc2)cc1,10.0,,,
1732794,10.0,%,Imax,CHEMBL3234283,NS(=O)(=O)c1ccc(CCNCc2ccc(-c3cccc(Cl)c3)o2)cc1,10.0,,,
1732795,10.0,%,Imax,CHEMBL3234284,Oc1cccc([C@@H](O)CNCc2ccc(OCc3ccc(Cl)cc3Cl)cc2)c1,10.0,,,
1732796,46.0,%,Imax,CHEMBL3234285,CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4cccc(S(N)(=O)=O)c4)ccc1c23,42.0,50.0,,
1780730,85.5,%,Imax,CHEMBL3314014,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(C#N)c3)c(Oc3ccc(Cl)cc3C(F)(F)F)s2)cc1,61.0,110.0,,
1780732,98.0,%,Imax,CHEMBL3314016,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1,98.0,,,
1780733,107.0,%,Imax,CHEMBL3314017,CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)F)c(Cl)c2)cc1,107.0,,,
1780734,120.0,%,Imax,CHEMBL3314018,CCS(=O)(=O)c1ccc(CC(=O)Nc2cccc(-c3cc(Cl)ccc3Cl)c2)cc1,120.0,,,
1780747,176.0,%,Imax,CHEMBL3314031,CCn1c2ccccc2c2cc(NC(=O)CC(C)CC(=O)Nc3ccc(C#N)c(Cl)c3)ccc21,176.0,,,
1958122,68.5,%,Imax,CHEMBL3605077,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cc(Cl)ccc3Cl)c(C)s2)cc1,58.0,79.0,,
1958123,95.5,%,Imax,CHEMBL3605078,CCc1sc(NC(=O)Cc2ccc(S(=O)(=O)CC)cc2)nc1-c1cc(Cl)ccc1Cl,76.0,115.0,,
1958124,56.0,%,Imax,CHEMBL3605079,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cc(Cl)ccc3Cl)c(-c3ccccc3)s2)cc1,56.0,,,
1958125,46.0,%,Imax,CHEMBL3605080,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(-c3ccccc3)s2)cc1,46.0,,,
1958126,85.0,%,Imax,CHEMBL3605081,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(Oc3ccccc3Cl)s2)cc1,58.0,112.0,,
1958127,76.5,%,Imax,CHEMBL3605082,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(Oc3ccccc3C(F)(F)F)s2)cc1,52.0,101.0,,
1958128,49.0,%,Imax,CHEMBL3605083,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(Oc3ccccc3OC)s2)cc1,49.0,,,
1958129,61.0,%,Imax,CHEMBL3605084,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(Oc3ccc(Cl)cc3)s2)cc1,31.0,91.0,,
1958130,88.5,%,Imax,CHEMBL3605085,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(Oc3ccc(C(F)(F)F)cc3)s2)cc1,60.0,117.0,,
1958131,71.0,%,Imax,CHEMBL3605086,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(Oc3ccc(OC)cc3)s2)cc1,45.0,97.0,,
1958132,86.0,%,Imax,CHEMBL3605087,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccc(Cl)cc3)c(Oc3ccccc3)s2)cc1,57.0,115.0,,
