SMILES,target_0,target_1,target_2
CC1C(C(=O)C(C(C12CCCC2)C)Br)Br,871.0,,
CC1C(C(=O)N[C@H](C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C,20.74,,
CC1C(C(C(C(O1)OC2C(C(CC3=CC4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC6=C5OC7C(C(C(C6(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)C)O)(C)O)OC)(C)[N+](=O)[O-])N(C)C)O)(C)O)OC)OC)(C)O)O,70.1,,
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)OC)O)O)O)O)O)O)O,4420.0,,
CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,180.4,,
CC1C(N=C(N1)C2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)C(=O)NC4=CC=C(C=C4)C5=NC(C(N5)C)C)C,14.78,,
CC1C/C(=C\C2=CC=NC=C2)/C(=O)/C(=C\C3=CC=NC=C3)/C1,990.0,,
CC1C2=NC3=CC=CC=C3C(=O)N2C(N1C4=CC=C(C=C4)C(=O)C)C5=CC(=CC=C5)O,646.0,,
CC1CC(=CC2=CC=NC=C2)C(=O)C(=CC3=CC=NC=C3)C1,736.0,,
CC1CC(=CCC1CNCCCN(C)C)CCC=C(C)C,415.0,,
CC1CC(=NOC(=O)C2=CC(=C(C=C2)Cl)Cl)C(CN1C)C,848.0,,
CC1CC(=O)NN=C1C2=CC=C(C=C2)NC(=O)C3=CC=CC=C3,270.5,,
CC1CC(C(CN1C)C)(CC2=CC=CC=C2)NCCC3=CC(=C(C=C3)OC)OC.Cl.Cl,267.5,,
CC1CC(C2=C(N1C(=O)C3=CC=C(C=C3)OC)C=C(C=C2)C)NC4=CC=C(C=C4)C,2617.0,,
CC1CC(C2=CC=CC=C2N1C(=O)C3=CC=C(C=C3)Cl)N(C4=CC=CC=C4)C(=O)C5=C(C=C(C=C5)Cl)Cl,2534.0,,
CC1CC(CC(C(C(=CC=CCC(OC(=O)CC(C(C1)C)O)C2CCCC2C(=O)O)C#N)O)C)C,1250.0,,
CC1CC(CC(C1=O)C(CC2CC(=O)NC(=O)C2)O)(C)OC(=O)C,58.7,,
CC1CC(CN(C1)C(=O)C2=C(C3=CC=CC=C3S2)Cl)C,64.5,,
CC1CC(CN(C1)C(=O)CN2C(=O)C3=C(C=N2)C4=C(N3CC=C)C=C(S4)C)C,857.0,,
CC1CC(CN(C1)C(=O)CS(=O)(=O)CC2=C(OC(=N2)C3=CC(=CC=C3)OC)C)C,1250.0,,
CC1CC(CN(C1)C2=C(C=C(C=C2)[N+](=O)[O-])C3=NNN=N3)C,1610.0,,
CC1CC(CN(C1)CCCNC(=O)C2=NN(C(=O)C3=CC=CC=C32)C4=CC(=CC(=C4)OC)OC)C,2436.0,,
CC1CC(CN(C1)CCCNC(=O)CNC(=O)C2=NN(C(=O)C3=CC=CC=C32)C4=CC(=C(C=C4)OC)Cl)C,1873.0,,
CC1CC(CN(C1)CCCNC2=C(C=C(C=C2)C(=O)NC3=CC(=C(C=C3)C)F)[N+](=O)[O-])C,736.0,,
CC1CC(CN(C1)CCCNC2=C(C=C(C=C2)C(=O)NC3=CC(=CC=C3)OC)[N+](=O)[O-])C,509.0,,
CC1CC(CN(C1)CCCNC2=C(C=C(C=C2)C(=O)NC3=CC=C(C=C3)C(F)(F)F)[N+](=O)[O-])C,401.0,,
CC1CC(CN(C1)S(=O)(=O)C2=CC(=C(C=C2)SC3=CC=C(C=C3)F)C(=O)NCCC4=CC(=C(C=C4)OC)OC)C,1262.0,,
CC1CC(CN(C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)C4=NC5=C(S4)C=C(C=C5)C)C,1250.0,,
CC1CC(CN(C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)C4=NC5=CC=CC=C5O4)C,1250.0,,
CC1CC(NC(=S)N1CCC(=O)NCCC2=CC=CC=C2)(C)C,1250.0,,
CC1CC2(C(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)N)C)C)C)NC1)O.Cl,12.67,,
CC1CC2(C(CC3=CC=CC=C3O2)C(C1CNCCCN(C)C)C)C,192.2,,
CC1CC2=C(C(CC(=O)N2)C3=C(C(=CC=C3)Cl)Cl)C(=O)C1C(=O)OC,617.0,,
CC1CC2=C(C(CC(=O)N2)C3=C(C=C(C=C3)Cl)Cl)C(=O)C1C(=O)OC,128.4,,
CC1CC2=C(CC1CNCCCN(C)C)C(CCC2)(C)C,844.0,,
CC1CC2=C(CN1C(=O)C3=CC=C(O3)COC4=CC=CC=C4Br)C=C(C=C2)F,6350.0,,
CC1CC2=CC=CC=C2N1C(=O)CN3C4=CC=CC=C4OC3=O,1250.0,,
CC1CCC(C(C1)OC(=O)CN2C3=CC=CC=C3[N+](=C2C4=CC=C(C=C4)OC)C)C(C)C.[Cl-],233.2,,
CC1CCC(C(C1)OC(=O)CN2C3=CC=CC=C3[N+](=C2C4=CC=CC=C4)C)C(C)C.[Cl-],426.0,,
CC1CCC(CC1)C(C)(C)OC2=CC=C(C=C2)NC(=O)C3=CC=CC=C3,1167.0,,
CC1CCC(CC1)NC(=O)CS(=O)(=O)CC2=C(OC(=N2)C3=CC=C(C=C3)C)C,244.4,,
CC1CCC(CC1)NC2=C3C=CC(=CC3=NC=C2)Cl,933.0,,
CC1CCC2=C(C1)SC(=C2C(=O)NCC3=CC=CC=C3)NC(=O)C4=CC=CC=C4F,1250.0,,
CC1CCC2=C(C1)SC(=C2C(=O)OC)NC(=O)C3=CC4=CC=CC=C4OC3=O,7460.0,,
CC1CCC2C(C(=O)OC3C24C1CC(C(O3)C)OO4)C,7.62,,
CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C,4.58,,
CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C,3.31,,
CC1CCCC(C1)N2CCN(CC2)CC3=C(C(=CC=C3)OC)OC,6700.0,,
CC1CCCC(C1C)NC(=O)C2C34C=CC(O3)C(C4C(=O)N2CC5=CC=C(C=C5)F)C(=O)NC6=CC(=CC=C6)SC,875.0,,
CC1CCCC(C1C)NC(=O)C2C34C=CC(O3)C(C4C(=O)N2CC5COC6=CC=CC=C6O5)C(=O)NC7=CC=CC(=C7)C,1857.0,,
CC1CCCC(C1C)NC(=O)C2C34C=CC(O3)C(C4C(=O)N2CCCN5CCOCC5)C(=O)NC6=CC(=C(C=C6)C)Cl.Cl,117.1,,
CC1CCCC(C1C)NC(=O)C2C34C=CC(O3)C(C4C(=O)N2CCN5CCCCC5)C(=O)NC6=CC(=CC=C6)SC,1904.0,,
CC1CCCC(C1C)NC(=O)C2C34C=CC(O3)C(C4C(=O)N2CCN5CCCCC5C)C(=O)NC6=CC(=CC=C6)Cl.Cl,4610.0,,
CC1CCCCC1NC(=O)C2C34C=CC(O3)C(C4C(=O)N2CC5=CC6=C(C=C5)OCO6)C(=O)NC7=CC(=CC=C7)OC,5310.0,,
CC1CCCCC1NC(=O)CN2C(=O)COC3=C2C=C(C=C3)C,815.0,,
CC1CCCCN1CCCN(CC2=C3C=CC=CC3=CC4=CC=CC=C42)C(=O)C5=CC=CC=C5Cl,31.25,,
CC1CCCCN1CCCNC2=NC=C(C(=N2)NC3=CC=CC=C3)C(=O)NCC(C)C,1250.0,,
CC1CCCCN1CCCNC2=NC=C(C(=N2)NC3=CC=CC=C3)C(=O)NCCC4=CC=CC=C4,1250.0,,
CC1CCCCN1CCCNC2=NC=C(C(=N2)NC3CCCC3)C(=O)NCC(C)C,52.8,,
CC1CCCCN1CCCNC2=NC=C(C(=N2)NC3CCCC3)C(=O)NCC4=CC=CC=C4,1250.0,,
CC1CCCCN1CCCNC2=NC=C(C(=N2)NCC(C)C)C(=O)NCC(C)C,1462.0,,
CC1CCCCN1CCCNC2=NC=C(C(=N2)NCC(C)C)C(=O)NCC3=CC=CC=C3,859.0,,
CC1CCCCN1CCCNC2=NC=C(C(=N2)NCC(C)C)C(=O)NCCC3=CC=CC=C3,729.0,,
CC1CCCCN1CCCNC2=NC=C(C(=N2)NCC3CCCCC3)C(=O)NCC(C)C,1167.0,,
CC1CCCCN1CCCNC2=NC=C(C(=N2)NCC3CCCCC3)C(=O)NCC4=CC=CC=C4,759.0,,
CC1CCCCN1CCCNC2=NC=C(C(=N2)NCC3CCCCC3)C(=O)NCCC4=CC=CC=C4,1201.0,,
CC1CCCCN1CCCNC2=NC=C(C(=N2)NCC3CCCCC3)C(=O)NCCCN4CCCC4=O,1250.0,,
CC1CCCCN1CCCNC2=NC=C(C(=N2)NCC3CCCO3)C(=O)NCCC4=CC=CC=C4,1557.0,,
CC1CCCCN1CCCNC2=NC=C(C(=N2)NCCC3=CC(=C(C=C3)OC)OC)C(=O)NCC(C)C,706.0,,
CC1CCCCN1CCCNC2=NC=C(C(=N2)NCCC3=CC(=C(C=C3)OC)OC)C(=O)NCC4=CC=CC=C4,16.14,,
CC1CCCCN1CCCNC2=NC=C(C(=N2)NCCC3=CC=CC=C3)C(=O)NCC(C)C,1571.0,,
CC1CCCCN1CCCNC2=NC=C(C(=N2)NCCC3=CC=CC=C3)C(=O)NCC4=CC=CC=C4,878.0,,
CC1CCCCN1CCCNC2=NC=C(C(=N2)NCCC3=CC=CC=C3)C(=O)NCC4CCCO4,26.73,,
CC1CCCCN1CCCNCC2=CC=C(C=C2)OCC3=CC=CC=C3,297.7,,
CC1CCCCN1S(=O)(=O)C2=CC3=C(C=C2C)NC(=O)CO3,505.0,,
CC1CCCN(C1)C(=O)C2CCN(CC2)CC3=CC=CC=N3,3580.0,,
CC1CCCN(C1)C2=C(C=C(C=C2)C(=O)NC3CC3)[N+](=O)[O-],1458.0,,
CC1CCCN(C1)CC2=C(C=CC(=C2)C3=C(C=CC(=C3)OC)OC)O,94.5,,
CC1CCCN(C1)CC2=C(C=CC(=C2)C3=NC(=CC=C3)OC)O,67.9,,
CC1CCCN(C1)CC2=NC3=C(C=C2)C(=C(S3)C(=O)OC)NC(=O)C4=CC=C(S4)C,1564.0,,
CC1CCCN(C1)CC2=NN=NN2C3=CC=C(C=C3)Cl,1250.0,,
CC1CCCN(C1)CCC(=O)NC2=CC=CC=C2OC.Cl,598.0,,
CC1CCCN(C1)CCCNC(=O)C2=CC3=C(C=C2)S(=O)(=O)C4=CC=CC=C4C(=O)N3CC5=C(C=CC(=C5)C)C,1750.0,,
CC1CCCN(C1)S(=O)(=O)C2=CC(=CC3=C2N(CC3)C(=O)C)Br,1318.0,,
CC1CCN(CC1)C(=O)C(C)N(C2=CC=CC=C2)S(=O)(=O)C,8320.0,,
CC1CCN(CC1)C(=O)C2=C(C3=C(S2)N=CN(C3=O)CC(=O)N4CCN(CC4)C5=CC=CC=N5)C,266.2,,
CC1CCN(CC1)C(=O)C2=C(OC3=C2C(=O)C4=CC=CC=C4C3=O)C,79.2,,
CC1CCN(CC1)C(=O)C2=CC=C(C=C2)N3C(=CC=C3C)C,2037.0,,
CC1CCN(CC1)C(=O)C2CCCN(C2)S(=O)(=O)C3=CC4=C(C=C3)N=C(N4)C5=CC=CC=C5,6030.0,,
CC1CCN(CC1)C(=O)CSC2=NC3=CC=CC=C3C(=N2)NCC4=CC=CC=C4,1582.0,,
CC1CCN(CC1)C2=C(C(=O)C3=CC=CC=C3C2=O)N(C4=CC(=CC=C4)F)C(=O)C,233.3,,
CC1CCN(CC1)C2=C(C(=O)C3=CC=CC=C3C2=O)NC4CCCC4,14.18,,
CC1CCN(CC1)C2=C3C(=C(SC3=NC(=N2)C)C(=O)NC4=CC=C(C=C4)C(F)(F)F)C,562.0,,
CC1CCN(CC1)C2=C3C(=C(SC3=NC(=N2)C)C(=O)NC4=CC=C(C=C4)F)C,912.0,,
CC1CCN(CC1)C2=C3C4=C(CC(CC4)C)SC3=NC=N2,2304.0,,
CC1CCN(CC1)C2=NC(=NC(=C2)C)N3C(=CC(=N3)C)C,382.0,,
CC1CCN(CC1)C2=NC3=C(C=C(C=C3)NC(=O)C4=CC=C(O4)[N+](=O)[O-])C(=C2)C,2142.0,,
CC1CCN(CC1)C2=NN=CC3=CC=CC=C32,6050.0,,
CC1CCN(CC1)CC2=C(C=CC(=C2)C3=NC(=CC=C3)OC)O,129.3,,
CC1CCN(CC1)CC2=C(C=CC3=C2OC(=O)C(=C3)C4=NC5=CC=CC=C5S4)O,1472.0,,
CC1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=CC4=C(S3)C5=C(C=CC(=C5)C)N=C4Cl,64.9,,
CC1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3C(N(C(=O)C4=CC=CC=C34)CC(C)C)C5=CC=CS5,1131.0,,
CC1CCN(CC1)CCCNC2=C(C=C(C=C2)C(=O)NC3=CC(=C(C=C3)C)F)[N+](=O)[O-].Cl,330.0,,
CC1CCN(CC1)CCCNC2=C(C=C(C=C2)C(=O)NC3=CC(=CC=C3)OC)[N+](=O)[O-],521.0,,
CC1CCN(CC1)CCCNC2=C(C=C(C=C2)C(=O)NC3=CC=C(C=C3)C(F)(F)F)[N+](=O)[O-],277.7,,
CC1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=C(C4=C(S3)CN(CC4)C)C(=O)N.Cl,665.0,,
CC1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NCC3=CC=CO3,1094.0,,
CC1CN(C(CN1C(=O)C(Cl)(Cl)Cl)C)C(=O)C(Cl)(Cl)Cl,302.2,,
CC1CN(CC(O1)C)C(=O)C2=C(C3=C(C=CC=C3S2)F)Cl,231.7,,
CC1CN(CC(O1)C)C(=O)C2=C(C3=C(S2)C=C(C=C3)C)Cl,72.0,,
CC1CN(CC(O1)C)C(=O)CCCSC2=NN=C(N2C3=CC(=C(C=C3)Cl)Cl)CC4=CC=CC=C4,2230.0,,
CC1CN(CC(O1)C)C2=NC3=C(CCN(C3)C4=CC(=NC(=N4)C)Cl)C(=O)N2,1250.0,,
CC1CN(CC(O1)C)C2CC(=O)N(C2=O)C3=CC=CC=C3,195.2,,
CC1CN(CCN1C(=O)/C=C/C2=CC=CC=C2)C(=O)C3=NC(=NC(=C3C(=O)OC(C)C)C)C4=CC=CC=C4,621.0,,
CC1CN(CCN1C(=O)C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)C(C)SC4=NC5=C(C6=CC=CC=C6N5CC7=CC=CC=C7)N=N4,126.9,,
CC1CN(CCN1C(=O)C)C(=O)CCCSC2=NN=C(N2C3=CC=CC(=C3)C)C4=CC=C(C=C4)C,634.0,,
CC1CN(CCN1C(=O)C2=CC(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])C(C)C3=NC4=CC=CC=C4C(=O)N3C5=CC=CC=C5OC,79.6,,
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)NC4=C(C(=CC=C4)Cl)Cl,43.9,,
CC1CN(CCN1C(=O)NC(C)C)C(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)NC4=CC=CC(=C4)C#N,210.6,,
CC1CN(CCN1C(=O)NC2=C(C=C(C=C2)C)C)C(=O)C3=NC(=NC(=C3C(=O)OC(C)C)C)C4=CC=CC=C4,336.0,,
CC1CN(CCN1C(=O)NC2=C(C=CC=C2C)C)C(=O)C3=NC(=NC(=C3C(=O)OC(C)C)C)C4=CC=CC=C4,642.0,,
CC1CN(CCN1C(=O)NC2=CC=C(C=C2)C)C(=O)C3=NC(=NC(=C3C(=O)OC(C)C)C)C4=CC=CC=C4,170.9,,
CC1CN(CCN1C(=O)NC2=CC=C(C=C2)OC)C(=O)C3=NC(=NC(=C3C(=O)OC(C)C)C)C4=CC=CC=C4,141.3,,
CC1CN(CCN1C(=O)NC2=CC=CC(=C2C)C)C(=O)C3=NC(=NC(=C3C(=O)OC(C)C)C)C4=CC=CC=C4,384.0,,
CC1CN(CCN1C(=O)NC2=CC=CC=C2)C(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)CCl,1250.0,,
CC1CN(CCN1C(=O)NC2=CC=CC=C2C)C(=O)C3=NC(=NC(=C3C(=O)OC(C)C)C)C4=CC=CC=C4,99.5,,
CC1CN(CCN1C(=O)NC2=CC=CC=C2OC)C(=O)C3=NC(=NC(=C3C(=O)OC(C)C)C)C4=CC=CC=C4,16.9,,
CC1CN(CCN1C(=O)NC2CCCCC2)C(=O)C3=NC(=NC(=C3C(=O)OC(C)C)C)C4=CC=CC=C4,41.7,,
CC1CN(CCN1C(=O)NCC2=CC=CC=C2)C(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(C5=CC=CC=C5)C6=CC=CC=C6,391.0,,
CC1CN(CCN1S(=O)(=O)/C=C/C2=CC=CC=C2)C(=O)C3=NC(=NC(=C3C(=O)OCC(C)C)C)C4=CC=CC=C4,785.0,,
CC1CN(CCN1S(=O)(=O)C2=CC3=CC=CC=C3C=C2)C(C)C4=NC5=CC=CC=C5C(=O)N4C6=CC=C(C=C6)Br,434.0,,
CC1CN=C(N1)C2=CC=C(C=C2)NC(=O)C3=CC(=C(C=C3)C(=O)NC4=CC=C(C=C4)C5=NCC(N5)C)N,22.22,,
CC=CC1=[N+](C2=CC=CC=C2N1C)C.[Cl-],129.1,,
CC=C[C@@H]1[C@H]([C@@H](C[C@@](O1)([C@@H](C)C(C(C)[C@@H]2[C@H](C=CC=C(CC([C@@H]([C@@H]([C@@H]([C@@H](C=C(C=C(C(=O)O2)OC)C)C)O)C)O)C)C)OC)O)O)O[C@H]3C[C@H]([C@@H]([C@H](O3)C)OC(=O)N)O)C,240.1,,
CC=O.CC1CCCCN1CC(=O)N2CCN(CC2)C(=O)CN3CCCCC3C.C(=O)O,60.3,,
CCC(=CC1=[N+](C2=C(S1)C=CC3=CC=CC=C32)C)C=C4N(C5=C(S4)C=CC6=CC=CC=C65)C.CC(=CC1=[N+](C2=C(S1)C=CC3=C2C=CO3)CCO)C=C4N(C5=C(S4)C=CC6=C5OC=C6)CCO,143.7,,
CCC(=NC1=CC=C(C=C1)OC)C2=C(CC(CC2=O)(C)C)O,3950.0,,
CCC(=NNC(=O)C(=O)NC1CCCCC1)CC,535.0,,
CCC(=O)C1=C(N(C2=C1C=C(C=C2)O)C3=CC=C(C=C3)Br)C,1145.0,,
CCC(=O)N(C)CCCNC1=C2C=CC(=CC2=NC=C1)Cl,341.0,,
CCC(=O)N(C1=C(C(=O)C2=CC=CC=C2C1=O)NC)C(C)C,36.5,,
CCC(=O)N1C(C2=C(CC(CC2=O)(C)C)NC3=CC=CC=C31)C4=CC5=C(C=C4)OCO5,6720.0,,
CCC(=O)N1CCC2=C1C(=CC(=C2)Br)S(=O)(=O)N3CC(CC(C3)C)C,1162.0,,
CCC(=O)N1CCC2=C1C(=CC(=C2)Br)S(=O)(=O)N3CCN(CC3)CC,744.0,,
CCC(=O)N1CCC2=C1C=CC(=C2)S(=O)(=O)N3CCN(CC3)C4=CC=CC(=C4)C(F)(F)F,398.0,,
CCC(=O)N1CCN(C1)C(=O)C2=CC=C(C=C2)C,1281.0,,
CCC(=O)N1CCOC2=C(C1)C=C(C=C2OCCC3=CC=CC=N3)C4=CSC5=CC=CC=C54,1346.0,,
CCC(=O)N=C1N(C2=C(S1)C=C(C=C2)[N+](=O)[O-])CCOC,1250.0,,
CCC(=O)NC(C1=CC(=CC=C1)[N+](=O)[O-])C2=C(C3=C(C=CC=N3)C=C2)O,2595.0,,
CCC(=O)NC(C1=CC=CC=C1Cl)C2=CC(=C3C=CC=NC3=C2O)Cl,73.6,,
CCC(=O)NC1=CC2=C(C=C1)N=C(S2)SCC(=O)NC3=CC=C(C=C3)C(=O)C,1109.0,,
CCC(=O)NC1=CC2=C(C=C1)N=C(S2)SCC(C)C(=O)NC3=CC=C(C=C3)OCC,1483.0,,
CCC(=O)NC1=CC=C(C=C1)C(=O)NN=CC2=C(C=CC(=C2)[N+](=O)[O-])O,1536.0,,
CCC(=O)NC1=CC=CC=C1C(=O)OC2=CC3=C(C=C2)N(C(=C3C(=O)OCC)C)C4=CC=CC=C4,1532.0,,
CCC(=O)NCC1=NC2=CC=CC=C2N1CC3=CC=C(C=C3)C,9760.0,,
CCC(=O)NCC1=NN=C(N1C2=CC(=CC=C2)OC)SCC3=CC(=CC=C3)C(F)(F)F,5610.0,,
CCC(=O)NNC1=CC(=NC(=N1)N2CCCC2)N3CCCC3,760.0,,
CCC(=O)OC(C(C)C1C(C(CC2(O1)CCC(O2)(C)C3CCC(O3)(C)C4C(CC(O4)C5C(CC(C(O5)(CO)O)C)C)C)O)C)C(C)C(=O)O,387.0,,
CCC(=O)OC1=CC=CC=C1C2=C(N3C=CC=CC3=N2)NC(C)(C)CC(C)(C)C,34.9,,
CCC(=O)O[C@@H]([C@@H]1C[C@@H]2CCN1C[C@@H]2C=C)C3=CC=NC4=CC=CC=C34,165.9,,
CCC(=O)O[C@H]([C@H]1C[C@@H]2CCN1C[C@@H]2C=C)C3=CC=NC4=CC=CC=C34,370.0,,
CCC(C(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])O)OC2=C(C=C(C=C2)C(C)(C)CC)C(C)(C)CC,348.0,,
CCC(C(=O)NC1=CC(=C(C=C1)Cl)[N+](=O)[O-])OC2=C(C=C(C=C2)C(C)(C)CC)C(C)(C)CC,349.0,,
CCC(C(=O)NC1=CC=CC(=C1)C)SC2=NC3=CC=CC=C3C4=NC(C(=O)N42)C(C)C,2395.0,,
CCC(C(=O)NC1=CC=CC2=CC=CC=C21)SC3=NC(=CC(=N3)C4=CC=CC=C4)C,496.0,,
CCC(C(=O)NC1=NN=C(CS1)C2=CC=C(C=C2)Br)SC3=NC4=CC=CC=C4N3C(=O)C,543.0,,
CCC(C(=O)NCC1=CC(=C(C=C1)OC)OC)N2C(=O)C3=NN(C(=C3C(=N2)C)C)C4=CC=C(C=C4)C,299.3,,
CCC(C(=O)NCCOC)SC1=NC(=C(N=N1)C2=CC=C(C=C2)C)C3=CC=C(C=C3)C,753.0,,
CCC(C)(C#CCN1CCCC1)OC(=O)C,1250.0,,
CCC(C)(C(=O)O[C@@H]1C2[C@H]([C@H]([C@@]3(C4C2(CO3)C(CC5[C@@]4([C@@H]([C@H](C=C5C)O)O)C)OC1=O)O)O)C)O,214.8,,
CCC(C)(C)C1=CC(=C(C=C1)OCC(CNCC2=CC=CC=C2)O)C(C)(C)CC,100.0,,
CCC(C)(C)C1=CC(=C(C=C1)OCCCCN(CC2=CC(=C(C=C2)OC)OCC3=CC=CC=C3)C(=O)NCC)C(C)(C)CC,61.0,,
CCC(C)(C)C1=CC(=C(C=C1)OCCCC[N+]2=CC=C(C=C2)C)C(C)(C)CC.[Br-],193.3,,
CCC(C)(C)C1=CC(=C(C=C1)OCCCC[N+]2=CC=CC(=C2C)C)C(C)(C)CC.[Br-],430.0,,
CCC(C)(C)C1=CC(=C(C=C1)OCCOCC[N+]2=CC=CC=C2)C(C)(C)CC.[Cl-],844.0,,
CCC(C)(C)C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)C3=CC=C(O3)[N+](=O)[O-],6510.0,,
CCC(C)(C)C1CCC2=C(C1)C3=C(N=CN=C3S2)NN=CC4=C(C=CC=C4Cl)Cl,904.0,,
CCC(C)(C)C1CCC2=C(C1)SC(=C2C(=O)N)NC(=O)C3=CC=C(C=C3)F,2336.0,,
CCC(C)(C)N1C(=NN=N1)C(C2=CC3=C(C=C(C=C3)C)NC2=O)N4CCN(CC4)C5=CC=CC=C5,61.4,,
CCC(C)(C)N1C(=NN=N1)C(C2=CC3=CC(=CC(=C3NC2=O)C)C)N4CCN(CC4)C5=CC=C(C=C5)O,1074.0,,
CCC(C)C(=O)N1CCC(CC1)C(=O)NC2=CC=C(C=C2)C3=NC4=CC=CC=C4O3,1585.0,,
CCC(C)CNC(=O)C1=CC(=C(C=C1)OC2CCN(CC2)CC3CCCCC3)Cl.C(=O)(C(F)(F)F)O,48.4,,
CCC(C)N(CCC(=O)N1CCN(CC1)CC2=CC=CC=C2)C(=O)NC3=C(C(=CC=C3)Cl)Cl,1062.0,,
CCC(C)N1CCN(CC1)CC2=C(C(=CC=C2)OC)OC.C(=O)O.C(=O)O,169.3,,
CCC(C)NC(=O)C1=C(C=CC(=C1)NC(=O)/C=C/C2=CC=C(C=C2)[N+](=O)[O-])N3CCN(CC3)C4=CC=CC=C4OC,54.3,,
CCC(C)NC(=O)C1=C(C=CC(=C1)NC(=O)C2=CC(=CC=C2)Cl)N3CCCCC3,194.1,,
CCC(C)NC(=O)C1=CNC2=C(C1=O)C=C(C=C2)S(=O)(=O)N(C)C3=C(C=CC(=C3)C)C,2169.0,,
CCC(C)NC(=O)C1=CNC2=C(C1=O)C=C(C=C2)S(=O)(=O)N3CCC4=CC=CC=C43,424.0,,
CCC(C)NC(=O)C1=NN(C(=O)C2=CC=CC=C21)C3=CC(=CC=C3)OC,3810.0,,
CCC(C)NC(=O)C1=NN(C(=O)C2=CC=CC=C21)C3=CC=C(C=C3)Cl,696.0,,
CCC(C)NC(=O)C1=NN(C(=O)C2=CC=CC=C21)C3=CC=C(C=C3)OC,353.0,,
CCC(C)NC(=O)C1CSC(N1C(=O)C2=CC(=C(C(=C2)OC)OC)OC)C3=CC(=CC=C3)F,29.84,,
CCC(C)NC(=O)CN(C1=C(C=CC(=C1)OC)OC)S(=O)(=O)C,349.0,,
CCC(C)NC(=O)CSC1=NN=C(N1C2=CC=C(C=C2)Cl)C3=CN=CC=C3,1091.0,,
CCC(C)NC1=NC(=NC(=N1)N2CCCCCC2)NC(C)CC,382.0,,
CCC(C)NC1=NC(=NC(=N1)NCC)ON=C(C)C,118.3,,
CCC(C)NCC(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O,184.3,,
CCC(C)OC(=O)C1=C(NC2=C(C1C3=CC(=CC=C3)O)C(=O)CC(C2)C4=CC=C(C=C4)Cl)C,146.6,,
CCC(C)OC(=O)C1=C(NC2=C(C1C3=CC=C(C=C3)Cl)C(=O)CC(C2)C4=CC=C(C=C4)Cl)C,43.8,,
CCC(C)OC(=O)C1=C(NC2=C(C1C3=CC=C(C=C3)O)C(=O)CC(C2)C4=CC=C(C=C4)OC)C,31.19,,
CCC(C)OC(=O)C1=C(NC2=C(C1C3=CC=CC=C3F)C(=O)CC(C2)C4=CC=C(C=C4)Cl)C,58.3,,
CCC(C1=CC=C(C=C1)F)N2C=C(N=N2)C(=O)NCCCN3CCC(CC3)C,1636.0,,
CCC(C1=CC=CC=C1)C(=O)N(C)CCCNC2=C3C=CC(=CC3=NC=C2)Cl,310.2,,
CCC(C1=CC=CC=C1)C(=O)N2CCN(CC2)CC3=CC=CC=C3,677.0,,
CCC(C1=CC=CC=C1)C(=O)NC2=C(C=CS2)C#N,612.0,,
CCC(C1=CC=CC=C1)C(=O)NCCCCNC2=C3C=CC(=CC3=NC=C2)Cl,168.5,,
CCC(C1=CC=CC=C1)C(=O)OC2=CC=CC=C2C3=C(N4C=CC(=CC4=N3)C)NC(C)(C)CC(C)(C)C,34.7,,
CCC(C1=CC=CC=C1)C(=O)OC2=CC=CC=C2C3=C(N4C=CC=CC4=N3)NC(C)(C)CC(C)(C)C,32.9,,
