SMILES,target_0,target_1,target_2
CC(C)C1=CC=C(C=C1)/C=C/C(=O)NCC2=CC=CO2,628.0,,
CC(C)C1=CC=C(C=C1)/C=C/C(=O)NCCCOC,1487.0,,
CC(C)C1=CC=C(C=C1)C2C3(C(N(C24C(=O)C5=CC=CC=C5C4=O)C6=CC=CC=C6)C7=CC=C(C=C7)C(C)C)C(=O)C8=CC=CC=C8C3=O,792.0,,
CC(C)C1=CC=C(C=C1)C=CC(=O)NCC2=CC=CO2,2005.0,,
CC(C)C1=CC=C(C=C1)C=CC(=O)NCCCOC,3580.0,,
CC(C)C1=CC=C(C=C1)C=NNC(=O)C2=CC=CC=C2O,1678.0,,
CC(C)C1=CC=C(C=C1)CN(CC2=CC=C(C=C2)OC)S(=O)(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCN(CC4)C5=CC=CC=C5F,1213.0,,
CC(C)C1=CC=C(C=C1)CN2C3=CC=CC=C3N=C2CCNC(=O)C,98.1,,
CC(C)C1=CC=C(C=C1)N(C(C2=CC(=C(C(=C2)OC)OC)OC)C(=O)NCC3=CC=CC=C3)C(=O)C4=C(C(=NS4)C(=O)N)N,1290.0,,
CC(C)C1=CC=C(C=C1)NC(=O)/C=C/C2=CC=CC=C2Cl,109.1,,
CC(C)C1=CC=C(C=C1)NC(=O)C(CC2=CC=CS2)C3=NNN=N3,1572.0,,
CC(C)C1=CC=C(C=C1)NC(=O)C2=CC(=C(C=C2)NCCCN(C)CC3=CC=CC=C3)[N+](=O)[O-],3200.0,,
CC(C)C1=CC=C(C=C1)NC(=O)C2=CC(=C(C=C2)NCCCN3CCN(CC3)C4=CC(=CC=C4)Cl)[N+](=O)[O-],2808.0,,
CC(C)C1=CC=C(C=C1)NC(=O)C=CC2=CC=CC=C2Cl,45.6,,
CC(C)C1=CC=C(C=C1)NC2=NC(=NC(=N2)OC)OC,935.0,,
CC(C)C1=CC=C(C=C1)OCC(=O)NN=CC2=CC(=CC=C2)[N+](=O)[O-],1167.0,,
CC(C)C1=CC=CC=C1OCC(=O)NC2=C(C=C(C=C2)OC)OC,12500.0,,
CC(C)C1=NC(=C(C2=C1COC(C2)(C)C)C#N)N3CCN(CC3)C(=O)NC4=CC=CC=C4,67.7,,
CC(C)C1=NC(=C(C2=C1COC(C2)(C)C)C#N)N3CCN(CC3)C(=S)NCC4=CC=CC=C4,112.1,,
CC(C)C1=NC2=C(CN1C3CC3)C=CC(=C2)C(=O)N,338.0,,
CC(C)C1C(=NO)C2=C(O1)C=C3C(=C2)C=CC(=O)O3,743.0,,
CC(C)C1C(=O)N2C(=N1)C3=CC=CC=C3N=C2SCC(=O)NC4=C(C=CC(=C4)C(F)(F)F)Cl,12500.0,,
CC(C)C1C(=O)N=C2N1C(=NC3=CC(=C(C=C32)OC)OC)SCC4=CSC(=N4)Cl,31.56,,
CC(C)C1C(=O)NC(CC2=CNC3=C(C=CC(=C23)N1C)C(C)(CCC=C(C)C)C=C)CO,196.7,,
CC(C)C1C2=C(CCN1C(=O)CCl)C3=CC=CC=C3N2,377.0,,
CC(C)CC(=O)N(C)CCCNC1=C2C=CC(=CC2=NC=C1)Cl,121.4,,
CC(C)CC(=O)NC1=NN=C(S1)C2=CC=C(C=C2)Br,2331.0,,
CC(C)CC(=O)NCC(C1=CC=CO1)N2CCN(CC2)C3=CC=C(C=C3)OC,767.0,,
CC(C)CC(=O)NCCCCNC1=C2C=CC(=CC2=NC=C1)Cl,430.0,,
CC(C)CC(=O)OC1C(C2=C(C=CC(=C2O)/C=C/C(=O)N3CCCCC3)OC1(C)C)N4CCCCC4,975.0,,
CC(C)CC(=O)OC1C(C2=C(C=CC(=C2O)C=CC(=O)N3CCCCC3)OC1(C)C)N4CCCCC4,12260.0,,
CC(C)CC(C(=O)N1CCC2=C(C1)SC(=N2)CC3=C(C=C(C=C3)F)Cl)N,471.0,,
CC(C)CC(C(=O)N1CCN2C(=NC(=C2NC3=CC4=C(C=C3)OCO4)C5=CC=CC=C5)C1)N,122.4,,
CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)OCC2=CC=CC=C2)NC(=O)OC(C)(C)C,2947.0,,
CC(C)CC(C(=O)NC1CCN(CC1)CC2=CC=CC=C2)N3[C@H](C(=O)NC4=C(C3=O)C=C(C=C4)OCCC5=CC(=CC=C5)OC)CC6=CC=C(C=C6)O,158.5,,
CC(C)CC(C(=O)NCC(=O)O)N1[C@H](C(=O)NC2=C(C1=O)C=C(C=C2)NC(=O)C)CCC(=O)OCC3=CC=CC=C3,503.0,,
CC(C)CC(C(=O)NCCCNC1=NSC2=CC=CC=C21)N.C(=O)(C(F)(F)F)O,12090.0,,
CC(C)CC(C(=O)OCC1=CC=CC=C1)NC(=O)/C(=C\C2=CC=CO2)/NC(=O)C3=CC=CC=C3,625.0,,
CC(C)CC(C(=O)OCC1=CC=CC=C1)NC(=O)C(=CC2=CC=CO2)NC(=O)C3=CC=CC=C3,1730.0,,
CC(C)CC1=CC=C(C=C1)/C=C/C(=O)NC2CC2,1196.0,,
CC(C)CC1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3C4CCC(C4)C3C(=O)O,1853.0,,
CC(C)CC1=CC=C(C=C1)C=CC(=O)NC2CC2,1472.0,,
CC(C)CC1=NC2=C(C(=N1)N3CCOCC3)N=NN2CC4=CC=CC=C4,1650.0,,
CC(C)CC1=NC2=C(CN1CC3=CC=CC=C3)C=CC(=C2)C(=O)NC(C)C,1250.0,,
CC(C)CC1=NC2=C(CN1CC3=CN=CC=C3)C=CC(=C2)C(=O)NCC4=CC=CC=C4,26.73,,
CC(C)CC1C(C(C2(N1C(=O)NCC3=CC=CC=C3)C4=C(C=CC(=C4)Br)NC2=O)C(=O)C5=CC=CC=C5)C6=CC=C(C=C6)Cl,1018.0,,
CC(C)CCN(C(C)C1=NC2=CC=CC=C2C(=O)N1C3=CC=CC=C3Cl)C(=O)NC4=CC=CC=C4OC,25.76,,
CC(C)CCN(CCC(C)C)CC(CN1C2=C(C=C(C=C2)Br)C3=C1C=CC(=C3)Br)O,308.9,,
CC(C)CCN(CCC(C)C)CC(CN1C2=C(C=C(C=C2)Cl)C3=C1C=CC(=C3)Cl)O,82.8,,
CC(C)CCN1C(=O)N(C(=O)C12CCN(CC2)CC3=CC=C(C=C3)O)CCN(C)C,122.6,,
CC(C)CCN1C2=C(CN(CC2)C(=O)C3=CC=C(C=C3)N4CCOCC4)C(=N1)C(=O)N5CCOCC5,3960.0,,
CC(C)CCN1C2=C(N=C1NCC3=CC=CC=C3)N(C(=O)N(C2=O)CC(=O)N)C,1709.0,,
CC(C)CCN1CC(=O)N2[C@@H](C1=O)CC3=C(C2C4=CC=C(C=C4)OC)NC5=CC=CC=C35,1107.0,,
CC(C)CCN1CC(=O)N2[C@H](C1=O)CC3=C(C2C4=CC=C(C=C4)OC)NC5=CC=CC=C35,497.0,,
CC(C)CCNC(=O)C1CSC(N1C(=O)C2=C(C=C(C=C2)Cl)Cl)C3=CC=C(C=C3)F,8180.0,,
CC(C)CCNC(=O)C1CSC(N1C(=O)C2=CC=C(C=C2)OC)C3=CC=C(C=C3)C(C)(C)C,1120.0,,
CC(C)CCNC(=O)CN1C2=CC=CC=C2OC3=C(C1=O)C=CC=N3,1505.0,,
CC(C)CCNC1=NC=C(C(=N1)NCCC2=CC=CC=C2)C(=O)NCC(C)C,543.0,,
CC(C)CCNCC(CN1C2=C(C=C(C=C2)Br)C3=C1C=CC(=C3)Br)O,88.5,,
CC(C)CCNCC(CN1C2=C(C=C(C=C2)Cl)C3=C1C=CC(=C3)Cl)O,96.6,,
CC(C)CCNCC(CN1C2=CC=CC=C2C3=CC=CC=C31)O.Cl,32.3,,
CC(C)CC[N+]1=CC=CC=C1C=CC2=CC=C(C=C2)N(C)C,548.0,,
CC(C)CC[N+]1=CC=CC=C1C=CC2=CC=C(C=C2)N(C)C.[I-],150.4,,
CC(C)CN(C(C)C(=O)NC(CN1CCCC1)C2=CC=CC=C2)S(=O)(=O)CC3=CC=CC=C3,76.7,,
CC(C)CN(C(C1=CC=CC=C1)C(=O)NC(CN2CCCC2)C3=CC=CC=C3)S(=O)(=O)C4=CC=CC=N4,682.0,,
CC(C)CN(CC(=O)N1CCC(C1)NC2=NSC3=CC=CC=C32)S(=O)(=O)C.C(=O)(C(F)(F)F)O,3940.0,,
CC(C)CN(CC(=O)NC1=CC(=NN1C2=CC=CC=C2)C(C)(C)C)C(=O)C3=CC(=CC(=C3)Cl)Cl,16.67,,
CC(C)CN(CC(=O)NC1=CC(=NN1C2=CC=CC=C2)C(C)(C)C)C(=O)CC3=CC=CS3,781.0,,
CC(C)CN(CC(=O)NC1=CC(=NN1C2=CC=CC=C2)C(C)(C)C)C(=O)COC3=CC=CC=C3,432.0,,
CC(C)CN(CC(C)C)S(=O)(=O)C1=CC(=CC2=C1N(CC2)C(=O)C)Br,269.8,,
CC(C)CN(CC(CN(CCN1CCOCC1)S(=O)(=O)CC2=CC=CC=C2)O)C(=O)C3CCCN3C(=O)OC(C)(C)C,1250.0,,
CC(C)CN1C(=O)C2(CCN(CC2)CC3=CC=CC=C3O)N(C1=O)CCC4=CC=C(C=C4)OC,93.1,,
CC(C)CN1C(=O)N(C(=O)C12CCN(CC2)C3CCOCC3)CCCC4=CN=CC=C4,1422.0,,
CC(C)CN1C(C(C2=CC=CC=C2C1=O)C(=O)NC3=C(C=C(C=C3)F)F)C4=CC=CS4,128.6,,
CC(C)CN1C(C(C2=CC=CC=C2C1=O)C(=O)NC3=C(C=CC(=C3)Cl)OC)C4=CC=CS4,272.1,,
CC(C)CN1C(C(C2=CC=CC=C2C1=O)C(=O)NC3=C(C=CC(=C3)F)F)C4=CC=CS4,150.0,,
CC(C)CN1C(C(C2=CC=CC=C2C1=O)C(=O)NC3=CC(=C(C=C3)F)Cl)C4=CC=CS4,120.4,,
CC(C)CN1C(C(C2=CC=CC=C2C1=O)C(=O)NC3=CC(=C(C=C3)OC)Cl)C4=CC=CS4,55.6,,
CC(C)CN1C(C(C2=CC=CC=C2C1=O)C(=O)NC3=CC(=C(C=C3)OC)OC)C4=CC=CS4,68.8,,
CC(C)CN1C(C(C2=CC=CC=C2C1=O)C(=O)NC3=CC(=C(C=C3OC)OC)Cl)C4=CC=CS4,90.5,,
CC(C)CN1C(C(C2=CC=CC=C2C1=O)C(=O)NC3=CC(=CC=C3)Cl)C4=CC=CS4,47.0,,
CC(C)CN1C(C(C2=CC=CC=C2C1=O)C(=O)NC3=CC=C(C=C3)C(C)C)C4=CC=CS4,1200.0,,
CC(C)CN1C(C(C2=CC=CC=C2C1=O)C(=O)NC3=CC=CC(=C3)C(F)(F)F)C4=CC=CS4,88.8,,
CC(C)CN1C(C(C2=CC=CC=C2C1=O)C(=O)NC3=CC=CC=C3F)C4=CC=CS4,115.8,,
CC(C)CN1C(C(C2=CC=CC=C2C1=O)C(=O)NC3=CC=CC=N3)C4=CC=CS4,123.3,,
CC(C)CN1C(C(C2=CC=CC=C2C1=O)C(=O)NC3CCCCC3)C4=CC=CS4,2575.0,,
CC(C)CN1CCC(CC1)(C2=CC3=C(C=C2)OC(=C3)C(=O)NC4=CC5=C(C=C4)OCO5)O,363.0,,
CC(C)CN1CCN(CC1)C2=C(C3=C(COC(C3)(C)C)C(=N2)C#N)C(=S)NC4CCCCC4,319.0,,
CC(C)CNC(=O)C1=C(C=CC(=C1)NC(=O)C2=CC=CS2)N3CCC4=CC=CC=C4C3,32.7,,
CC(C)CNC(=O)C1=CC(=C(C=C1)OC2CCN(CC2)CC3CCCCC3)Cl.C(=O)(C(F)(F)F)O,129.6,,
CC(C)CNC(=O)C1=CN=C(N=C1NC2=CC=CC=C2)NCCCN3C=CN=C3,639.0,,
CC(C)CNC(=O)C1=CN=C(N=C1NC2CCCC2)NCCC3CCCN3C,1136.0,,
CC(C)CNC(=O)C1=CN=C(N=C1NC2CCCC2)NCCCN,26.73,,
CC(C)CNC(=O)C1=CN=C(N=C1NC2CCCC2)NCCCN3C=CN=C3,298.2,,
CC(C)CNC(=O)C1=CN=C(N=C1NC2CCCC2)NCCCN3CCCC3,1250.0,,
CC(C)CNC(=O)C1=CN=C(N=C1NCC2CCCCC2)NCCC3CCCN3C,1250.0,,
CC(C)CNC(=O)C1=CN=C(N=C1NCC2CCCCC2)NCCCN(C)C,815.0,,
CC(C)CNC(=O)C1=CN=C(N=C1NCC2CCCCC2)NCCCN3C=CN=C3,379.0,,
CC(C)CNC(=O)C1=CN=C(N=C1NCC2CCCCC2)NCCCN3CCCC3,1350.0,,
CC(C)CNC(=O)C1=CN=C(N=C1NCCC2=CC(=C(C=C2)OC)OC)NCCCN3C=CN=C3,1250.0,,
CC(C)CNC(=O)C1=CN=C(N=C1NCCC2=CC(=C(C=C2)OC)OC)NCCCN3CCCC3,1351.0,,
CC(C)CNC(=O)C1=CN=C(N=C1NCCC2=CC=CC=C2)NCCC3=CC=NC=C3,728.0,,
CC(C)CNC(=O)C1=CN=C(N=C1NCCC2=CC=CC=C2)NCCC3CCCN3C,1250.0,,
CC(C)CNC(=O)C1=CN=C(N=C1NCCC2=CC=CC=C2)NCCCN(C)C,1250.0,,
CC(C)CNC(=O)C1=CN=C(N=C1NCCC2=CC=CC=C2)NCCCN3C=CN=C3,610.0,,
CC(C)CNC1=NC(=NC=C1C(=O)NCC(C)C)NCCCN2C=CN=C2,1612.0,,
CC(C)CNC1=NC(=NC=C1C(=O)NCC2=CC=CC=C2)NCCC3CCCN3C,1250.0,,
CC(C)CNC1=NC(=NC=C1C(=O)NCC2=CC=CC=C2)NCCCN(C)C,1286.0,,
CC(C)CNC1=NC(=NC=C1C(=O)NCC2=CC=CC=C2)NCCCN3C=CN=C3,443.0,,
CC(C)CNC1=NC(=NC=C1C(=O)NCC2=CC=CC=C2)NCCCN3CCCC3,1231.0,,
CC(C)CNC1=NC(=NC=C1C(=O)NCC2=CC=CC=C2)NCCN3CCCCC3,1250.0,,
CC(C)CNC1=NC(=NC=C1C(=O)NCCC2=CC=CC=C2)NCCCN,1250.0,,
CC(C)CNC1=NC(=NC=C1C(=O)NCCC2=CC=CC=C2)NCCCN3C=CN=C3,696.0,,
CC(C)CNC1=NC(=NC=C1C(=O)NCCC2=CC=CC=C2)NCCCN3CCCC3,1250.0,,
CC(C)CNCC1=C(C=CC(=C1)C2=C(C=CC(=C2)OC)OC)O,773.0,,
CC(C)CNCC1=C(C=CC(=C1)C2=CC=C(C=C2)F)O,10.0,,
CC(C)COC1=CC=C(C=C1)C(=O)N/C(=C/C2=CC=CC=C2)/C(=O)N,617.0,,
CC(C)COC1=NN(C(=N1)C2=CC=CC=C2)S(=O)(=O)C3=CC=CC4=C3N=CC=C4,4.56,,
CC(C)CSC1=NC2=C(C3=C(S2)CN(CC3)CC4=CC=CC=C4)C(=O)N1C5=CC=CC=C5,392.0,,
CC(C)CSC1=NC2=CC(=C(C=C2C(=N)N1CCCN3C=CN=C3)OC)OC,926.0,,
CC(C)C[C@@H](C(=O)N[C@@H](CCC1=CC=CC=C1)/C=C/S(=O)(=O)C2=CC=CC=C2)NC(=O)N3CCOCC3,37.7,,
CC(C)C[C@H]1C(=O)N[C@@H]2CSSC[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)CC(C)C)C(C)C)NC2=O,163.6,,
CC(C)N(C(C)C)C(=O)CN1C=CC(=N)C2=CC=CC=C21.Cl,1654.0,,
CC(C)N(C)CC1=C(C=CC(=C1)C2=NC3=CC=CC=C3S2)O,509.0,,
CC(C)N(C)CC1=CC(=C(C=C1)OC)OC2CCN(CC2)C(=O)C3CCC3,10000.0,,
CC(C)N(C/C(=C/C1=CC=CC=C1)/C)C(=O)C2=CC=C(C=C2)C(C)(C)C,535.0,,
CC(C)N(C1CCN(CC1)C(=O)C)C(=O)NC2=C(C=CC=C2F)F,625.0,,
CC(C)N(CC(=O)NC1=CC(=NN1C2=CC(=C(C=C2)Cl)Cl)C(C)(C)C)C(=O)C3=CC(=C(C=C3)Cl)Cl,356.0,,
CC(C)N(CC(=O)NC1=CC(=NN1C2=CC(=C(C=C2)Cl)Cl)C(C)(C)C)C(=O)C3=CC4=CC=CC=C4C=C3,2997.0,,
CC(C)N(CC(=O)NC1=CC(=NN1C2=CC(=C(C=C2)Cl)Cl)C(C)(C)C)C(=O)C3=CC=C(C=C3)C(C)(C)C,7330.0,,
CC(C)N(CC(=O)NC1=CC(=NN1C2=CC(=C(C=C2)Cl)Cl)C(C)(C)C)C(=O)C3=CC=C(C=C3)C(F)(F)F,1326.0,,
CC(C)N(CC(=O)NC1=CC(=NN1C2=CC=C(C=C2)Cl)C(C)(C)C)C(=O)C3=CC=C(C=C3)C(C)(C)C,4480.0,,
CC(C)N(CC(=O)NC1=CC(=NN1C2=CC=C(C=C2)Cl)C(C)(C)C)C(=O)C3=CC=CC4=CC=CC=C43,1237.0,,
CC(C)N(CC(=O)NC1=CC(=NN1C2=CC=C(C=C2)OC)C(C)(C)C)C(=O)C3=CC=C(C=C3)C(C)(C)C,1850.0,,
CC(C)N(CCNC1=NC=NC2=C1NC3=C2C=C(C=C3)Cl)C(C)C,252.5,,
CC(C)N1C(=NN=N1)CN2CCN(CC2)C3=CC=CC=C3F,1187.0,,
CC(C)N1CC2=C(C=C(C=C2)C(=O)NCCN3CCOCC3)N=C1C4=CC=C(C=C4)OC,1531.0,,
CC(C)N1CCC(=CC1)C2=CNC3=CC=CC=C32,637.0,,
CC(C)N1CCC(CC1)N2CCN(CC2CCO)CC3=CC4=C(C=C3)C5=CC=CC=C5C4,905.0,,
CC(C)N1CCC2=C(C1)SC(=C2C(=O)N)NC(=O)C(C)(C)C.Cl,6260.0,,
CC(C)N1CCCC(C1)C(=O)NC2=CC=C(C=C2)C3=NC4=CC=CC=C4N3,593.0,,
CC(C)N1CCCC2=C1C=CC(=C2)CN3CCC(CC3)N4C=C(N=N4)C(=O)NCCCO,133.5,,
CC(C)N1CCN(CC1)CC2=CC(=C(C=C2OC)OC)OC.C(=O)O.C(=O)O,1476.0,,
CC(C)N1CC[C@H]([C@H](C1)CCC(=O)N(C)C2CCN(CC2)C)N3CCN(CC3)C4=CC=CC(=C4)C(F)(F)F,285.0,,
CC(C)NC(=O)C1=C(C=CC(=C1)NC(=O)C2=CC=CS2)N3CCC4=CC=CC=C4C3,479.0,,
CC(C)NC(=O)C1=C(C=CC(=C1)NS(=O)(=O)C2=CC=C(C=C2)OC)N3CCC(CC3)CC4=CC=CC=C4,2427.0,,
CC(C)NC(=O)C1=CC(=C(C=C1)OC2CCN(CC2)CC(C3=CC=CC=C3)C4=CC=CC=C4)OC,23.62,,
CC(C)NC(=O)C1=CC(=C(C=C1)OC2CCN(CC2)CC3CCCCC3)Cl,297.8,,
CC(C)NC(=O)C1=CC2=C(CN(C(=N2)/C=C/C3=CC=CC=C3)CC4CCCCC4)C=C1,696.0,,
CC(C)NC(=O)C1=CC2=C(CN(C(=N2)C3=CC=CC=C3)C4CC4)C=C1,116.7,,
CC(C)NC(=O)C1=CC2=C(CN(C(=N2)C3=CN=CC=C3)CCC4=CC(=CC=C4)OC)C=C1,42.3,,
CC(C)NC(=O)C1=CN(C=C(C1=O)C(=O)NCCC2=NC3=CC=CC=C3N2)CC4=CC=CC=C4,2216.0,,
CC(C)NC(=O)CN(C)C1C2=CC=CC=C2CCC3=CC=CC=C13,253.5,,
CC(C)NC(=O)N1CCN(CC1)C(=O)COC(C2=C(N=CC=C2)Cl)C3=CC=CS3,2022.0,,
CC(C)NC(=O)[C@@H]1C[C@H](CN1CC2=CC3=CC=CC=C3C=C2)NCC4=CN=CC=C4,3310.0,,
CC(C)NC1=CC=C(C=C1)NC2=CC=NC3=CC4=CC=CC=C4C=C23,276.5,,
CC(C)NC1=NC(=NC2=CC=CC=C21)C3=CN=CC=C3,955.0,,
CC(C)NC1=NC(=NC=C1OC)C2=CC=CC=N2,1100.0,,
CC(C)NCC(C1=CC2=CC=CC=C2C=C1)O,366.0,,
CC(C)NCC(CN1C2=C(C=C(C=C2)Br)C3=C1C=CC(=C3)Br)O,54.4,,
CC(C)NCC(CN1C2=C(C=C(C=C2)Cl)C3=C1C=CC(=C3)Cl)O,38.9,,
CC(C)OC(=O)C1=C(N=CC=C1)SCC(=O)NC2=C(C=C(C=C2)C(F)(F)F)Cl,1499.0,,
CC(C)OC(=O)CSC1=NN=C(N1C)CNC2=NC(=CS2)C3=CC=CC=C3,1382.0,,
CC(C)OC(=O)NC(C(Cl)(Cl)Cl)NC1=CC=CC=C1,1076.0,,
CC(C)OC1=CC=C(C=C1)C(=O)N2CCC3=CC(=C(C=C3C2COC4=CC=C(C=C4)F)OC)OC,1398.0,,
CC(C)OCCCNC1=C(N=C(S1)S(=O)(=O)C2=CC=CC=C2)S(=O)(=O)C3=CC=C(C=C3)Cl,58.1,,
CC(C)OCCCNC1=NC2=CC(=C(C=C2C3=NC(=NN31)C4=CC=CC=C4)OC)OC,1212.0,,
CC(C)SC1=NC2=C(C(=O)N1CC3=CC=CO3)C4(CCCCC4)CC5=CC=CC=C52,12500.0,,
CC(C)SC1=NC2=C(C3=C(S2)CN(CC3)C)C(=O)N1C4=CC=C(C=C4)OC,1853.0,,
CC(C)[C@@H](CO)NC1=CC=NC2=C(C=NN12)C3=CC=CC=C3F,271.6,,
CC(C)[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,449.0,,
CC(C)[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4CCCCC4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,768.0,,
CC(C1=C(C=CC(=C1)Cl)O)NCC2=CC=CC=C2,97.2,,
CC(C1=C2CCC(C2=CC(=C1)C(C)(C)C)(C)C)NCCCN(C)C,178.9,,
CC(C1=C2CCC(C2=CC(=C1)C(C)(C)C)(C)C)NCCN3CCNCC3,586.0,,
CC(C1=CC=C(C=C1)NC(=O)C2=C3NC(CC(N3N=C2)C(F)(F)F)C4=CC=CO4)O,675.0,,
CC(C1=CC=CC2=CC=CC=C21)NCC3=C(C=CC(=C3)C4=CC=CC=C4)O,77.3,,
CC(C1=CC=CC2=CC=CC=C21)NCC3=C(C=CC(=C3)C4=NC(=CC=C4)OC)O,48.4,,
CC(C1=CC=CC=C1)NC(=O)C2=C3N=C(C=C(N3N=C2)C(F)(F)F)C4=CC=C(C=C4)Br,1522.0,,
CC(C1=CC=CC=C1)NC(=S)N(CC2=CC=CO2)CC3=CC4=CC5=C(C=C4NC3=O)OCO5,405.0,,
CC(C1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3O,277.3,,
CC(C1=CC=CS1)N(C)CC2=NC3=CC(=C(C=C3C(=N2)N4CCCC4)OC)OC,1986.0,,
CC(C1=NC(=NO1)C2=CC=C(C=C2)NC(=O)C3=CC=CO3)OC4=C(C=C(C=C4)Cl)Cl,551.0,,
CC(C1=NC(=NO1)C2=CC=C(C=C2)NC(=O)C3=CC=CS3)OC4=C(C=C(C=C4)Cl)Cl,631.0,,
CC(C1=NC2=C(C=C(C=C2)Cl)C(=O)N1C)N3CCN(CC3)C(=O)C(C)(C)C,860.0,,
CC(C1=NC2=C(C=C(C=C2)Cl)C(=O)N1C)N3CCN(CC3)S(=O)(=O)C4=CC=CC5=CC=CC=C54,139.7,,
CC(C1=NC2=CC=CC=C2C(=O)N1C)N3CCN(CC3)C(=O)C(C)(C)C,190.6,,
CC(C1=NC2=CC=CC=C2C(=O)N1C3=CC=CC=C3Cl)N(CC4=CC=CC=C4)C(=O)NC5=CC(=CC=C5)Br,158.9,,
CC(C1=NC2=CC=CC=C2C(=O)N1C3=CC=CC=C3OC)N(C)C(=O)NC4=CC=CC=C4F,62.3,,
CC(CC(=O)NCCCCNC1=C2C=CC(=CC2=NC=C1)Cl)CC(C)(C)C,296.1,,
CC(CC(=O)OC1=CC=CC=C1C2=C(N3C=CC=CC3=N2)NC(C)(C)CC(C)(C)C)CC(C)(C)C,34.2,,
CC(CC/C=C(\C)/CCC=C(C)C)NCCN1CCNCC1,911.0,,
CC(CC1=CC=CC=C1)NCC2=CC=CC=C2O.Cl,4.93,,
CC(CC1=CC=CC=C1)NCCCCCCCNC(C)CC2=CC=CC=C2,105.0,,
CC(CC1=CC=CC=C1)NCCCCCNC(C)CC2=CC=CC=C2,503.0,,
CC(CC1=CC=CC=C1SC2=CC=CC=C2O)N(C)C.Cl,722.0,,
CC(CC1=CSC=C1)NC2=NC3=NON=C3N=C2N(C)C,881.0,,
CC(CC1=NC2=C(CN1CC3CCCCC3)C=CC(=C2)C(=O)NCC=C)C4=CC=CC=C4,1529.0,,
CC(CC1=NC2=C(CN1CCCN3CCCC3=O)C=CC(=C2)C(=O)NCC=C)C4=CC=CC=C4,26.73,,
CC(CCC1=CC=CC=C1)N2CC(OC2=S)C3=CC(=CC=C3)[N+](=O)[O-],17.99,,
CC(CCC1=CC=CC=C1)NCC(C2=CC(=CC=C2)[N+](=O)[O-])O.Cl,14.54,,
CC(CCC=C(C)CCC=C(C)C)NCCN1CCNCC1,139.7,,
CC(CCCC(C)(C)O)NC1=NC(=CN=C1)C2=CC=C(C=C2)C(=O)N,1199.0,,
CC(CCCN(CC1=CC(=C(C=C1)OC)OC)C(=O)C2=CC(=CC=C2)OC)NC3=C4C(=CC(=C3)OC)C=CC=N4,513.0,,
CC(CCCN(CC1=CC(=C(C=C1)OC)OC)C(=O)C2=CC3=CC=CC=C3C=C2)NC4=C5C(=CC(=C4)OC)C=CC=N5,246.8,,
CC(CCCN(CC1=CC(=C(C=C1)OC)OC)C(=O)C2=CC=CC=C2)NC3=C4C(=CC(=C3)OC)C=CC=N4,102.7,,
CC(CCCN(CC1=CC(=C(C=C1)OC)OC)C(=O)CC(C)CC(C)(C)C)NC2=C3C(=CC(=C2)OC)C=CC=N3,640.0,,
CC(CCCN(CC1=CC(=C(C=C1)OC)OC)C(=O)CC2=CC=C(C=C2)OC)NC3=C4C(=CC(=C3)OC)C=CC=N4,666.0,,
CC(CCCN(CC1=CC(=C(C=C1)OC)OC)C(=O)CCC2CCCC2)NC3=C4C(=CC(=C3)OC)C=CC=N4,333.0,,
CC(CCCN(CC1=CC(=C(C=C1)OC)OC)C(=O)NC2=C(C(=CC=C2)Cl)Cl)NC3=C4C(=CC(=C3)OC)C=CC=N4,203.0,,
CC(CCCN(CC1=CC(=C(C=C1)OC)OC)C(=O)NC2CCCCC2)NC3=C4C(=CC(=C3)OC)C=CC=N4,337.0,,
CC(CCCN(CC1=CC=C(C=C1)Cl)C(=O)C2=C(C=C(C=C2)Cl)Cl)NC3=C4C(=CC(=C3)OC)C=CC=N4,473.0,,
CC(CCCN(CC1=CC=C(C=C1)Cl)C(=O)C2=CC(=CC(=C2)OC)OC)NC3=C4C(=CC(=C3)OC)C=CC=N4,348.0,,
CC(CCCN(CC1=CC=C(C=C1)Cl)C(=O)NC2=C(C=C(C=C2)Cl)Cl)NC3=C4C(=CC(=C3)OC)C=CC=N4,17.12,,
CC(CCCN(CC1=CC=C(C=C1)Cl)C(=O)NC2=CC=C(C=C2)Br)NC3=C4C(=CC(=C3)OC)C=CC=N4,788.0,,
CC(CCCN(CC1=CC=C(C=C1)Cl)C(=O)NC2=CC=CC(=C2)C(F)(F)F)NC3=C4C(=CC(=C3)OC)C=CC=N4,332.0,,
CC(CCCN(CC1=CC=C(C=C1)Cl)C(=O)NC2=CC=CC=C2F)NC3=C4C(=CC(=C3)OC)C=CC=N4,0.5720000000000001,,
